Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.tribe,Taxonomy.NCBI.species group,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.subgenus,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.subclass,Taxonomy.NCBI.suborder
Pelodictyon luteolum DSM 273,CP000096,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22964,--,Yes,root,cellular organisms,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon,Pelodictyon luteolum,,,FCB group,Bacteroidetes/Chlorobi group,Chlorobium/Pelodictyon group,,,,,,Pelodictyon luteolum DSM 273,,,
Ehrlichia canis str. Jake,CP000107,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22973,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia canis,,,Ehrlichia canis str. Jake,,,,canis group,,,,,,,
Ehrlichia canis str. Jake,CP000107,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22974,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia canis,,,Ehrlichia canis str. Jake,,,,canis group,,,,,,,
Myxococcus xanthus DK 1622,CP000113,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22982,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,,,Myxococcus xanthus DK 1622,,,,,,,delta/epsilon subdivisions,,,,Cystobacterineae
Myxococcus xanthus DK 1622,CP000113,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22983,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,,,Myxococcus xanthus DK 1622,,,,,,,delta/epsilon subdivisions,,,,Cystobacterineae
Myxococcus xanthus DK 1622,CP000113,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22984,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,,,Myxococcus xanthus DK 1622,,,,,,,delta/epsilon subdivisions,,,,Cystobacterineae
Myxococcus xanthus DK 1622,CP000113,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22985,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus,,,Myxococcus xanthus DK 1622,,,,,,,delta/epsilon subdivisions,,,,Cystobacterineae
Streptococcus agalactiae A909,CP000114,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22987,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,,,Terrabacteria group,Streptococcus agalactiae serogroup Ia,Streptococcus agalactiae A909,,,,,,,,,
Streptococcus agalactiae A909,CP000114,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22988,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,,,Terrabacteria group,Streptococcus agalactiae serogroup Ia,Streptococcus agalactiae A909,,,,,,,,,
Carboxydothermus hydrogenoformans Z-2901,CP000141,75,31,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_23009,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,Carboxydothermus hydrogenoformans,,,Terrabacteria group,Carboxydothermus hydrogenoformans Z-2901,,,,,,,,,,
Hahella chejuensis KCTC 2396,CP000155,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23030,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,Hahella chejuensis,,,Hahella chejuensis KCTC 2396,,,,,,,,,,,
Erythrobacter litoralis HTCC2594,CP000157,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23031,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis,,,Erythrobacter litoralis HTCC2594,,,,,,,,,,,
Erythrobacter litoralis HTCC2594,CP000157,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23032,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis,,,Erythrobacter litoralis HTCC2594,,,,,,,,,,,
Moorella thermoacetica ATCC 39073,CP000232,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23041,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,,Moorella <bacteria>,Moorella thermoacetica,,Terrabacteria group,Moorella group,Moorella thermoacetica ATCC 39073,,,,,,,,,
Ehrlichia chaffeensis str. Arkansas,CP000236,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23048,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia chaffeensis,,,Ehrlichia chaffeensis str. Arkansas,,,,canis group,,,,,,,
Ehrlichia chaffeensis str. Arkansas,CP000236,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23050,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia chaffeensis,,,Ehrlichia chaffeensis str. Arkansas,,,,canis group,,,,,,,
Neorickettsia sennetsu str. Miyayama,CP000237,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23051,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,Neorickettsia sennetsu,,,Neorickettsia sennetsu str. Miyayama,,,,,,,,,,,
Neorickettsia sennetsu str. Miyayama,CP000237,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23052,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,Neorickettsia sennetsu,,,Neorickettsia sennetsu str. Miyayama,,,,,,,,,,,
Synechococcus sp. JA-3-3Ab,CP000239,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23057,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. JA-3-3Ab,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Synechococcus sp. JA-2-3B'a(2-13),CP000240,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23058,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. JA-2-3B'a(2-13),,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Escherichia coli UTI89,CP000243,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23063,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,Escherichia coli UTI89,,,,,,,,,,,
Escherichia coli UTI89,CP000243,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23064,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,Escherichia coli UTI89,,,,,,,,,,,
Escherichia coli UTI89,CP000243,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23065,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,Escherichia coli UTI89,,,,,,,,,,,
Escherichia coli UTI89,CP000243,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23066,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,Escherichia coli UTI89,,,,,,,,,,,
Escherichia coli UTI89,CP000243,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23067,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,Escherichia coli UTI89,,,,,,,,,,,
Escherichia coli UTI89,CP000243,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23068,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,Escherichia coli UTI89,,,,,,,,,,,
Anaeromyxobacter dehalogenans 2CP-C,CP000251,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23088,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter dehalogenans,,,Anaeromyxobacter dehalogenans 2CP-C,,,,,,,delta/epsilon subdivisions,,,,Cystobacterineae
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23092,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,,Terrabacteria group,Staphylococcus aureus subsp. aureus NCTC 8325,,,,,,,,,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23093,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,,Terrabacteria group,Staphylococcus aureus subsp. aureus NCTC 8325,,,,,,,,,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23095,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,,Terrabacteria group,Staphylococcus aureus subsp. aureus NCTC 8325,,,,,,,,,,
Staphylococcus aureus subsp. aureus USA300,CP000255,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23097,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,,Terrabacteria group,Staphylococcus aureus subsp. aureus USA300,,,,,,,,,,
Staphylococcus aureus subsp. aureus USA300,CP000255,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23098,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,,Terrabacteria group,Staphylococcus aureus subsp. aureus USA300,,,,,,,,,,
Staphylococcus aureus subsp. aureus USA300,CP000255,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23100,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,,Terrabacteria group,Staphylococcus aureus subsp. aureus USA300,,,,,,,,,,
Streptococcus pyogenes MGAS10270,CP000260,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23103,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,,,Terrabacteria group,Streptococcus pyogenes serotype M2,Streptococcus pyogenes MGAS10270,,,,,,,,,
Streptococcus pyogenes MGAS10270,CP000260,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23104,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,,,Terrabacteria group,Streptococcus pyogenes serotype M2,Streptococcus pyogenes MGAS10270,,,,,,,,,
Rubrobacter xylanophilus DSM 9941,CP000386,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23208,--,Yes,root,cellular organisms,Bacteria,,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Actinobacteria <phylum>,Rubrobacter xylanophilus,,Terrabacteria group,Rubrobacter xylanophilus DSM 9941,,,,,,,,,,
Rubrobacter xylanophilus DSM 9941,CP000386,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23209,--,Yes,root,cellular organisms,Bacteria,,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Actinobacteria <phylum>,Rubrobacter xylanophilus,,Terrabacteria group,Rubrobacter xylanophilus DSM 9941,,,,,,,,,,
Streptococcus pneumoniae D39,CP000410,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23221,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,,,Terrabacteria group,Streptococcus pneumoniae D39,,,,,,,,,,
Streptococcus pneumoniae D39,CP000410,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23222,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,,,Terrabacteria group,Streptococcus pneumoniae D39,,,,,,,,,,
Streptococcus pneumoniae D39,CP000410,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23223,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,,,Terrabacteria group,Streptococcus pneumoniae D39,,,,,,,,,,
Streptococcus pneumoniae D39,CP000410,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23224,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,,,Terrabacteria group,Streptococcus pneumoniae D39,,,,,,,,,,
Oenococcus oeni PSU-1,CP000411,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23225,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus oeni,,,Terrabacteria group,Oenococcus oeni PSU-1,,,,,,,,,,
Oenococcus oeni PSU-1,CP000411,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23226,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus oeni,,,Terrabacteria group,Oenococcus oeni PSU-1,,,,,,,,,,
Lactobacillus brevis ATCC 367,CP000416,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23242,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus brevis,,,Terrabacteria group,Lactobacillus brevis ATCC 367,,,,,,,,,,
Lactobacillus brevis ATCC 367,CP000416,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23243,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus brevis,,,Terrabacteria group,Lactobacillus brevis ATCC 367,,,,,,,,,,
Lactobacillus brevis ATCC 367,CP000416,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23244,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus brevis,,,Terrabacteria group,Lactobacillus brevis ATCC 367,,,,,,,,,,
Lactobacillus brevis ATCC 367,CP000416,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23245,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus brevis,,,Terrabacteria group,Lactobacillus brevis ATCC 367,,,,,,,,,,
Streptococcus thermophilus LMD-9,CP000419,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23246,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,,,Terrabacteria group,Streptococcus thermophilus LMD-9,,,,,,,,,,
Pediococcus pentosaceus ATCC 25745,CP000422,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23247,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus,,,Terrabacteria group,Pediococcus pentosaceus ATCC 25745,,,,,,,,,,
Pediococcus pentosaceus ATCC 25745,CP000422,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23248,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus,,,Terrabacteria group,Pediococcus pentosaceus ATCC 25745,,,,,,,,,,
Pediococcus pentosaceus ATCC 25745,CP000422,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23249,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus,,,Terrabacteria group,Pediococcus pentosaceus ATCC 25745,,,,,,,,,,
Pediococcus pentosaceus ATCC 25745,CP000422,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23250,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus,,,Terrabacteria group,Pediococcus pentosaceus ATCC 25745,,,,,,,,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23253,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. cremoris,,Terrabacteria group,Lactococcus lactis subsp. cremoris SK11,,,,,,,,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23254,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. cremoris,,Terrabacteria group,Lactococcus lactis subsp. cremoris SK11,,,,,,,,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23255,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. cremoris,,Terrabacteria group,Lactococcus lactis subsp. cremoris SK11,,,,,,,,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23256,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. cremoris,,Terrabacteria group,Lactococcus lactis subsp. cremoris SK11,,,,,,,,,,
Synechococcus sp. CC9311,CP000435,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23263,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CC9311,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,74,36,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23269,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,,Pseudomonas aeruginosa UCBPP-PA14,,,,Pseudomonas aeruginosa group,,,,,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23270,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,,Pseudomonas aeruginosa UCBPP-PA14,,,,Pseudomonas aeruginosa group,,,,,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23271,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,,Pseudomonas aeruginosa UCBPP-PA14,,,,Pseudomonas aeruginosa group,,,,,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23272,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,,Pseudomonas aeruginosa UCBPP-PA14,,,,Pseudomonas aeruginosa group,,,,,,,
Arthrobacter sp. FB24,CP000454,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23314,--,Yes,root,cellular organisms,Bacteria,,,Micrococcales,Micrococcaceae,Arthrobacter,Actinobacteria <phylum>,Actinobacteria <class>,Arthrobacter sp. FB24,Terrabacteria group,,,,,,,,,,,
Acidothermus cellulolyticus 11B,CP000481,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23357,--,Yes,root,cellular organisms,Bacteria,,,Acidothermales,Acidothermaceae,Acidothermus,Actinobacteria <phylum>,Actinobacteria <class>,Acidothermus cellulolyticus,Terrabacteria group,Acidothermus cellulolyticus 11B,,,,,,,,,,
Acidothermus cellulolyticus 11B,CP000481,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23358,--,Yes,root,cellular organisms,Bacteria,,,Acidothermales,Acidothermaceae,Acidothermus,Actinobacteria <phylum>,Actinobacteria <class>,Acidothermus cellulolyticus,Terrabacteria group,Acidothermus cellulolyticus 11B,,,,,,,,,,
Acidothermus cellulolyticus 11B,CP000481,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23359,--,Yes,root,cellular organisms,Bacteria,,,Acidothermales,Acidothermaceae,Acidothermus,Actinobacteria <phylum>,Actinobacteria <class>,Acidothermus cellulolyticus,Terrabacteria group,Acidothermus cellulolyticus 11B,,,,,,,,,,
Campylobacter fetus subsp. fetus 82-40,CP000487,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23369,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter fetus,Campylobacter fetus subsp. fetus,,Campylobacter fetus subsp. fetus 82-40,,,,,,,delta/epsilon subdivisions,,,,
Chlorobium phaeobacteroides DSM 266,CP000492,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23374,--,Yes,root,cellular organisms,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium phaeobacteroides,,,FCB group,Bacteroidetes/Chlorobi group,Chlorobium/Pelodictyon group,,,,,,Chlorobium phaeobacteroides DSM 266,,,
Nocardioides sp. JS614,CP000509,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23394,--,Yes,root,cellular organisms,Bacteria,,,Propionibacteriales,Nocardioidaceae,Nocardioides,Actinobacteria <phylum>,Actinobacteria <class>,Nocardioides sp. JS614,Terrabacteria group,,,,,,,,,,,
Prochlorococcus marinus str. MIT 9515,CP000552,74,32,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23430,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. MIT 9515,,,,,,,,,
Prochlorococcus marinus str. NATL1A,CP000553,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23432,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. NATL1A,,,,,,,,,
Prochlorococcus marinus str. MIT 9303,CP000554,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23434,--,Yes,root,cellular organisms,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus marinus str. MIT 9303,,,,,,,,,
