Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.species group,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.tribe,Taxonomy.NCBI.subclass,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.suborder,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.subfamily
Legionella pneumophila str. Lens,CR628337,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21552,--,Yes,root,cellular organisms,Bacteria,Legionella pneumophila str. Lens,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,Legionella pneumophila,,,,,,,,,,,,
Ehrlichia ruminantium str. Welgevonden,CR767821,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21553,--,Yes,root,cellular organisms,Bacteria,Ehrlichia ruminantium str. Welgevonden,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,canis group,Ehrlichia ruminantium,,,,,,,,,,,,
Ehrlichia ruminantium str. Welgevonden,CR767821,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21554,--,Yes,root,cellular organisms,Bacteria,Ehrlichia ruminantium str. Welgevonden,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,canis group,Ehrlichia ruminantium,,,,,,,,,,,,
Corynebacterium jeikeium K411,CR931997,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21561,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacterium jeikeium K411,,Corynebacterium jeikeium,,,,,,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21564,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus sakei,Lactobacillus sakei subsp. sakei,Lactobacillus sakei subsp. sakei 23K,,,,,,,,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21566,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus sakei,Lactobacillus sakei subsp. sakei,Lactobacillus sakei subsp. sakei 23K,,,,,,,,,,
Candidatus Kuenenia stuttgartiensis,CT573071,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21582,--,Yes,root,cellular organisms,Bacteria,PVC group,,Candidatus Brocadiae,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,,Planctomycetes <phylum>,Candidatus Kuenenia stuttgartiensis,,,,,,,,,,,
Candidatus Kuenenia stuttgartiensis,CT573073,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21583,--,Yes,root,cellular organisms,Bacteria,PVC group,,Candidatus Brocadiae,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,,Planctomycetes <phylum>,Candidatus Kuenenia stuttgartiensis,,,,,,,,,,,
Chlamydia muridarum,U60196,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21588,--,Yes,root,cellular organisms,Bacteria,PVC group,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,Chlamydiae <phylum>,Chlamydia muridarum,Chlamydia/Chlamydophila group,,,,,,,,,,
Gramella forsetii KT0803,CU207366,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21589,--,Yes,root,cellular organisms,Bacteria,FCB group,,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,,Bacteroidetes <phylum>,Gramella forsetii,Bacteroidetes/Chlorobi group,,,Gramella forsetii KT0803,,,,,,,
Haemophilus influenzae Rd KW20,L42023,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21838,--,Yes,root,cellular organisms,Bacteria,Haemophilus influenzae Rd KW20,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,,Haemophilus influenzae,,,,,,,,,,,,
Mycobacterium leprae,U15182,73,41,32,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21844,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,Actinobacteria <phylum>,Actinobacteria <class>,,,Mycobacterium leprae,,,,,,,,
Staphylococcus aureus,L36472,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21873,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus,,,,,,,,,,,,
Streptomyces lividans,X52074,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21917,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,,,Streptomycetales,Streptomycetaceae,Streptomyces,,Actinobacteria <phylum>,Actinobacteria <class>,,,Streptomyces lividans,,,,,,,,
Mycobacterium leprae,Z97179,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_21983,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,Actinobacteria <phylum>,Actinobacteria <class>,,,Mycobacterium leprae,,,,,,,,
Chlamydia trachomatis D/UW-3/CX,AE001273,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_22039,--,Yes,root,cellular organisms,Bacteria,PVC group,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,Chlamydiae <phylum>,Chlamydia trachomatis,Chlamydia/Chlamydophila group,,,Chlamydia trachomatis D/UW-3/CX,,,,,,,
Buchnera aphidicola str. Sg (Schizaphis graminum),AE013218,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_22106,--,Yes,root,cellular organisms,Bacteria,Buchnera aphidicola (Schizaphis graminum),Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,Buchnera <proteobacteria>,Buchnera aphidicola,Buchnera aphidicola str. Sg (Schizaphis graminum),,,,,,,,,,
Bacteroides thetaiotaomicron VPI-5482,AE015928,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22169,--,Yes,root,cellular organisms,Bacteria,FCB group,,Bacteroidia,Bacteroidales,Bacteroidaceae,,,Bacteroidetes <phylum>,Bacteroides <genus>,Bacteroidetes/Chlorobi group,,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron VPI-5482,,,,,,,
Treponema denticola ATCC 35405,AE017226,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22256,--,Yes,root,cellular organisms,Bacteria,Treponema denticola ATCC 35405,,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,Spirochaetes <phylum>,Treponema denticola,,,,,,,,,,,
Wolbachia endosymbiont strain TRS of Brugia malayi,AE017321,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22273,--,Yes,root,cellular organisms,Bacteria,Wolbachia endosymbiont strain TRS of Brugia malayi,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,,Wolbachia endosymbiont of Brugia malayi,,,,,,Wolbachieae,,,,,,
Synechococcus elongatus PCC 6301,AP008231,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22621,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus elongatus,,Cyanobacteria/Melainabacteria group,,,Synechococcus elongatus PCC 6301,,,,,,,
Candidatus Carsonella ruddii PV,AP009180,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22642,--,Yes,root,cellular organisms,Bacteria,Zymobacter group,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Carsonella,,Candidatus Carsonella ruddii,,Candidatus Carsonella ruddii PV,,,,,,,,,,
Vibrio cholerae,AY847461,58,36,22,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22670,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio cholerae,,,,,,,,,,,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),BA000003,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22683,--,Yes,root,cellular organisms,Bacteria,Buchnera aphidicola (Acyrthosiphon pisum),Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,Buchnera <proteobacteria>,Buchnera aphidicola,Buchnera aphidicola str. APS (Acyrthosiphon pisum),,,,,,,,,,
Corynebacterium efficiens YS-314,BA000035,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22743,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacterium efficiens YS-314,,Corynebacterium efficiens,,,,,,,,
Corynebacterium diphtheriae,BX248355,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22771,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Actinobacteria <phylum>,Actinobacteria <class>,,,Corynebacterium diphtheriae,,,,,,,,
Candidatus Protochlamydia amoebophila UWE25,BX908798,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22805,--,Yes,root,cellular organisms,Bacteria,PVC group,,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,,Chlamydiae <phylum>,Candidatus Protochlamydia amoebophila,Candidatus Protochlamydia amoebophila UWE25,,,,,,,,,,
Chlamydia trachomatis A/HAR-13,CP000051,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22904,--,Yes,root,cellular organisms,Bacteria,PVC group,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,Chlamydiae <phylum>,Chlamydia trachomatis,Chlamydia/Chlamydophila group,,,Chlamydia trachomatis A/HAR-13,,,,,,,
Myxococcus xanthus DK 1622,CP000113,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22986,--,Yes,root,cellular organisms,Bacteria,Myxococcus xanthus DK 1622,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,,Myxococcus xanthus,,,delta/epsilon subdivisions,,,,,,,Cystobacterineae,,
Salinibacter ruber DSM 13855,CP000159,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23037,--,Yes,root,cellular organisms,Bacteria,FCB group,,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,,Bacteroidetes <phylum>,Salinibacter ruber,Bacteroidetes/Chlorobi group,,,Salinibacter ruber DSM 13855,,,,,,,
Ehrlichia chaffeensis str. Arkansas,CP000236,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23047,--,Yes,root,cellular organisms,Bacteria,Ehrlichia chaffeensis str. Arkansas,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,canis group,Ehrlichia chaffeensis,,,,,,,,,,,,
Ehrlichia chaffeensis str. Arkansas,CP000236,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23049,--,Yes,root,cellular organisms,Bacteria,Ehrlichia chaffeensis str. Arkansas,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,canis group,Ehrlichia chaffeensis,,,,,,,,,,,,
Synechococcus sp. JA-3-3Ab,CP000239,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23056,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus sp. JA-3-3Ab,,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Synechococcus sp. JA-2-3B'a(2-13),CP000240,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23059,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus sp. JA-2-3B'a(2-13),,Cyanobacteria/Melainabacteria group,,,,,,,,,,
Syntrophobacter fumaroxidans MPOB,CP000478,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23351,--,Yes,root,cellular organisms,Bacteria,Syntrophobacter fumaroxidans MPOB,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,,Syntrophobacter fumaroxidans,,,delta/epsilon subdivisions,,,,,,,,,
Finegoldia magna ATCC 29328,AB109771,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23946,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,,Finegoldia magna,,Finegoldia magna ATCC 29328,,,,,,,,,,
Bradyrhizobium japonicum,AB282937,63,41,22,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_24310,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,Bradyrhizobium japonicum,,,,,,,,,,,,
Bradyrhizobium japonicum,AB282938,63,41,22,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_24311,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,Bradyrhizobium japonicum,,,,,,,,,,,,
Bradyrhizobium japonicum,AB282939,63,41,22,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_24312,--,Yes,root,cellular organisms,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,Bradyrhizobium japonicum,,,,,,,,,,,,
Helicobacter pylori 26695,AE000511,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24322,--,Yes,root,cellular organisms,Bacteria,Helicobacter pylori 26695,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,Helicobacter pylori,,,delta/epsilon subdivisions,,,,,,,,,
Thermotoga maritima MSB8,AE000512,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24323,--,Yes,root,cellular organisms,Bacteria,Thermotoga maritima MSB8,,,Thermotogales,Thermotogaceae,Thermotoga,,Thermotogae <phylum>,Thermotogae <class>,,,Thermotoga maritima,,,,,,,,
Deinococcus radiodurans R1,AE000513,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24324,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,Deinococcus radiodurans,,Deinococcus radiodurans R1,,,,,,,,,,
Treponema pallidum subsp. pallidum str. Nichols,AE000520,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24325,--,Yes,root,cellular organisms,Bacteria,Treponema pallidum subsp. pallidum str. Nichols,,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,Spirochaetes <phylum>,Treponema pallidum,,,Treponema pallidum subsp. pallidum,,,,,,,,
Aquifex aeolicus VF5,AE000657,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24326,--,Yes,root,cellular organisms,Bacteria,Aquifex aeolicus VF5,,,Aquificales,Aquificaceae,Aquifex,,Aquificae <phylum>,Aquificae <class>,,,Aquifex aeolicus,,,,,,,,
Chlamydia trachomatis D/UW-3/CX,AE001273,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24329,--,Yes,root,cellular organisms,Bacteria,PVC group,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,Chlamydiae <phylum>,Chlamydia trachomatis,Chlamydia/Chlamydophila group,,,Chlamydia trachomatis D/UW-3/CX,,,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24330,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium acetobutylicum,,Clostridium acetobutylicum ATCC 824,,,,,,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24331,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium acetobutylicum,,Clostridium acetobutylicum ATCC 824,,,,,,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24332,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium acetobutylicum,,Clostridium acetobutylicum ATCC 824,,,,,,,,,,
Streptococcus pneumoniae TIGR4,AE005672,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24344,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pneumoniae,,Streptococcus pneumoniae TIGR4,,,,,,,,,,
Streptococcus pneumoniae TIGR4,AE005672,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_24345,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pneumoniae,,Streptococcus pneumoniae TIGR4,,,,,,,,,,
Streptococcus pneumoniae R6,AE008537,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24353,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pneumoniae,,Streptococcus pneumoniae R6,,,,,,,,,,
Streptococcus pneumoniae R6,AE008551,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24354,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus pneumoniae,,Streptococcus pneumoniae R6,,,,,,,,,,
Rickettsia conorii str. Malish 7,AE008569,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24355,--,Yes,root,cellular organisms,Bacteria,Rickettsia conorii str. Malish 7,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,spotted fever group,Rickettsia conorii,,,,,,Rickettsieae,,,,,,
Leptospira interrogans serovar Lai str. 56601,AE010300,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24368,--,Yes,root,cellular organisms,Bacteria,Leptospira interrogans serovar Lai,,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,,Spirochaetes <phylum>,Leptospira interrogans,Leptospira interrogans serovar Lai str. 56601,,,,,,,,,,
Buchnera aphidicola str. Sg (Schizaphis graminum),AE013218,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24374,--,Yes,root,cellular organisms,Bacteria,Buchnera aphidicola (Schizaphis graminum),Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,Buchnera <proteobacteria>,Buchnera aphidicola,Buchnera aphidicola str. Sg (Schizaphis graminum),,,,,,,,,,
Streptococcus mutans UA159,AE014133,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24385,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus mutans,,Streptococcus mutans UA159,,,,,,,,,,
Streptococcus agalactiae 2603V/R,AE014192,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24389,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus agalactiae,,Streptococcus agalactiae serogroup V,,,Streptococcus agalactiae 2603V/R,,,,,,,
Streptococcus agalactiae 2603V/R,AE014195,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24390,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus agalactiae,,Streptococcus agalactiae serogroup V,,,Streptococcus agalactiae 2603V/R,,,,,,,
Streptococcus agalactiae 2603V/R,AE014202,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24391,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus agalactiae,,Streptococcus agalactiae serogroup V,,,Streptococcus agalactiae 2603V/R,,,,,,,
Staphylococcus epidermidis ATCC 12228,AE015929,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24405,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus epidermidis,,Staphylococcus epidermidis ATCC 12228,,,,,,,,,,
Staphylococcus epidermidis ATCC 12228,AE015929,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24406,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus epidermidis,,Staphylococcus epidermidis ATCC 12228,,,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24407,--,Yes,root,cellular organisms,Bacteria,Vibrio vulnificus CMCP6,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio vulnificus,,,,,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24408,--,Yes,root,cellular organisms,Bacteria,Vibrio vulnificus CMCP6,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio vulnificus,,,,,,,,,,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24409,--,Yes,root,cellular organisms,Bacteria,Vibrio vulnificus CMCP6,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio vulnificus,,,,,,,,,,,,
Vibrio vulnificus CMCP6,AE016796,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24410,--,Yes,root,cellular organisms,Bacteria,Vibrio vulnificus CMCP6,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio vulnificus,,,,,,,,,,,,
Buchnera aphidicola str. Bp (Baizongia pistaciae),AE016826,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24418,--,Yes,root,cellular organisms,Bacteria,Buchnera aphidicola (Baizongia pistaciae),Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,Buchnera <proteobacteria>,Buchnera aphidicola,Buchnera aphidicola str. Bp (Baizongia pistaciae),,,,,,,,,,
Enterococcus faecalis V583,AE016830,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24421,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,Enterococcus faecalis,,Enterococcus faecalis V583,,,,,,,,,,
Enterococcus faecalis V583,AE016830,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24422,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,Enterococcus faecalis,,Enterococcus faecalis V583,,,,,,,,,,
Bacillus cereus ATCC 14579,AE016877,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24427,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus cereus group,Bacillus <bacterium>,Bacillus cereus,Bacillus cereus ATCC 14579,,,,,,,,,,
Treponema denticola ATCC 35405,AE017226,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24454,--,Yes,root,cellular organisms,Bacteria,Treponema denticola ATCC 35405,,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,Spirochaetes <phylum>,Treponema denticola,,,,,,,,,,,
Wolbachia endosymbiont strain TRS of Brugia malayi,AE017321,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_24465,--,Yes,root,cellular organisms,Bacteria,Wolbachia endosymbiont strain TRS of Brugia malayi,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,,Wolbachia endosymbiont of Brugia malayi,,,,,,Wolbachieae,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_24473,--,Yes,root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus cereus group,Bacillus <bacterium>,Bacillus anthracis,Bacillus anthracis str. 'Ames Ancestor',,,,,,,,,,
Idiomarina loihiensis L2TR,AE017340,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_24474,--,Yes,root,cellular organisms,Bacteria,Idiomarina loihiensis L2TR,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,Idiomarina loihiensis,,,,,,,,,,,,
