Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.species group,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.species subgroup
Thermus thermophilus HB27,AE017221,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11491,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,,Terrabacteria group,Thermus thermophilus HB27,,,,,
Thermus thermophilus HB27,AE017221,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_11492,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,,Terrabacteria group,Thermus thermophilus HB27,,,,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),BA000003,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_14772,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,Buchnera <proteobacteria>,,Buchnera aphidicola (Acyrthosiphon pisum),Buchnera aphidicola str. APS (Acyrthosiphon pisum),Buchnera aphidicola,,,,
Acholeplasma laidlawii,D13259,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15674,--,Yes,root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma laidlawii,,Terrabacteria group,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15691,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15692,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_15694,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa group,Pseudomonas aeruginosa PAO1,,,,,,
Neisseria gonorrhoeae,AF223396,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16199,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae,,,,,,,,
Neisseria gonorrhoeae,AF223397,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16200,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae,,,,,,,,
Neisseria gonorrhoeae,AF223398,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16201,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae,,,,,,,,
Neisseria gonorrhoeae,AF223399,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16202,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae,,,,,,,,
Bradyrhizobium denitrificans,AF338161,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16301,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium denitrificans,,,,,,,,
Vibrio tubiashii,AF413025,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16507,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tubiashii,Vibrio oreintalis group,,,,,,,
Ochrobactrum intermedium,AJ867343,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17043,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum intermedium,,,,,,,,
Vibrio parahaemolyticus,AY245224,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17386,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,Vibrio harveyi group,,,,,,,
Borrelia miyamotoi,AY531879,78,36,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17574,--,Yes,root,cellular organisms,Bacteria,,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Spirochaetes <phylum>,,,,Borrelia miyamotoi,,,,
Aster yellows phytoplasma,AY549311,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17581,--,Yes,root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Aster yellows phytoplasma,Candidatus Phytoplasma asteris,Terrabacteria group,,,,,,
Candidatus Phytoplasma solani,AY739653,76,34,42,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_17741,--,Yes,root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma solani,16SrXII (Stolbur group),Terrabacteria group,,,,,,
Candidatus Phytoplasma solani,AY739654,76,34,42,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_17742,--,Yes,root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma solani,16SrXII (Stolbur group),Terrabacteria group,,,,,,
Bartonella quintana,AY763120,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17756,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella quintana,,,,,,,,
Bartonella quintana,AY763121,76,34,42,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_B_17757,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella quintana,,,,,,,,
uncultured Bacteroidetes bacterium,AY933581,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17865,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933584,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17867,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933585,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17868,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933587,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17870,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933588,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17871,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933589,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17872,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933591,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17873,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933593,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17875,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933594,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17876,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933603,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17882,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933606,77,35,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_17885,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933608,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17887,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933616,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17895,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933617,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17896,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933618,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17897,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933619,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17898,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933621,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17900,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933622,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17901,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933623,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17902,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933625,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17904,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933630,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17909,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured Bacteroidetes bacterium,AY933632,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17911,--,Yes,root,cellular organisms,Bacteria,,,,,,Bacteroidetes <phylum>,,FCB group,Bacteroidetes/Chlorobi group,environmental samples <Bacteroidetes>,uncultured Bacteroidetes bacterium,,,
uncultured delta proteobacterium,AY934014,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18283,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,,,,environmental samples <delta subdivision>,,,,uncultured delta proteobacterium,,,delta/epsilon subdivisions,
uncultured marine bacterium,AY934042,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18308,--,Yes,root,cellular organisms,Bacteria,,,,,,environmental samples <Bacteria>,,,,uncultured marine bacterium,,,,
uncultured gamma proteobacterium,AY934048,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18314,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934054,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18320,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934135,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18380,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Pseudoalteromonas sp.,AY934136,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18381,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,environmental samples <Pseudoalteromonas>,,,,uncultured Pseudoalteromonas sp.,,,,
uncultured gamma proteobacterium,AY934138,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18383,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934139,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18384,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934140,76,34,42,No,0,tRNA,0,(()()()),((())()()),--,No,CRW,--,CRW_t_B_18385,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934141,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18386,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934143,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18388,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934144,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18389,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934145,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18390,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934146,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18391,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934147,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18392,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934148,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18393,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Thiotrichales bacterium,AY934149,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18394,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,environmental samples <Thiotrichales>,,,,uncultured Thiotrichales bacterium,,,,
uncultured gamma proteobacterium,AY934150,78,36,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18395,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Colwelliaceae bacterium,AY934151,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18396,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured gamma proteobacterium,AY934152,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18397,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Thiotrichales bacterium,AY934154,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18399,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,environmental samples <Thiotrichales>,,,,uncultured Thiotrichales bacterium,,,,
uncultured gamma proteobacterium,AY934155,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18400,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934156,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18401,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934158,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18403,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934159,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18404,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934160,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18405,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934161,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18406,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934162,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18407,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934163,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18408,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934164,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18409,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934166,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18411,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934167,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18412,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Colwelliaceae bacterium,AY934168,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18413,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured Colwelliaceae bacterium,AY934169,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18414,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured gamma proteobacterium,AY934170,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18415,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934171,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18416,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934172,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18417,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured Colwelliaceae bacterium,AY934173,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18418,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,environmental samples <Colwelliaceae>,,,,uncultured Colwelliaceae bacterium,,,,
uncultured gamma proteobacterium,AY934174,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18419,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934176,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18421,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934178,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18423,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
uncultured gamma proteobacterium,AY934180,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18425,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,,environmental samples <gamma proteobacteria>,,,,uncultured gamma proteobacterium,,,,
