Organism name,Length,Benchmark ID,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.order,Taxonomy.ENA.class
Mesoplasma florum L1,77,CRW_t_B_22263,Bacteria,Tenericutes,Entomoplasmatales,Mollicutes
Mesoplasma florum L1,77,CRW_t_B_22264,Bacteria,Tenericutes,Entomoplasmatales,Mollicutes
Methylococcus capsulatus str. Bath,77,CRW_t_B_22265,Bacteria,Proteobacteria,Methylococcales,Gammaproteobacteria
Methylococcus capsulatus str. Bath,77,CRW_t_B_22266,Bacteria,Proteobacteria,Methylococcales,Gammaproteobacteria
Mycoplasma mobile 163K,77,CRW_t_B_22272,Bacteria,Tenericutes,,Mollicutes
Bacillus anthracis str. 'Ames Ancestor',77,CRW_t_B_22280,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,77,CRW_t_B_22296,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,77,CRW_t_B_22297,Bacteria,Firmicutes,Bacillales,Bacilli
Mycobacterium leprae,77,CRW_t_B_22471,Bacteria,Actinobacteria,Corynebacteriales,
Mycobacterium leprae,77,CRW_t_B_22473,Bacteria,Actinobacteria,Corynebacteriales,
Yersinia pestis CO92,77,CRW_t_B_22474,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis CO92,77,CRW_t_B_22475,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis CO92,77,CRW_t_B_22476,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis CO92,77,CRW_t_B_22477,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis CO92,77,CRW_t_B_22478,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pestis CO92,77,CRW_t_B_22479,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Salmonella enterica subsp. enterica serovar Typhi,77,CRW_t_B_22486,Bacteria,Proteobacteria,,Gammaproteobacteria
Salmonella enterica subsp. enterica serovar Typhi,77,CRW_t_B_22487,Bacteria,Proteobacteria,,Gammaproteobacteria
Salmonella enterica subsp. enterica serovar Typhi,77,CRW_t_B_22488,Bacteria,Proteobacteria,,Gammaproteobacteria
Salmonella enterica subsp. enterica serovar Typhi,77,CRW_t_B_22489,Bacteria,Proteobacteria,,Gammaproteobacteria
Salmonella enterica subsp. enterica serovar Typhi,77,CRW_t_B_22490,Bacteria,Proteobacteria,,Gammaproteobacteria
Ralstonia solanacearum,77,CRW_t_B_22492,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Ralstonia solanacearum,77,CRW_t_B_22493,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Ralstonia solanacearum,77,CRW_t_B_22494,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Xanthomonas campestris pv. vesicatoria str. 85-10,77,CRW_t_B_22505,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Xanthomonas campestris pv. vesicatoria str. 85-10,77,CRW_t_B_22506,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Francisella tularensis subsp. holarctica LVS,77,CRW_t_B_22519,Bacteria,Proteobacteria,Thiotrichales,Gammaproteobacteria
Francisella tularensis subsp. holarctica LVS,77,CRW_t_B_22520,Bacteria,Proteobacteria,Thiotrichales,Gammaproteobacteria
Helicobacter acinonychis str. Sheeba,77,CRW_t_B_22528,Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria
Helicobacter acinonychis str. Sheeba,77,CRW_t_B_22529,Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria
Spiroplasma citri,77,CRW_t_B_22535,Bacteria,Tenericutes,Entomoplasmatales,Mollicutes
Spiroplasma citri,77,CRW_t_B_22536,Bacteria,Tenericutes,Entomoplasmatales,Mollicutes
Yersinia enterocolitica subsp. enterocolitica 8081,77,CRW_t_B_22539,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia enterocolitica subsp. enterocolitica 8081,77,CRW_t_B_22540,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia enterocolitica subsp. enterocolitica 8081,77,CRW_t_B_22541,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia enterocolitica subsp. enterocolitica 8081,77,CRW_t_B_22542,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia enterocolitica subsp. enterocolitica 8081,77,CRW_t_B_22543,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia enterocolitica subsp. enterocolitica 8081,77,CRW_t_B_22544,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia enterocolitica subsp. enterocolitica 8081,77,CRW_t_B_22545,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Alcanivorax borkumensis SK2,77,CRW_t_B_22546,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Alcanivorax borkumensis SK2,77,CRW_t_B_22547,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Azoarcus sp. BH72,77,CRW_t_B_22548,Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria
Azoarcus sp. BH72,77,CRW_t_B_22549,Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria
Synechococcus elongatus PCC 6301,77,CRW_t_B_22554,Bacteria,Cyanobacteria,Synechococcales,
Bacillus clausii KSM-K16,77,CRW_t_B_22565,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus clausii KSM-K16,77,CRW_t_B_22566,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus clausii KSM-K16,77,CRW_t_B_22567,Bacteria,Firmicutes,Bacillales,Bacilli
Bacteroides fragilis YCH46,77,CRW_t_B_22583,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Thermus thermophilus HB8,77,CRW_t_B_22616,Bacteria,Deinococcus-Thermus,Thermales,Deinococci
Xanthomonas oryzae pv. oryzae MAFF 311018,77,CRW_t_B_22617,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Xanthomonas oryzae pv. oryzae MAFF 311018,77,CRW_t_B_22618,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Synechococcus elongatus PCC 6301,77,CRW_t_B_22622,Bacteria,Cyanobacteria,Synechococcales,
Sodalis glossinidius str. 'morsitans',77,CRW_t_B_22623,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Sodalis glossinidius str. 'morsitans',77,CRW_t_B_22624,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Sodalis glossinidius str. 'morsitans',77,CRW_t_B_22625,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Sodalis glossinidius str. 'morsitans',77,CRW_t_B_22627,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Bifidobacterium adolescentis ATCC 15703,77,CRW_t_B_22643,Bacteria,Actinobacteria,Bifidobacteriales,
Bifidobacterium adolescentis ATCC 15703,77,CRW_t_B_22644,Bacteria,Actinobacteria,Bifidobacteriales,
Bacillus cereus,77,CRW_t_B_22652,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus cereus,77,CRW_t_B_22653,Bacteria,Firmicutes,Bacillales,Bacilli
Vibrio cholerae,77,CRW_t_B_22668,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio cholerae,77,CRW_t_B_22669,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Bacillus halodurans C-125,77,CRW_t_B_22686,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus halodurans C-125,77,CRW_t_B_22688,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus halodurans C-125,77,CRW_t_B_22689,Bacteria,Firmicutes,Bacillales,Bacilli
Staphylococcus aureus subsp. aureus N315,77,CRW_t_B_22705,Bacteria,Firmicutes,Bacillales,Bacilli
Oceanobacillus iheyensis HTE831,77,CRW_t_B_22715,Bacteria,Firmicutes,Bacillales,Bacilli
Oceanobacillus iheyensis HTE831,77,CRW_t_B_22716,Bacteria,Firmicutes,Bacillales,Bacilli
Oceanobacillus iheyensis HTE831,77,CRW_t_B_22717,Bacteria,Firmicutes,Bacillales,Bacilli
Oceanobacillus iheyensis HTE831,77,CRW_t_B_22718,Bacteria,Firmicutes,Bacillales,Bacilli
Oceanobacillus iheyensis HTE831,77,CRW_t_B_22719,Bacteria,Firmicutes,Bacillales,Bacilli
Vibrio parahaemolyticus RIMD 2210633,77,CRW_t_B_22726,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,77,CRW_t_B_22727,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,77,CRW_t_B_22728,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,77,CRW_t_B_22729,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,77,CRW_t_B_22730,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,77,CRW_t_B_22731,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,77,CRW_t_B_22732,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,77,CRW_t_B_22734,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio parahaemolyticus RIMD 2210633,77,CRW_t_B_22735,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Staphylococcus aureus subsp. aureus MW2,77,CRW_t_B_22738,Bacteria,Firmicutes,Bacillales,Bacilli
Vibrio vulnificus YJ016,77,CRW_t_B_22746,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,77,CRW_t_B_22747,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,77,CRW_t_B_22748,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,77,CRW_t_B_22749,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,77,CRW_t_B_22750,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,77,CRW_t_B_22751,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,77,CRW_t_B_22752,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,77,CRW_t_B_22753,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Vibrio vulnificus YJ016,77,CRW_t_B_22755,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Geobacillus kaustophilus HTA426,77,CRW_t_B_22756,Bacteria,Firmicutes,Bacillales,Bacilli
Geobacillus kaustophilus HTA426,77,CRW_t_B_22757,Bacteria,Firmicutes,Bacillales,Bacilli
Geobacillus kaustophilus HTA426,77,CRW_t_B_22758,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,77,CRW_t_B_22759,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,77,CRW_t_B_22760,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,77,CRW_t_B_22761,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,77,CRW_t_B_22762,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,77,CRW_t_B_22763,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,77,CRW_t_B_22764,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,77,CRW_t_B_22765,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,77,CRW_t_B_22766,Bacteria,Firmicutes,Bacillales,Bacilli
Rhodopirellula baltica SH 1,77,CRW_t_B_22779,Bacteria,Planctomycetes,Planctomycetales,Planctomycetia
Staphylococcus aureus subsp. aureus MRSA252,77,CRW_t_B_22785,Bacteria,Firmicutes,Bacillales,Bacilli
Staphylococcus aureus subsp. aureus MSSA476,77,CRW_t_B_22788,Bacteria,Firmicutes,Bacillales,Bacilli
Burkholderia pseudomallei K96243,77,CRW_t_B_22794,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Prochlorococcus marinus str. MIT 9313,77,CRW_t_B_22797,Bacteria,Cyanobacteria,Synechococcales,
Bordetella parapertussis,77,CRW_t_B_22799,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Yersinia pseudotuberculosis IP 32953,77,CRW_t_B_22807,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pseudotuberculosis IP 32953,77,CRW_t_B_22808,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pseudotuberculosis IP 32953,77,CRW_t_B_22809,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pseudotuberculosis IP 32953,77,CRW_t_B_22810,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pseudotuberculosis IP 32953,77,CRW_t_B_22811,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pseudotuberculosis IP 32953,77,CRW_t_B_22812,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Yersinia pseudotuberculosis IP 32953,77,CRW_t_B_22813,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Bacillus cereus E33L,77,CRW_t_B_22831,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus cereus E33L,77,CRW_t_B_22834,Bacteria,Firmicutes,Bacillales,Bacilli
Burkholderia mallei ATCC 23344,77,CRW_t_B_22838,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia mallei ATCC 23344,77,CRW_t_B_22839,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia mallei ATCC 23344,77,CRW_t_B_22840,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Candidatus Blochmannia pennsylvanicus str. BPEN,77,CRW_t_B_22846,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Campylobacter jejuni RM1221,77,CRW_t_B_22855,Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria
Shigella dysenteriae Sd197,77,CRW_t_B_22872,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,77,CRW_t_B_22873,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,77,CRW_t_B_22874,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,77,CRW_t_B_22876,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,77,CRW_t_B_22877,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,77,CRW_t_B_22878,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella dysenteriae Sd197,77,CRW_t_B_22879,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella boydii Sb227,77,CRW_t_B_22880,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella boydii Sb227,77,CRW_t_B_22882,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella boydii Sb227,77,CRW_t_B_22884,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella boydii Sb227,77,CRW_t_B_22885,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella boydii Sb227,77,CRW_t_B_22886,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,77,CRW_t_B_22887,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,77,CRW_t_B_22889,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,77,CRW_t_B_22891,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,77,CRW_t_B_22892,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,77,CRW_t_B_22893,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,77,CRW_t_B_22895,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,77,CRW_t_B_22896,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella sonnei Ss046,77,CRW_t_B_22897,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Staphylococcus aureus subsp. aureus COL,77,CRW_t_B_22901,Bacteria,Firmicutes,Bacillales,Bacilli
Xanthomonas campestris pv. campestris str. 8004,77,CRW_t_B_22903,Bacteria,Proteobacteria,Xanthomonadales,Gammaproteobacteria
Rickettsia felis URRWXCal2,77,CRW_t_B_22905,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Rickettsia felis URRWXCal2,77,CRW_t_B_22906,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Rickettsia felis URRWXCal2,77,CRW_t_B_22907,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Haemophilus influenzae 86-028NP,77,CRW_t_B_22909,Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria
Haemophilus influenzae 86-028NP,77,CRW_t_B_22910,Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria
Haemophilus influenzae 86-028NP,77,CRW_t_B_22911,Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria
Haemophilus influenzae 86-028NP,77,CRW_t_B_22912,Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria
Aster yellows witches'-broom phytoplasma AYWB,77,CRW_t_B_22916,Bacteria,Tenericutes,Acholeplasmatales,Mollicutes
Aster yellows witches'-broom phytoplasma AYWB,77,CRW_t_B_22917,Bacteria,Tenericutes,Acholeplasmatales,Mollicutes
Aster yellows witches'-broom phytoplasma AYWB,77,CRW_t_B_22918,Bacteria,Tenericutes,Acholeplasmatales,Mollicutes
Pseudomonas syringae pv. syringae B728a,77,CRW_t_B_22919,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Pseudomonas syringae pv. syringae B728a,77,CRW_t_B_22921,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Psychrobacter arcticus 273-4,77,CRW_t_B_22930,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,77,CRW_t_B_22931,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,77,CRW_t_B_22932,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,77,CRW_t_B_22933,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,77,CRW_t_B_22934,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,77,CRW_t_B_22935,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,77,CRW_t_B_22936,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,77,CRW_t_B_22937,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,77,CRW_t_B_22938,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Colwellia psychrerythraea 34H,77,CRW_t_B_22939,Bacteria,Proteobacteria,Alteromonadales,Gammaproteobacteria
Burkholderia thailandensis E264,77,CRW_t_B_22941,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia thailandensis E264,77,CRW_t_B_22942,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia thailandensis E264,77,CRW_t_B_22943,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Rickettsia bellii RML369-C,77,CRW_t_B_22944,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Rickettsia bellii RML369-C,77,CRW_t_B_22945,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Rickettsia bellii RML369-C,77,CRW_t_B_22946,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Thermobifida fusca YX,77,CRW_t_B_22947,Bacteria,Actinobacteria,Streptosporangiales,
Thermobifida fusca YX,77,CRW_t_B_22948,Bacteria,Actinobacteria,Streptosporangiales,
Thermobifida fusca YX,77,CRW_t_B_22949,Bacteria,Actinobacteria,Streptosporangiales,
Dechloromonas aromatica RCB,77,CRW_t_B_22950,Bacteria,Proteobacteria,Rhodocyclales,Betaproteobacteria
Prochlorococcus marinus str. NATL2A,77,CRW_t_B_22962,Bacteria,Cyanobacteria,Synechococcales,
Nitrosospira multiformis ATCC 25196,77,CRW_t_B_22970,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Synechococcus sp. CC9605,77,CRW_t_B_22978,Bacteria,Cyanobacteria,Synechococcales,
Nitrobacter winogradskyi Nb-255,77,CRW_t_B_22990,Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria
Nitrobacter winogradskyi Nb-255,77,CRW_t_B_22991,Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria
Thiobacillus denitrificans ATCC 25259,77,CRW_t_B_22992,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Thiobacillus denitrificans ATCC 25259,77,CRW_t_B_22994,Bacteria,Proteobacteria,Nitrosomonadales,Betaproteobacteria
Mycoplasma capricolum subsp. capricolum ATCC 27343,77,CRW_t_B_22996,Bacteria,Tenericutes,,Mollicutes
Mycoplasma capricolum subsp. capricolum ATCC 27343,77,CRW_t_B_22997,Bacteria,Tenericutes,,Mollicutes
Burkholderia pseudomallei 1710b,77,CRW_t_B_22999,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia pseudomallei 1710b,77,CRW_t_B_23000,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Burkholderia pseudomallei 1710b,77,CRW_t_B_23001,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Nitrosococcus oceani ATCC 19707,77,CRW_t_B_23003,Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria
Nitrosococcus oceani ATCC 19707,77,CRW_t_B_23005,Bacteria,Proteobacteria,Chromatiales,Gammaproteobacteria
Carboxydothermus hydrogenoformans Z-2901,77,CRW_t_B_23007,Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia
Pelobacter carbinolicus DSM 2380,77,CRW_t_B_23011,Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria
Pelobacter carbinolicus DSM 2380,77,CRW_t_B_23012,Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria
Pelobacter carbinolicus DSM 2380,77,CRW_t_B_23013,Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria
Rhodobacter sphaeroides 2.4.1,77,CRW_t_B_23014,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Geobacter metallireducens GS-15,77,CRW_t_B_23015,Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria
Geobacter metallireducens GS-15,77,CRW_t_B_23016,Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria
Geobacter metallireducens GS-15,77,CRW_t_B_23017,Bacteria,Proteobacteria,Desulfuromonadales,Deltaproteobacteria
Hahella chejuensis KCTC 2396,77,CRW_t_B_23027,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Hahella chejuensis KCTC 2396,77,CRW_t_B_23028,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Hahella chejuensis KCTC 2396,77,CRW_t_B_23029,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Hyphomonas neptunium ATCC 15444,77,CRW_t_B_23033,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Hyphomonas neptunium ATCC 15444,77,CRW_t_B_23034,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Salinibacter ruber DSM 13855,77,CRW_t_B_23035,Bacteria,Bacteroidetes,Bacteroidetes Order II. Incertae sedis,
Salinibacter ruber DSM 13855,77,CRW_t_B_23036,Bacteria,Bacteroidetes,Bacteroidetes Order II. Incertae sedis,
Moorella thermoacetica ATCC 39073,77,CRW_t_B_23040,Bacteria,Firmicutes,Thermoanaerobacterales,Clostridia
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),77,CRW_t_B_23054,Bacteria,Proteobacteria,,Gammaproteobacteria
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),77,CRW_t_B_23055,Bacteria,Proteobacteria,,Gammaproteobacteria
Helicobacter pylori HPAG1,77,CRW_t_B_23061,Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria
Helicobacter pylori HPAG1,77,CRW_t_B_23062,Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria
Clostridium perfringens ATCC 13124,77,CRW_t_B_23069,Bacteria,Firmicutes,Clostridiales,Clostridia
Clostridium perfringens ATCC 13124,77,CRW_t_B_23070,Bacteria,Firmicutes,Clostridiales,Clostridia
Clostridium perfringens ATCC 13124,77,CRW_t_B_23072,Bacteria,Firmicutes,Clostridiales,Clostridia
Escherichia coli 536,77,CRW_t_B_23076,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli 536,77,CRW_t_B_23077,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli 536,77,CRW_t_B_23078,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli 536,77,CRW_t_B_23080,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli 536,77,CRW_t_B_23081,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Rhodopseudomonas palustris HaA2,77,CRW_t_B_23085,Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria
Rhodopseudomonas palustris HaA2,77,CRW_t_B_23087,Bacteria,Proteobacteria,Rhizobiales,Alphaproteobacteria
Syntrophus aciditrophicus SB,77,CRW_t_B_23090,Bacteria,Proteobacteria,Syntrophobacterales,Deltaproteobacteria
Syntrophus aciditrophicus SB,77,CRW_t_B_23091,Bacteria,Proteobacteria,Syntrophobacterales,Deltaproteobacteria
Staphylococcus aureus subsp. aureus NCTC 8325,77,CRW_t_B_23094,Bacteria,Firmicutes,Bacillales,Bacilli
Staphylococcus aureus subsp. aureus USA300,77,CRW_t_B_23099,Bacteria,Firmicutes,Bacillales,Bacilli
Jannaschia sp. CCS1,77,CRW_t_B_23111,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Jannaschia sp. CCS1,77,CRW_t_B_23112,Bacteria,Proteobacteria,Rhodobacterales,Alphaproteobacteria
Shigella flexneri 5 str. 8401,77,CRW_t_B_23116,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 5 str. 8401,77,CRW_t_B_23118,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 5 str. 8401,77,CRW_t_B_23119,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 5 str. 8401,77,CRW_t_B_23121,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Shigella flexneri 5 str. 8401,77,CRW_t_B_23122,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
