Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.class,Taxonomy.ENA.order,Taxonomy.ENA.family,Taxonomy.ENA.genus,Taxonomy.ENA.species group,Taxonomy.ENA.unknown 0,Taxonomy.ENA.tribe,Taxonomy.ENA.no rank 0,Taxonomy.ENA.suborder
Pelobacter carbinolicus DSM 2380,CP000142,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30079,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,,,,,
Rhodobacter sphaeroides 2.4.1,CP000143,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30080,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,,,,
Geobacter metallireducens GS-15,CP000148,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30081,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,,,,,
Hahella chejuensis KCTC 2396,CP000155,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30085,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,,,,,
Salinibacter ruber DSM 13855,CP000159,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30088,--,Yes,Bacteria,Bacteroidetes,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,,,,,
Rhodospirillum rubrum ATCC 11170,CP000230,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30089,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,,,,,
Moorella thermoacetica ATCC 39073,CP000232,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30090,--,Yes,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,,,,Moorella group,
Helicobacter pylori HPAG1,CP000241,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30100,--,Yes,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,,,,
Clostridium perfringens ATCC 13124,CP000246,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30103,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,
Clostridium perfringens ATCC 13124,CP000246,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30104,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,
Clostridium perfringens ATCC 13124,CP000246,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30105,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,
Clostridium perfringens ATCC 13124,CP000246,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30106,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,
Escherichia coli 536,CP000247,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30107,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,
Escherichia coli 536,CP000247,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30108,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,
Novosphingobium aromaticivorans DSM 12444,CP000248,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30109,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,,,
Rhodopseudomonas palustris HaA2,CP000250,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30111,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,,,,,
Syntrophus aciditrophicus SB,CP000252,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30113,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,,,,,
Shigella flexneri 5 str. 8401,CP000266,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30129,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,,,,,
Shigella flexneri 5 str. 8401,CP000266,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30130,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,,,,,
Rhodoferax ferrireducens T118,CP000267,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30131,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,,,,,
Rhodopseudomonas palustris BisB5,CP000283,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30133,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,,,,,
Methylobacillus flagellatus KT,CP000284,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30134,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,,,,,
Chromohalobacter salexigens DSM 3043,CP000285,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30135,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,,,,,
Rhodopseudomonas palustris BisB18,CP000301,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30136,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,,,,,
Shewanella denitrificans OS217,CP000302,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30137,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella denitrificans OS217,CP000302,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30138,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Yersinia pestis Nepal516,CP000305,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30139,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,
Yersinia pestis Nepal516,CP000305,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30140,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,
Yersinia pestis Antiqua,CP000308,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30141,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,
Yersinia pestis Antiqua,CP000308,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30142,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,
Clostridium perfringens SM101,CP000312,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30143,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,
Clostridium perfringens SM101,CP000312,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_30144,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,
Clostridium perfringens SM101,CP000312,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_30145,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,
Clostridium perfringens SM101,CP000312,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30146,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,
Polaromonas sp. JS666,CP000316,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30147,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,,,,
Nitrobacter hamburgensis X14,CP000319,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30148,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,,,,,
Psychrobacter cryohalolentis K5,CP000323,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30149,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,
Sphingopyxis alaskensis RB2256,CP000356,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_30154,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,,,
Deinococcus geothermalis DSM 11300,CP000359,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_30155,--,Yes,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,,,,
Burkholderia cenocepacia AU 1054,CP000378,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30159,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,,,,
Clostridium novyi NT,CP000382,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30160,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,
Clostridium novyi NT,CP000382,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30161,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,
Clostridium novyi NT,CP000382,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30162,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,,
Cytophaga hutchinsonii ATCC 33406,CP000383,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30163,--,Yes,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,,,,,
Pseudoalteromonas atlantica T6c,CP000388,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30166,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,
Granulibacter bethesdensis CGDNIH1,CP000394,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30169,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30197,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30198,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30199,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30200,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30201,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30202,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30203,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30204,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Nitrosomonas eutropha C91,CP000450,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30207,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,,,,,
Arthrobacter sp. FB24,CP000454,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30209,--,Yes,Bacteria,Actinobacteria,,Micrococcales,Micrococcaceae,Arthrobacter,,,,,
Burkholderia cenocepacia HI2424,CP000458,76,32,44,No,0,tRNA,0,()(),()(()),--,No,CRW,--,CRW_t_B_30210,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30211,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30212,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30213,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,,,
Rhodopseudomonas palustris BisA53,CP000463,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30214,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,,,,,
Shewanella sp. ANA-3,CP000469,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30215,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella sp. ANA-3,CP000469,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30216,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella sp. ANA-3,CP000469,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30217,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Syntrophobacter fumaroxidans MPOB,CP000478,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30222,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,,,,,
Pelobacter propionicus DSM 2379,CP000482,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30226,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,,,,,
Bacillus thuringiensis str. Al Hakam,CP000485,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30230,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,,,,
Campylobacter fetus subsp. fetus 82-40,CP000487,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30231,--,Yes,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,,,,
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),CP000488,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30232,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,Candidatus Ruthia,,,,sulfur-oxidizing symbionts,
Paracoccus denitrificans PD1222,CP000489,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30233,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,,,,
Chlorobium phaeobacteroides DSM 266,CP000492,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30234,--,Yes,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,,,,Chlorobium/Pelodictyon group,
Shewanella sp. W3-18-1,CP000503,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30236,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella sp. W3-18-1,CP000503,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30237,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella sp. W3-18-1,CP000503,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30238,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella amazonensis SB2B,CP000507,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30239,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Shewanella amazonensis SB2B,CP000507,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30240,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,,
Psychromonas ingrahamii 37,CP000510,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30242,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,,,,
Psychromonas ingrahamii 37,CP000510,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30243,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,,,,
Bartonella bacilliformis KC583,CP000524,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30248,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,,,
Burkholderia mallei SAVP1,CP000526,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30249,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group,,,,
Polaromonas naphthalenivorans CJ2,CP000529,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30251,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,,,,
Campylobacter jejuni subsp. jejuni 81-176,CP000538,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30252,--,Yes,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,,,,
Acidovorax sp. JS42,CP000539,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30253,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,,,,,
Verminephrobacter eiseniae EF01-2,CP000542,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30254,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,,,,,
Halorhodospira halophila SL1,CP000544,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30255,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,,,,,
Burkholderia mallei NCTC 10229,CP000546,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30256,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group,,,,
Prochlorococcus marinus str. AS9601,CP000551,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30257,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,
Prochlorococcus marinus str. MIT 9515,CP000552,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30258,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,
Prochlorococcus marinus str. NATL1A,CP000553,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30259,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,
Prochlorococcus marinus str. MIT 9303,CP000554,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30260,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,
Methylibium petroleiphilum PM1,CP000556,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_30261,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Methylibium,,,,,
Acinetobacter sp. ADP1,CR543861,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30303,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,
Acinetobacter sp. ADP1,CR543861,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30304,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,,,
Legionella pneumophila str. Paris,CR628336,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30308,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,
Legionella pneumophila str. Lens,CR628337,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30309,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,,
Ehrlichia ruminantium str. Gardel,CR925677,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30312,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,,,,,
Ehrlichia ruminantium str. Welgevonden,CR925678,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30313,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,,,,,
Pseudoalteromonas haloplanktis TAC125,CR954246,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30319,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,
Pseudoalteromonas haloplanktis TAC125,CR954246,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30320,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,
Pseudoalteromonas haloplanktis TAC125,CR954246,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30321,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,
Gramella forsetii KT0803,CU207366,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_30328,--,Yes,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,,,,,
Escherichia coli,M58025,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31188,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Escherichia,,Enterobacteriales,,,
Escherichia coli,K01552,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31189,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Escherichia,,Enterobacteriales,,,
Escherichia coli,M24882,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31190,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Escherichia,,Enterobacteriales,,,
Escherichia coli,U14003,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31191,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Escherichia,,Enterobacteriales,,,
Bacillus subtilis,K00637,76,32,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_31216,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,
Escherichia coli,AF461394,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_31217,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Enterobacteriaceae,Escherichia,,Enterobacteriales,,,
Geobacillus stearothermophilus,K00332,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_31218,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,,,,,
Mycoplasma sp.,X01305,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_31219,--,Yes,Bacteria,Tenericutes,Mollicutes,,Mycoplasmataceae,Mycoplasma,,,,,
Rhodospirillum rubrum,K00331,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_31220,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,,,,,
