Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.class,Taxonomy.ENA.order,Taxonomy.ENA.family,Taxonomy.ENA.genus,Taxonomy.ENA.species group,Taxonomy.ENA.tribe,Taxonomy.ENA.subclass,Taxonomy.ENA.no rank 0,Taxonomy.ENA.no rank 1,Taxonomy.ENA.suborder,Taxonomy.ENA.unknown 0,Taxonomy.ENA.species subgroup
Vibrio parahaemolyticus,AY298799,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20807,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio parahaemolyticus,AY298800,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20808,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio parahaemolyticus,AY298801,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20809,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio parahaemolyticus,AY531062,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20815,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio parahaemolyticus,AY531063,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20816,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Vibrio parahaemolyticus,AY531068,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20817,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,
Photobacterium phosphoreum,AY779763,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20882,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,,,,,,,,
Photobacterium phosphoreum,AY779764,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_20883,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,,,,,,,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),BA000003,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20892,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20903,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20904,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20905,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus subsp. aureus N315,BA000018,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20908,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Nostoc sp. PCC 7120,BA000019,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20909,--,Yes,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,,,,,,,,
Nostoc sp. PCC 7120,BA000019,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20910,--,Yes,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,,,,,,,,
Staphylococcus aureus subsp. aureus MW2,BA000033,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20930,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Streptococcus pyogenes SSI-1,BA000034,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20931,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pyogenes SSI-1,BA000034,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20932,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pyogenes SSI-1,BA000034,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20933,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Corynebacterium efficiens YS-314,BA000035,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20934,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Corynebacterium glutamicum ATCC 13032,BA000036,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20938,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Corynebacterium glutamicum ATCC 13032,BA000036,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20939,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Geobacillus kaustophilus HTA426,BA000043,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20945,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoleovorans group,,,,,,,
Corynebacterium diphtheriae,BX248359,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20957,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Corynebacterium diphtheriae,BX248359,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20958,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Rhodopirellula baltica SH 1,BX294136,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20962,--,Yes,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula,,,,,,,,
Rhodopirellula baltica SH 1,BX294153,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20963,--,Yes,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rhodopirellula,,,,,,,,
Staphylococcus aureus subsp. aureus MRSA252,BX571856,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20968,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus subsp. aureus MSSA476,BX571857,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20971,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9313,BX572098,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20980,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Mycobacterium tuberculosis H37Rv,BX842574,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20989,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis complex,,,,,,,
Mycobacterium tuberculosis H37Rv,BX842580,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20990,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis complex,,,,,,,
Corynebacterium glutamicum ATCC 13032,BX927155,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21000,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Corynebacterium glutamicum ATCC 13032,BX927155,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21001,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,,,,,,,
Streptococcus pyogenes MGAS10394,CP000003,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21027,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pyogenes MGAS10394,CP000003,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21028,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pyogenes MGAS10394,CP000003,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21029,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pyogenes MGAS10394,CP000003,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21030,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Candidatus Blochmannia pennsylvanicus str. BPEN,CP000016,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21037,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,,,,ant endosymbionts,,,,
Anaplasma marginale str. St. Maries,CP000030,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21059,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,,,,,,,,
Lactobacillus acidophilus NCFM,CP000033,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21061,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Chlamydia trachomatis A/HAR-13,CP000051,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21078,--,Yes,Bacteria,Chlamydiae,,Chlamydiales,Chlamydiaceae,Chlamydia,,,,Chlamydia/Chlamydophila group,,,,
Prochlorococcus marinus str. NATL2A,CP000095,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21119,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Ehrlichia canis str. Jake,CP000107,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21128,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,,,,,,,,
Ehrlichia canis str. Jake,CP000107,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21129,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,,,,,,,,
Synechococcus sp. CC9605,CP000110,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21132,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9312,CP000111,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21133,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Myxococcus xanthus DK 1622,CP000113,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21137,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,,,,,,Cystobacterineae,,
Myxococcus xanthus DK 1622,CP000113,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21138,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,,,,,,Cystobacterineae,,
Streptococcus agalactiae A909,CP000114,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21139,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus agalactiae A909,CP000114,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21141,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus agalactiae A909,CP000114,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21142,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Erythrobacter litoralis HTCC2594,CP000157,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21169,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,,,,,,,
Erythrobacter litoralis HTCC2594,CP000157,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21170,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,,,,,,,
Ehrlichia chaffeensis str. Arkansas,CP000236,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21185,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,,,,,,,,
Ehrlichia chaffeensis str. Arkansas,CP000236,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_21186,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,,,,,,,,
Neorickettsia sennetsu str. Miyayama,CP000237,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21187,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,,,,,,,,
Synechococcus sp. JA-3-3Ab,CP000239,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21189,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Synechococcus sp. JA-3-3Ab,CP000239,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21190,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Synechococcus sp. JA-2-3B'a(2-13),CP000240,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21191,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_21193,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_21194,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_21195,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_21196,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_21197,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_21198,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,,,,,,,
Anaeromyxobacter dehalogenans 2CP-C,CP000251,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21218,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,,,,,Cystobacterineae,,
Anaeromyxobacter dehalogenans 2CP-C,CP000251,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21219,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,,,,,Cystobacterineae,,
Staphylococcus aureus subsp. aureus NCTC 8325,CP000253,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21224,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Streptococcus pyogenes MGAS10270,CP000260,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21233,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pyogenes MGAS10270,CP000260,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21234,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pyogenes MGAS10270,CP000260,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21235,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pyogenes MGAS10270,CP000260,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21236,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Rubrobacter xylanophilus DSM 9941,CP000386,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21319,--,Yes,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,,,,,,,,
Trichodesmium erythraeum IMS101,CP000393,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21325,--,Yes,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Trichodesmium,,,Oscillatoriophycideae,,,,,
Streptococcus pneumoniae D39,CP000410,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21330,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pneumoniae D39,CP000410,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21331,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus pneumoniae D39,CP000410,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21332,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Oenococcus oeni PSU-1,CP000411,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21333,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,,,,,,,,
Lactobacillus brevis ATCC 367,CP000416,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21349,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,,,
Streptococcus thermophilus LMD-9,CP000419,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21351,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus thermophilus LMD-9,CP000419,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21352,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Streptococcus thermophilus LMD-9,CP000419,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21354,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,,,
Pediococcus pentosaceus ATCC 25745,CP000422,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21356,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,,,,,,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21361,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,,,,,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21362,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,,,,,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21363,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,,,,,,,
Synechococcus sp. CC9311,CP000435,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21366,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,,,,,,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21371,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21372,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,
Arthrobacter sp. FB24,CP000454,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21403,--,Yes,Bacteria,Actinobacteria,,Micrococcales,Micrococcaceae,Arthrobacter,,,,,,,,
Arthrobacter sp. FB24,CP000454,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21404,--,Yes,Bacteria,Actinobacteria,,Micrococcales,Micrococcaceae,Arthrobacter,,,,,,,,
Mycobacterium avium 104,CP000479,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21432,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC),,,,,,,
Acidothermus cellulolyticus 11B,CP000481,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21436,--,Yes,Bacteria,Actinobacteria,,Acidothermales,Acidothermaceae,Acidothermus,,,,,,,,
Acidothermus cellulolyticus 11B,CP000481,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21437,--,Yes,Bacteria,Actinobacteria,,Acidothermales,Acidothermaceae,Acidothermus,,,,,,,,
Chlorobium phaeobacteroides DSM 266,CP000492,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21451,--,Yes,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,,,,Chlorobium/Pelodictyon group,,,,
Halorhodospira halophila SL1,CP000544,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21499,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,,,,,,,,
Prochlorococcus marinus str. AS9601,CP000551,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21503,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9515,CP000552,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21504,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. NATL1A,CP000553,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21505,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Prochlorococcus marinus str. MIT 9303,CP000554,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21506,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Prochloraceae,Prochlorococcus,,,,,,,,
Desulfotalea psychrophila LSv54,CR522870,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21537,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,,,,,,,,
Desulfotalea psychrophila LSv54,CR522870,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21538,--,Yes,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,,,,,,,,
Bacteroides fragilis NCTC 9343,CR626927,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21543,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,,,,,
Bacteroides fragilis NCTC 9343,CR626927,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_21544,--,Yes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,,,,,
