Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.order,Taxonomy.ENA.genus,Taxonomy.ENA.class,Taxonomy.ENA.family,Taxonomy.ENA.no rank 0,Taxonomy.ENA.unknown 0,Taxonomy.ENA.tribe,Taxonomy.ENA.species group,Taxonomy.ENA.suborder,Taxonomy.ENA.subgenus,Taxonomy.ENA.subclass
Salmonella enterica subsp. enterica serovar Typhi,AL627273,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31780,--,Yes,Bacteria,Proteobacteria,,Salmonella,Gammaproteobacteria,Enterobacteriaceae,,Enterobacteriales,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627279,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31781,--,Yes,Bacteria,Proteobacteria,,Salmonella,Gammaproteobacteria,Enterobacteriaceae,,Enterobacteriales,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627281,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31782,--,Yes,Bacteria,Proteobacteria,,Salmonella,Gammaproteobacteria,Enterobacteriaceae,,Enterobacteriales,,,,,
Ralstonia solanacearum,AL646052,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31783,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Ralstonia,Betaproteobacteria,Burkholderiaceae,,,,,,,
Ralstonia solanacearum,AL646052,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31784,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Ralstonia,Betaproteobacteria,Burkholderiaceae,,,,,,,
Ralstonia solanacearum,AL646052,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31785,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Ralstonia,Betaproteobacteria,Burkholderiaceae,,,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31795,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31796,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Francisella tularensis subsp. holarctica LVS,AM233362,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31805,--,Yes,Bacteria,Proteobacteria,Thiotrichales,Francisella,Gammaproteobacteria,Francisellaceae,,,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31806,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Rhizobium,Alphaproteobacteria,Rhizobiaceae,Rhizobium/Agrobacterium group,,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31807,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Rhizobium,Alphaproteobacteria,Rhizobiaceae,Rhizobium/Agrobacterium group,,,,,,
Spiroplasma citri,AM285317,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31815,--,Yes,Bacteria,Tenericutes,Entomoplasmatales,Spiroplasma,Mollicutes,Spiroplasmataceae,,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31817,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31818,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31819,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Alcanivorax borkumensis SK2,AM286690,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31820,--,Yes,Bacteria,Proteobacteria,Oceanospirillales,Alcanivorax,Gammaproteobacteria,Alcanivoracaceae,,,,,,,
Alcanivorax borkumensis SK2,AM286690,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31821,--,Yes,Bacteria,Proteobacteria,Oceanospirillales,Alcanivorax,Gammaproteobacteria,Alcanivoracaceae,,,,,,,
Alcanivorax borkumensis SK2,AM286690,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31822,--,Yes,Bacteria,Proteobacteria,Oceanospirillales,Alcanivorax,Gammaproteobacteria,Alcanivoracaceae,,,,,,,
Azoarcus sp. BH72,AM406670,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31823,--,Yes,Bacteria,Proteobacteria,Rhodocyclales,Azoarcus,Betaproteobacteria,Zoogloeaceae,,,,,,,
Azoarcus sp. BH72,AM406670,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31824,--,Yes,Bacteria,Proteobacteria,Rhodocyclales,Azoarcus,Betaproteobacteria,Zoogloeaceae,,,,,,,
Nocardia farcinica IFM 10152,AP006618,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31836,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Nocardia,,Nocardiaceae,,,,,,,
Nocardia farcinica IFM 10152,AP006618,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31837,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Nocardia,,Nocardiaceae,,,,,,,
Bacillus clausii KSM-K16,AP006627,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31839,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus clausii KSM-K16,AP006627,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31840,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Thermus thermophilus HB8,AP008226,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31893,--,Yes,Bacteria,Deinococcus-Thermus,Thermales,Thermus,Deinococci,Thermaceae,,,,,,,
Thermus thermophilus HB8,AP008226,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31894,--,Yes,Bacteria,Deinococcus-Thermus,Thermales,Thermus,Deinococci,Thermaceae,,,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31895,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31896,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31897,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Desulfitobacterium hafniense Y51,AP008230,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31898,--,Yes,Bacteria,Firmicutes,Clostridiales,Desulfitobacterium,Clostridia,Peptococcaceae,,,,,,,
Desulfitobacterium hafniense Y51,AP008230,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31899,--,Yes,Bacteria,Firmicutes,Clostridiales,Desulfitobacterium,Clostridia,Peptococcaceae,,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31903,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Sodalis,Gammaproteobacteria,Pectobacteriaceae,,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31904,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Sodalis,Gammaproteobacteria,Pectobacteriaceae,,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31905,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Sodalis,Gammaproteobacteria,Pectobacteriaceae,,,,,,,
Bifidobacterium adolescentis ATCC 15703,AP009256,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31914,--,Yes,Bacteria,Actinobacteria,Bifidobacteriales,Bifidobacterium,,Bifidobacteriaceae,,,,,,,
Burkholderia thailandensis,AY063741,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31920,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Bacillus cereus,AY224383,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31939,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Pseudomonas aeruginosa,AY273869,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31944,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas aeruginosa,AY273871,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31945,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Bacillus halodurans C-125,BA000004,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31967,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus halodurans C-125,BA000004,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31968,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Mycoplasma penetrans HF-2,BA000026,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31984,--,Yes,Bacteria,Tenericutes,,Mycoplasma,Mollicutes,Mycoplasmataceae,,,,,,,
Oceanobacillus iheyensis HTE831,BA000028,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31985,--,Yes,Bacteria,Firmicutes,Bacillales,Oceanobacillus,Bacilli,Bacillaceae,,,,,,,
Oceanobacillus iheyensis HTE831,BA000028,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31986,--,Yes,Bacteria,Firmicutes,Bacillales,Oceanobacillus,Bacilli,Bacillaceae,,,,,,,
Oceanobacillus iheyensis HTE831,BA000028,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31987,--,Yes,Bacteria,Firmicutes,Bacillales,Oceanobacillus,Bacilli,Bacillaceae,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31993,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31994,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio parahaemolyticus RIMD 2210633,BA000031,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31995,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Corynebacterium efficiens YS-314,BA000035,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31999,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Corynebacterium,,Corynebacteriaceae,,,,,,,
Corynebacterium efficiens YS-314,BA000035,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32001,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Corynebacterium,,Corynebacteriaceae,,,,,,,
Corynebacterium glutamicum ATCC 13032,BA000036,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32002,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Corynebacterium,,Corynebacteriaceae,,,,,,,
Corynebacterium glutamicum ATCC 13032,BA000036,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32004,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Corynebacterium,,Corynebacteriaceae,,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32005,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32006,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32007,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Vibrio vulnificus YJ016,BA000037,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32008,--,Yes,Bacteria,Proteobacteria,Vibrionales,Vibrio,Gammaproteobacteria,Vibrionaceae,,,,,,,
Geobacillus kaustophilus HTA426,BA000043,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32011,--,Yes,Bacteria,Firmicutes,Bacillales,Geobacillus,Bacilli,Bacillaceae,,,,Geobacillus thermoleovorans group,,,
Bacillus subtilis,D26185,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32014,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,K01986,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32015,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,K00637,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32016,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,K01390,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32018,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,D84213,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32019,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Bacillus subtilis,M27310,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32020,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,,,,
Nitrosomonas europaea ATCC 19718,BX321859,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32032,--,Yes,Bacteria,Proteobacteria,Nitrosomonadales,Nitrosomonas,Betaproteobacteria,Nitrosomonadaceae,,,,,,,
Nitrosomonas europaea ATCC 19718,BX321860,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32033,--,Yes,Bacteria,Proteobacteria,Nitrosomonadales,Nitrosomonas,Betaproteobacteria,Nitrosomonadaceae,,,,,,,
Nitrosomonas europaea ATCC 19718,BX321862,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32034,--,Yes,Bacteria,Proteobacteria,Nitrosomonadales,Nitrosomonas,Betaproteobacteria,Nitrosomonadaceae,,,,,,,
Burkholderia pseudomallei K96243,BX571965,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32045,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Burkholderia pseudomallei K96243,BX571965,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32046,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Burkholderia pseudomallei K96243,BX571965,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_32047,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Rhodopseudomonas palustris CGA009,BX572596,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32053,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Rhodopseudomonas,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,
Rhodopseudomonas palustris CGA009,BX572601,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32054,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Rhodopseudomonas,Alphaproteobacteria,Bradyrhizobiaceae,,,,,,,
Bordetella parapertussis,BX640423,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32057,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Bordetella,Betaproteobacteria,Alcaligenaceae,,,,,,,
Bartonella quintana str. Toulouse,BX897700,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32064,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Corynebacterium glutamicum ATCC 13032,BX927152,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32067,--,Yes,Bacteria,Actinobacteria,Corynebacteriales,Corynebacterium,,Corynebacteriaceae,,,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32069,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32070,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32071,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Yersinia,Gammaproteobacteria,Yersiniaceae,,,,,,,
Bacillus cereus E33L,CP000001,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32082,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus cereus E33L,CP000001,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32083,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Gluconobacter oxydans 621H,CP000009,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32088,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Gluconobacter,Alphaproteobacteria,Acetobacteraceae,,,,,,,
Gluconobacter oxydans 621H,CP000009,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32089,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Gluconobacter,Alphaproteobacteria,Acetobacteraceae,,,,,,,
Burkholderia mallei ATCC 23344,CP000010,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32090,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Burkholderia mallei ATCC 23344,CP000010,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32091,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Burkholderia mallei ATCC 23344,CP000010,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32092,--,Yes,Bacteria,Proteobacteria,Burkholderiales,Burkholderia,Betaproteobacteria,Burkholderiaceae,,,,pseudomallei group,,,
Shigella dysenteriae Sd197,CP000034,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32114,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella dysenteriae Sd197,CP000034,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32115,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella dysenteriae Sd197,CP000034,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32116,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella boydii Sb227,CP000036,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32117,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella boydii Sb227,CP000036,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32118,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella boydii Sb227,CP000036,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32119,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella sonnei Ss046,CP000038,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32120,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella sonnei Ss046,CP000038,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32121,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Shigella sonnei Ss046,CP000038,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32122,--,Yes,Bacteria,Proteobacteria,Enterobacterales,Shigella,Gammaproteobacteria,Enterobacteriaceae,,,,,,,
Xanthomonas campestris pv. campestris str. 8004,CP000050,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32124,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Xanthomonas campestris pv. campestris str. 8004,CP000050,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32125,--,Yes,Bacteria,Proteobacteria,Xanthomonadales,Xanthomonas,Gammaproteobacteria,Xanthomonadaceae,,,,,,,
Rickettsia felis URRWXCal2,CP000053,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32127,--,Yes,Bacteria,Proteobacteria,Rickettsiales,Rickettsia,Alphaproteobacteria,Rickettsiaceae,,,Rickettsieae,spotted fever group,,,
Haemophilus influenzae 86-028NP,CP000057,77,33,44,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_B_32130,--,Yes,Bacteria,Proteobacteria,Pasteurellales,Haemophilus,Gammaproteobacteria,Pasteurellaceae,,,,,,,
Haemophilus influenzae 86-028NP,CP000057,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32131,--,Yes,Bacteria,Proteobacteria,Pasteurellales,Haemophilus,Gammaproteobacteria,Pasteurellaceae,,,,,,,
Aster yellows witches'-broom phytoplasma AYWB,CP000061,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32136,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,Candidatus Phytoplasma asteris,,,
Pseudomonas syringae pv. syringae B728a,CP000075,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32137,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,Pseudomonas syringae,,,,,
Pseudomonas syringae pv. syringae B728a,CP000075,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32138,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,Pseudomonas syringae,,,,,
Pseudomonas syringae pv. syringae B728a,CP000075,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32139,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,Pseudomonas syringae,,,,,
Pseudomonas syringae pv. syringae B728a,CP000075,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32140,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,Pseudomonas syringae,,,,,
Psychrobacter arcticus 273-4,CP000082,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32143,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Psychrobacter,Gammaproteobacteria,Moraxellaceae,,,,,,,
