Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.phylum,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.class,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0,Taxonomy.SILVA.unknown 4
Yersinia pseudotuberculosis IP 32953,BX936398,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32069,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32070,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Yersinia pseudotuberculosis IP 32953,BX936398,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32071,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Gammaproteobacteria,,,,,
Bacillus cereus E33L,CP000001,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32082,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus cereus E33L,CP000001,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32083,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Gluconobacter oxydans 621H,CP000009,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32088,--,Yes,Bacteria,Acetobacterales,Proteobacteria,,Acetobacteraceae,Gluconobacter,Alphaproteobacteria,,,,,
Gluconobacter oxydans 621H,CP000009,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32089,--,Yes,Bacteria,Acetobacterales,Proteobacteria,,Acetobacteraceae,Gluconobacter,Alphaproteobacteria,,,,,
Burkholderia mallei ATCC 23344,CP000010,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32090,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia mallei ATCC 23344,CP000010,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32091,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia mallei ATCC 23344,CP000010,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32092,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Shigella dysenteriae Sd197,CP000034,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32114,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Shigella dysenteriae Sd197,CP000034,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32115,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Shigella dysenteriae Sd197,CP000034,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32116,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Shigella boydii Sb227,CP000036,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32117,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Shigella boydii Sb227,CP000036,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32118,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Shigella boydii Sb227,CP000036,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32119,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Shigella sonnei Ss046,CP000038,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32120,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Shigella sonnei Ss046,CP000038,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32121,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Shigella sonnei Ss046,CP000038,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32122,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Xanthomonas campestris pv. campestris str. 8004,CP000050,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32124,--,Yes,Bacteria,,Proteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Gammaproteobacteria,,,,,
Xanthomonas campestris pv. campestris str. 8004,CP000050,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32125,--,Yes,Bacteria,,Proteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Gammaproteobacteria,,,,,
Rickettsia felis URRWXCal2,CP000053,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32127,--,Yes,Bacteria,,Proteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Alphaproteobacteria,,,,,
Haemophilus influenzae 86-028NP,CP000057,77,33,44,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_B_32130,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Gammaproteobacteria,,,,,
Haemophilus influenzae 86-028NP,CP000057,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32131,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Gammaproteobacteria,,,,,
Aster yellows witches'-broom phytoplasma AYWB,CP000061,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32136,--,Yes,Bacteria,,Firmicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Bacilli,,,,,
Pseudomonas syringae pv. syringae B728a,CP000075,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32137,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas syringae pv. syringae B728a,CP000075,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32138,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas syringae pv. syringae B728a,CP000075,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32139,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas syringae pv. syringae B728a,CP000075,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32140,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Psychrobacter arcticus 273-4,CP000082,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32143,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Gammaproteobacteria,,,,,
Psychrobacter arcticus 273-4,CP000082,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32144,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Gammaproteobacteria,,,,,
Colwellia psychrerythraea 34H,CP000083,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32145,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Colwelliaceae,Colwellia,Gammaproteobacteria,,,,,
Colwellia psychrerythraea 34H,CP000083,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32146,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Colwelliaceae,Colwellia,Gammaproteobacteria,,,,,
Colwellia psychrerythraea 34H,CP000083,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32147,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Colwelliaceae,Colwellia,Gammaproteobacteria,,,,,
Colwellia psychrerythraea 34H,CP000083,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32148,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Colwelliaceae,Colwellia,Gammaproteobacteria,,,,,
Colwellia psychrerythraea 34H,CP000083,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32149,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Colwelliaceae,Colwellia,Gammaproteobacteria,,,,,
Burkholderia thailandensis E264,CP000086,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32150,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia thailandensis E264,CP000086,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32151,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia thailandensis E264,CP000086,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32152,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Rickettsia bellii RML369-C,CP000087,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32153,--,Yes,Bacteria,,Proteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Alphaproteobacteria,,,,,
Dechloromonas aromatica RCB,CP000089,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32156,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Rhodocyclaceae,Ferribacterium,Gammaproteobacteria,,,,,
Prochlorococcus marinus str. NATL2A,CP000095,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32164,--,Yes,Bacteria,Cyanobacteriia,Cyanobacteria,Synechococcales,,,,Cyanobiaceae,Prochlorococcus MIT9313,,,
Nitrosospira multiformis ATCC 25196,CP000103,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32171,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Gammaproteobacteria,,,,,
Nitrosospira multiformis ATCC 25196,CP000103,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32172,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Gammaproteobacteria,,,,,
Nitrosospira multiformis ATCC 25196,CP000103,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32173,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Gammaproteobacteria,,,,,
Ehrlichia canis str. Jake,CP000107,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32174,--,Yes,Bacteria,,Proteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Alphaproteobacteria,,,,,
Prochlorococcus marinus str. MIT 9312,CP000111,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32181,--,Yes,Bacteria,Cyanobacteriia,Cyanobacteria,Synechococcales,,,,Cyanobiaceae,Prochlorococcus MIT9313,,,
Prochlorococcus marinus str. MIT 9312,CP000111,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32182,--,Yes,Bacteria,Cyanobacteriia,Cyanobacteria,Synechococcales,,,,Cyanobiaceae,Prochlorococcus MIT9313,,,
Myxococcus xanthus DK 1622,CP000113,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32186,--,Yes,Bacteria,Myxococcota,,Myxococcales,Myxococcaceae,Myxococcus,,Myxococcia,,,,
Myxococcus xanthus DK 1622,CP000113,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32187,--,Yes,Bacteria,Myxococcota,,Myxococcales,Myxococcaceae,Myxococcus,,Myxococcia,,,,
Nitrobacter winogradskyi Nb-255,CP000115,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32191,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,Alphaproteobacteria,,,,,
Nitrobacter winogradskyi Nb-255,CP000115,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32193,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,Alphaproteobacteria,,,,,
Thiobacillus denitrificans ATCC 25259,CP000116,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32194,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Hydrogenophilaceae,Thiobacillus,Gammaproteobacteria,,,,,
Thiobacillus denitrificans ATCC 25259,CP000116,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32195,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Hydrogenophilaceae,Thiobacillus,Gammaproteobacteria,,,,,
Thiobacillus denitrificans ATCC 25259,CP000116,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32196,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Hydrogenophilaceae,Thiobacillus,Gammaproteobacteria,,,,,
Mycoplasma capricolum subsp. capricolum ATCC 27343,CP000123,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32200,--,Yes,Bacteria,[Mycoplasma] group,Firmicutes,Entomoplasmatales,Entomoplasmataceae,,Bacilli,,,,,
Burkholderia pseudomallei 1710b,CP000124,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32201,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia pseudomallei 1710b,CP000124,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32202,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Burkholderia pseudomallei 1710b,CP000124,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32203,--,Yes,Bacteria,Burkholderia-Caballeronia-Paraburkholderia,Proteobacteria,Burkholderiales,Burkholderiaceae,,Gammaproteobacteria,,,,,
Nitrosococcus oceani ATCC 19707,CP000127,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32204,--,Yes,Bacteria,Nitrosococcales,Proteobacteria,,,Nitrosococcus,Gammaproteobacteria,Nitrosococcaceae,,,,
Nitrosococcus oceani ATCC 19707,CP000127,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32205,--,Yes,Bacteria,Nitrosococcales,Proteobacteria,,,Nitrosococcus,Gammaproteobacteria,Nitrosococcaceae,,,,
Nitrosococcus oceani ATCC 19707,CP000127,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32206,--,Yes,Bacteria,Nitrosococcales,Proteobacteria,,,Nitrosococcus,Gammaproteobacteria,Nitrosococcaceae,,,,
Rhizobium etli CFN 42,CP000133,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32207,--,Yes,Bacteria,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Proteobacteria,Rhizobiales,Rhizobiaceae,,Alphaproteobacteria,,,,,
Rhizobium etli CFN 42,CP000133,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32208,--,Yes,Bacteria,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Proteobacteria,Rhizobiales,Rhizobiaceae,,Alphaproteobacteria,,,,,
Rhizobium etli CFN 42,CP000133,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32209,--,Yes,Bacteria,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Proteobacteria,Rhizobiales,Rhizobiaceae,,Alphaproteobacteria,,,,,
Carboxydothermus hydrogenoformans Z-2901,CP000141,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32210,--,Yes,Bacteria,Desulfotomaculia,Firmicutes,,,Carboxydothermus,,Carboxydothermales,Carboxydothermaceae,,,
Carboxydothermus hydrogenoformans Z-2901,CP000141,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32212,--,Yes,Bacteria,Desulfotomaculia,Firmicutes,,,Carboxydothermus,,Carboxydothermales,Carboxydothermaceae,,,
Pelobacter carbinolicus DSM 2380,CP000142,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32213,--,Yes,Bacteria,Desulfobacterota,,Desulfuromonadales,,,,Desulfuromonadia,Syntrophotaleaceae,Syntrophotalea,,
Pelobacter carbinolicus DSM 2380,CP000142,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32214,--,Yes,Bacteria,Desulfobacterota,,Desulfuromonadales,,,,Desulfuromonadia,Syntrophotaleaceae,Syntrophotalea,,
Pelobacter carbinolicus DSM 2380,CP000142,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32215,--,Yes,Bacteria,Desulfobacterota,,Desulfuromonadales,,,,Desulfuromonadia,Syntrophotaleaceae,Syntrophotalea,,
Rhodobacter sphaeroides 2.4.1,CP000143,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32216,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Alphaproteobacteria,,,,,
Rhodobacter sphaeroides 2.4.1,CP000143,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32217,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Alphaproteobacteria,,,,,
Geobacter metallireducens GS-15,CP000148,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32220,--,Yes,Bacteria,Desulfobacterota,,,Geobacteraceae,Geobacter,,Desulfuromonadia,Geobacterales,,,
Geobacter metallireducens GS-15,CP000148,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32221,--,Yes,Bacteria,Desulfobacterota,,,Geobacteraceae,Geobacter,,Desulfuromonadia,Geobacterales,,,
Hahella chejuensis KCTC 2396,CP000155,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32226,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Hahellaceae,Hahella,Gammaproteobacteria,,,,,
Hahella chejuensis KCTC 2396,CP000155,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32227,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Hahellaceae,Hahella,Gammaproteobacteria,,,,,
Hahella chejuensis KCTC 2396,CP000155,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32228,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Hahellaceae,Hahella,Gammaproteobacteria,,,,,
Hyphomonas neptunium ATCC 15444,CP000158,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32232,--,Yes,Bacteria,,Proteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Alphaproteobacteria,,,,,
Hyphomonas neptunium ATCC 15444,CP000158,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32233,--,Yes,Bacteria,,Proteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Alphaproteobacteria,,,,,
Rhodospirillum rubrum ATCC 11170,CP000230,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32237,--,Yes,Bacteria,,Proteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Alphaproteobacteria,,,,,
Rhodospirillum rubrum ATCC 11170,CP000230,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32238,--,Yes,Bacteria,,Proteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Alphaproteobacteria,,,,,
Ehrlichia chaffeensis str. Arkansas,CP000236,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32248,--,Yes,Bacteria,,Proteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Alphaproteobacteria,,,,,
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),CP000238,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32250,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Morganellaceae,,Gammaproteobacteria,,,,Candidatus Baumannia,
Escherichia coli 536,CP000247,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32266,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Escherichia coli 536,CP000247,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32267,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Escherichia coli 536,CP000247,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32268,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Novosphingobium aromaticivorans DSM 12444,CP000248,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32269,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Novosphingobium aromaticivorans DSM 12444,CP000248,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32270,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Novosphingobium aromaticivorans DSM 12444,CP000248,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32271,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Rhodopseudomonas palustris HaA2,CP000250,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32273,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,Alphaproteobacteria,,,,,
Rhodopseudomonas palustris HaA2,CP000250,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32274,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,Alphaproteobacteria,,,,,
Syntrophus aciditrophicus SB,CP000252,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32278,--,Yes,Bacteria,Desulfobacterota,,,Syntrophaceae,Syntrophus,,Syntrophia,Syntrophales,,,
Syntrophus aciditrophicus SB,CP000252,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32279,--,Yes,Bacteria,Desulfobacterota,,,Syntrophaceae,Syntrophus,,Syntrophia,Syntrophales,,,
Syntrophus aciditrophicus SB,CP000252,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32280,--,Yes,Bacteria,Desulfobacterota,,,Syntrophaceae,Syntrophus,,Syntrophia,Syntrophales,,,
Jannaschia sp. CCS1,CP000264,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32295,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Alphaproteobacteria,,,,,
Shigella flexneri 5 str. 8401,CP000266,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32296,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Shigella flexneri 5 str. 8401,CP000266,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32297,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Shigella flexneri 5 str. 8401,CP000266,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32298,--,Yes,Bacteria,Escherichia-Shigella,Proteobacteria,Enterobacterales,Enterobacteriaceae,,Gammaproteobacteria,,,,,
Rhodoferax ferrireducens T118,CP000267,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32299,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Gammaproteobacteria,,,,,
Rhodoferax ferrireducens T118,CP000267,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32300,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Gammaproteobacteria,,,,,
Rhodoferax ferrireducens T118,CP000267,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32301,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Gammaproteobacteria,,,,,
Rhodopseudomonas palustris BisB5,CP000283,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32305,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,Alphaproteobacteria,,,,,
Methylobacillus flagellatus KT,CP000284,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32306,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Methylophilaceae,Methylobacillus,Gammaproteobacteria,,,,,
Methylobacillus flagellatus KT,CP000284,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_32307,--,Yes,Bacteria,,Proteobacteria,Burkholderiales,Methylophilaceae,Methylobacillus,Gammaproteobacteria,,,,,
