Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.family,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0
Candidatus Portiera aleyrodidarum,AY266104,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17408,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Halomonadaceae,,Candidatus Portiera,,,
Candidatus Portiera aleyrodidarum,AY266105,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17409,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Halomonadaceae,,Candidatus Portiera,,,
Candidatus Portiera aleyrodidarum,AY266106,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17410,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Halomonadaceae,,Candidatus Portiera,,,
Candidatus Portiera aleyrodidarum,AY266107,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17411,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Halomonadaceae,,Candidatus Portiera,,,
Candidatus Portiera aleyrodidarum,AY266108,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17412,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Halomonadaceae,,Candidatus Portiera,,,
Candidatus Portiera aleyrodidarum,AY266109,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17413,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Halomonadaceae,,Candidatus Portiera,,,
Candidatus Portiera aleyrodidarum,AY266110,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17414,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Halomonadaceae,,Candidatus Portiera,,,
Candidatus Portiera aleyrodidarum,AY266111,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17415,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Halomonadaceae,,Candidatus Portiera,,,
Candidatus Portiera aleyrodidarum,AY266112,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17416,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Halomonadaceae,,Candidatus Portiera,,,
Candidatus Portiera aleyrodidarum,AY266113,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17417,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Halomonadaceae,,Candidatus Portiera,,,
Candidatus Portiera aleyrodidarum,AY266114,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17418,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Halomonadaceae,,Candidatus Portiera,,,
Candidatus Portiera aleyrodidarum,AY268081,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17419,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Halomonadaceae,,Candidatus Portiera,,,
uncultured Acidobacteria bacterium,AY281356,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_17425,--,Yes,Bacteria,,Vicinamibacteria,,Acidobacteriota,,Vicinamibacterales,,uncultured,,
Weissella paramesenteroides,AY454527,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17494,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Weissella,,,
uncultured Synechococcus sp.,AY579959,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17610,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Panax ginseng,AY582139,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_17634,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Panax ginseng,AY582139,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_17635,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Alcanivorax dieselolei,AY683532,71,29,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17699,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,,,Alcanivorax,,,
Alcanivorax dieselolei,AY683538,72,30,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17700,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,,,Alcanivorax,,,
Phalaenopsis aphrodite subsp. formosana,AY916449,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_17863,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,,,,
Phalaenopsis aphrodite subsp. formosana,AY916449,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_17864,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,,,,
uncultured delta proteobacterium,AY933678,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_17957,--,Yes,Bacteria,,,Desulfobacterales,Desulfobacterota,Desulfobacteraceae,Desulfobacteria,,uncultured,,
Staurastrum punctulatum,AY958085,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_18666,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Rhodopirellula baltica SH 1,BX294134,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18744,--,Yes,Bacteria,Planctomycetes,,,Planctomycetota,,Pirellulales,Rhodopirellula,Pirellulaceae,,
Rhodopirellula baltica SH 1,BX294153,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18746,--,Yes,Bacteria,Planctomycetes,,,Planctomycetota,,Pirellulales,Rhodopirellula,Pirellulaceae,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18979,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18980,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Cyanophora paradoxa,U30821,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19241,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Cucurbita pepo,DQ001749,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19379,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,,,,
Cucurbita pepo,DQ001750,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19380,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,,,,
Physcomitrella patens,DQ001755,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19385,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Morus indica,DQ226511,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19482,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Morus indica,DQ226511,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19485,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Chara vulgaris,DQ229107,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19503,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Chara vulgaris,DQ229107,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19504,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Candidatus Phytoplasma solani,DQ350615,71,31,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19560,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,,Acholeplasmataceae,,Candidatus Phytoplasma,,,
Candidatus Phytoplasma solani,DQ350616,71,31,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19561,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,,Acholeplasmataceae,,Candidatus Phytoplasma,,,
Candidatus Phytoplasma solani,DQ350617,71,31,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19562,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,,Acholeplasmataceae,,Candidatus Phytoplasma,,,
Candidatus Phytoplasma solani,DQ350618,71,31,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19563,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,,Acholeplasmataceae,,Candidatus Phytoplasma,,,
uncultured Synechococcus sp.,DQ351325,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19595,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Ranunculus macranthus,DQ359689,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19607,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Ranunculus macranthus,DQ359689,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19608,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Candidatus Phytoplasma solani,DQ362919,71,31,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19618,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,,Acholeplasmataceae,,Candidatus Phytoplasma,,,
Jasminum nudiflorum,DQ673255,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19719,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Jasminum nudiflorum,DQ673255,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19722,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Piper cenocladum,DQ887677,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19760,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Piper cenocladum,DQ887677,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19761,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Pelargonium x hortorum,DQ897681,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19762,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Pelargonium x hortorum,DQ897681,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19763,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Liriodendron tulipifera,DQ899947,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19771,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,,,,
Escherichia coli,U28379,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19787,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Spirogyra maxima,X52739,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20016,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Escherichia coli,X52800,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20017,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Zea mays,X86563,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_20056,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Zea mays,X86563,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_20057,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Atractylodes lancea,AB008761,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_20146,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,,,,
Finegoldia magna ATCC 29328,AB109771,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_20208,--,Yes,Bacteria,Firmicutes,Clostridia,,Peptostreptococcales-Tissierellales,,Family XI,Finegoldia,,,
Nicotiana tomentosiformis,AB240139,72,28,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_E_20212,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Helicobacter pylori 26695,AE000511,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20242,--,Yes,Bacteria,,,Campylobacterales,Campylobacterota,Helicobacteraceae,Campylobacteria,Helicobacter,,,
Thermotoga maritima MSB8,AE000512,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20243,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogota,Thermotogaceae,,Thermotoga,,,
Thermotoga maritima MSB8,AE000512,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20244,--,Yes,Bacteria,Thermotogae,,Thermotogales,Thermotogota,Thermotogaceae,,Thermotoga,,,
Deinococcus radiodurans R1,AE000513,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20245,--,Yes,Bacteria,,Deinococci,Deinococcales,Deinococcota,Deinococcaceae,,Deinococcus,,,
Deinococcus radiodurans R1,AE000513,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20246,--,Yes,Bacteria,,Deinococci,Deinococcales,Deinococcota,Deinococcaceae,,Deinococcus,,,
Treponema pallidum subsp. pallidum str. Nichols,AE000520,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_20247,--,Yes,Bacteria,,Spirochaetia,Spirochaetales,Spirochaetota,Spirochaetaceae,,Treponema,,,
Treponema pallidum subsp. pallidum str. Nichols,AE000520,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_20248,--,Yes,Bacteria,,Spirochaetia,Spirochaetales,Spirochaetota,Spirochaetaceae,,Treponema,,,
Aquifex aeolicus VF5,AE000657,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_20249,--,Yes,Bacteria,Aquificae,,Aquificales,Aquificota,Aquificaceae,,Aquifex,,,
Aquifex aeolicus VF5,AE000657,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20250,--,Yes,Bacteria,Aquificae,,Aquificales,Aquificota,Aquificaceae,,Aquifex,,,
Chlamydia trachomatis D/UW-3/CX,AE001273,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_20255,--,Yes,Bacteria,Chlamydiae,,Chlamydiales,Verrucomicrobiota,Chlamydiaceae,,Chlamydia,,,
Clostridium acetobutylicum ATCC 824,AE001437,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20256,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridium sensu stricto 11,Clostridiaceae,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20257,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridium sensu stricto 11,Clostridiaceae,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20258,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridium sensu stricto 11,Clostridiaceae,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20259,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridium sensu stricto 11,Clostridiaceae,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20260,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridium sensu stricto 11,Clostridiaceae,,,,,
Clostridium acetobutylicum ATCC 824,AE001437,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20261,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridium sensu stricto 11,Clostridiaceae,,,,,
Streptococcus pneumoniae TIGR4,AE005672,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20284,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pneumoniae TIGR4,AE005672,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20285,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pneumoniae TIGR4,AE005672,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20286,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pneumoniae R6,AE008528,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20298,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pneumoniae R6,AE008537,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_20299,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pneumoniae R6,AE008546,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20300,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Rickettsia conorii str. Malish 7,AE008614,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20301,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Rickettsiaceae,,Rickettsia,,,
Leptospira interrogans serovar Lai str. 56601,AE010300,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_20327,--,Yes,Bacteria,,,Leptospirales,Spirochaetota,Leptospiraceae,Leptospirae,Leptospira,,,
Buchnera aphidicola str. Sg (Schizaphis graminum),AE013218,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20336,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Buchnera,,,
Streptococcus mutans UA159,AE014133,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20366,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Tropheryma whipplei str. Twist,AE014184,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20369,--,Yes,Bacteria,Actinobacteria,,Micrococcales,Actinobacteriota,Cellulomonadaceae,,Tropheryma,,,
Streptococcus agalactiae 2603V/R,AE014192,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_20371,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae 2603V/R,AE014192,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_20372,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae 2603V/R,AE014195,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_20373,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae 2603V/R,AE014281,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_20374,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Bacteroides thetaiotaomicron VPI-5482,AE015928,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20401,--,Yes,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidota,Bacteroidaceae,,Bacteroides,,,
Bacteroides thetaiotaomicron VPI-5482,AE015928,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20404,--,Yes,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidota,Bacteroidaceae,,Bacteroides,,,
Staphylococcus epidermidis ATCC 12228,AE015929,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20406,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Staphylococcus epidermidis ATCC 12228,AE015929,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_20407,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcales,Staphylococcaceae,,Staphylococcus,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_20408,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20409,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio vulnificus CMCP6,AE016795,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20410,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Vibrio vulnificus CMCP6,AE016796,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20411,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Vibrionaceae,,Vibrio,,,
Buchnera aphidicola str. Bp (Baizongia pistaciae),AE016826,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_20427,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Buchnera,,,
Enterococcus faecalis V583,AE016830,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20434,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Enterococcaceae,,Enterococcus,,,
Enterococcus faecalis V583,AE016830,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20435,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Enterococcaceae,,Enterococcus,,,
Enterococcus faecalis V583,AE016830,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20436,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Enterococcaceae,,Enterococcus,,,
Bacillus cereus ATCC 14579,AE016877,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20439,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Helicobacter hepaticus ATCC 51449,AE017125,73,29,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_20454,--,Yes,Bacteria,,,Campylobacterales,Campylobacterota,Helicobacteraceae,Campylobacteria,Helicobacter,,,
Bacillus cereus ATCC 10987,AE017194,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_20462,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Wolbachia endosymbiont of Drosophila melanogaster,AE017196,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_20463,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Anaplasmataceae,,Wolbachia,,,
Treponema denticola ATCC 35405,AE017226,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_20483,--,Yes,Bacteria,,Spirochaetia,Spirochaetales,Spirochaetota,Spirochaetaceae,,Treponema,,,
Treponema denticola ATCC 35405,AE017226,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20484,--,Yes,Bacteria,,Spirochaetia,Spirochaetales,Spirochaetota,Spirochaetaceae,,Treponema,,,
Wolbachia endosymbiont strain TRS of Brugia malayi,AE017321,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_20502,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Anaplasmataceae,,Wolbachia,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20511,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,,Bacillaceae,,Bacillus,,,
Idiomarina loihiensis L2TR,AE017340,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20512,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Idiomarinaceae,,Idiomarina,,,
