Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2
uncultured gamma proteobacterium,AY934163,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18408,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934164,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18409,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934166,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18411,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934167,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18412,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Colwelliaceae bacterium,AY934168,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18413,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,,,
uncultured Colwelliaceae bacterium,AY934169,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18414,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,,,
uncultured gamma proteobacterium,AY934170,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18415,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934171,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18416,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934172,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18417,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Colwelliaceae bacterium,AY934173,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18418,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,,,
uncultured gamma proteobacterium,AY934174,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18419,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934176,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18421,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934178,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18423,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934180,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18425,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934181,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18426,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934182,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18427,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934183,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18428,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured gamma proteobacterium,AY934184,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18429,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Colwelliaceae bacterium,AY934185,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18430,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,,,
uncultured Colwelliaceae bacterium,AY934187,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18432,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Thalassotalea,,,
uncultured Chromatiales bacterium,AY934188,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18433,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934189,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18434,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934190,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18435,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934191,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18436,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934192,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18437,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934193,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18438,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934194,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18439,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934195,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18440,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934196,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18441,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934197,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18442,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934198,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18443,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934199,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18444,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934200,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18445,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934201,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18446,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Thiotrichales bacterium,AY934202,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18447,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934203,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18448,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934204,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18449,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934205,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18450,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934206,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18451,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934207,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18452,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934208,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18453,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934209,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18454,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934210,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18455,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934211,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18456,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934212,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18457,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934213,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18458,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934214,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18459,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934215,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18460,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934216,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18461,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934217,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18462,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934218,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18463,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934219,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18464,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934220,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18465,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934221,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18466,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934222,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18467,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934223,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18468,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934224,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18469,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934225,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18470,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934226,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18471,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934227,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18472,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934228,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18473,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934229,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18474,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934230,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18475,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934231,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18476,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934232,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18477,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934233,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18478,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934234,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18479,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934235,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18480,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934236,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18481,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934237,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18482,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934238,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18483,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934239,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18484,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Chromatiales bacterium,AY934240,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18485,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934241,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18486,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934242,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18487,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934243,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18488,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Thiotrichales bacterium,AY934246,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18491,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934247,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18492,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Chromatiales bacterium,AY934248,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18493,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured gamma proteobacterium,AY934249,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18494,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,,uncultured,,
uncultured Chromatiales bacterium,AY934250,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18495,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Thiotrichales bacterium,AY934251,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18496,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured marine bacterium,AY934252,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18497,--,Yes,Bacteria,,,Bdellovibrionales,Bdellovibrionaceae,,Bdellovibrionota,Bdellovibrionia,OM27 clade
uncultured Chromatiales bacterium,AY934253,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18498,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Thiotrichales bacterium,AY934254,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18499,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934255,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18500,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934256,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18501,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934258,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18503,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934259,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18504,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934260,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18505,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured marine bacterium,AY934261,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18506,--,Yes,Bacteria,,,Bdellovibrionales,Bdellovibrionaceae,,Bdellovibrionota,Bdellovibrionia,OM27 clade
uncultured Thiotrichales bacterium,AY934262,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18507,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934263,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18508,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Thiotrichales bacterium,AY934264,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18509,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Chromatiales bacterium,AY934265,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18510,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934266,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18511,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934267,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18512,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Chromatiales bacterium,AY934268,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18513,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Thiotrichales bacterium,AY934269,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18514,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Chromatiales bacterium,AY934270,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18515,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
uncultured Thiotrichales bacterium,AY934271,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18516,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Piscirickettsiaceae,Candidatus Endoecteinascidia,Piscirickettsiales,,
uncultured Chromatiales bacterium,AY934272,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18517,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
