Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0,Taxonomy.SILVA.unknown 4
Chromobacterium violaceum ATCC 12472,AE016825,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20426,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,,,,,,
Coxiella burnetii RSA 493,AE016828,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20432,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Coxiellaceae,Coxiella,Coxiellales,,,,,
Coxiella burnetii RSA 493,AE016828,76,32,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_20433,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Coxiellaceae,Coxiella,Coxiellales,,,,,
Pseudomonas syringae pv. tomato str. DC3000,AE016853,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20437,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas syringae pv. tomato str. DC3000,AE016853,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20438,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Bacillus cereus ATCC 14579,AE016877,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20440,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus cereus ATCC 14579,AE016877,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20441,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus cereus ATCC 14579,AE016877,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20442,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus cereus ATCC 14579,AE016877,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20443,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus cereus ATCC 14579,AE016877,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20444,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Yersinia pestis biovar Microtus str. 91001,AE017042,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20450,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Yersinia pestis biovar Microtus str. 91001,AE017042,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20451,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Yersinia pestis biovar Microtus str. 91001,AE017042,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20452,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Yersinia pestis biovar Microtus str. 91001,AE017042,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20453,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Geobacter sulfurreducens PCA,AE017180,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20459,--,Yes,Bacteria,,,,Geobacteraceae,Geobacter,Desulfobacterota,Desulfuromonadia,Geobacterales,,,
Bacillus cereus ATCC 10987,AE017194,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20460,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus cereus ATCC 10987,AE017194,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20461,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Rickettsia typhi str. Wilmington,AE017197,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_20464,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,,,,,
Thermus thermophilus HB27,AE017221,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_20474,--,Yes,Bacteria,,Deinococci,Thermales,Thermaceae,Thermus,Deinococcota,,,,,
Thermus thermophilus HB27,AE017221,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_20475,--,Yes,Bacteria,,Deinococci,Thermales,Thermaceae,Thermus,Deinococcota,,,,,
Bacillus anthracis str. Sterne,AE017225,76,32,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_20482,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Mycoplasma hyopneumoniae J,AE017243,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20485,--,Yes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,,,
Mycoplasma hyopneumoniae 7448,AE017244,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20486,--,Yes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,,,
Mycoplasma synoviae 53,AE017245,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20487,--,Yes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,,,
Mesoplasma florum L1,AE017263,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_20492,--,Yes,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,,,,,,
Mesoplasma florum L1,AE017263,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_20493,--,Yes,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,,,,,,
Methylococcus capsulatus str. Bath,AE017282,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_20494,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,,,,,,
Methylococcus capsulatus str. Bath,AE017282,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_20495,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,,,,,,
Mycoplasma mobile 163K,AE017308,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_20501,--,Yes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,,,
Mycoplasma hyopneumoniae 232,AE017332,76,32,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_20503,--,Yes,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20507,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20508,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20509,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20510,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus subtilis,AF008220,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20525,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Zymomonas mobilis,AF088897,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20535,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,,,,,,
Pseudomonas aeruginosa,AF285417,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20546,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas aeruginosa,AF285419,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20547,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas aeruginosa,AF285421,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20548,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas aeruginosa,AF285422,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20549,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas aeruginosa,AF285424,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20550,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas aeruginosa,AF285426,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20551,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20582,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Francisellaceae,Francisella,Francisellales,,,,,
Candidatus Phytoplasma solani,AJ970604,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20596,--,Yes,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,,,,,,
Mycobacterium leprae,AL583918,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20610,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Actinobacteriota,,,,,
Yersinia pestis CO92,AL590842,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20614,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Yersinia pestis CO92,AL590842,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20615,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Yersinia pestis CO92,AL590842,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20616,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Yersinia pestis CO92,AL590842,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20617,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627268,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20628,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627268,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20629,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627268,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20630,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,,,,,,
Salmonella enterica subsp. enterica serovar Typhi,AL627274,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20631,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,,,,,,
Ralstonia solanacearum,AL646052,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20632,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,,,,,,
Ralstonia solanacearum,AL646052,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20633,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,,,,,,
Lactobacillus plantarum WCFS1,AL935252,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20639,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,Lactiplantibacillus,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20646,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20647,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,,,,,
Francisella tularensis subsp. holarctica LVS,AM233362,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20662,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Francisellaceae,Francisella,Francisellales,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20663,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20664,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,,,,
Helicobacter acinonychis str. Sheeba,AM260522,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20668,--,Yes,Bacteria,,,Campylobacterales,Helicobacteraceae,Helicobacter,Campylobacterota,Campylobacteria,,,,
Spiroplasma citri,AM285316,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20673,--,Yes,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,,,,,
Spiroplasma citri,AM285320,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20674,--,Yes,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20676,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20677,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20678,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20679,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Yersinia enterocolitica subsp. enterocolitica 8081,AM286415,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20680,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,,,,,,
Alcanivorax borkumensis SK2,AM286690,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20681,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Alcanivorax,Alcanivoracaceae1,,,,,
Lactococcus lactis subsp. cremoris MG1363,AM406671,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20683,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,,,,,
Bacillus clausii KSM-K16,AP006627,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20698,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus clausii KSM-K16,AP006627,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20699,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacteroides fragilis YCH46,AP006841,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20715,--,Yes,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidota,,,,,
Bacteroides fragilis YCH46,AP006841,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20716,--,Yes,Bacteria,,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidota,,,,,
Thermus thermophilus HB8,AP008226,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20750,--,Yes,Bacteria,,Deinococci,Thermales,Thermaceae,Thermus,Deinococcota,,,,,
Thermus thermophilus HB8,AP008226,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20751,--,Yes,Bacteria,,Deinococci,Thermales,Thermaceae,Thermus,Deinococcota,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20752,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,,,,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20753,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,,,,,
Desulfitobacterium hafniense Y51,AP008230,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20754,--,Yes,Bacteria,Firmicutes,,,,Desulfitobacterium,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,,,
Sodalis glossinidius str. 'morsitans',AP008232,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20756,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20757,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20758,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,,,,,,
Sodalis glossinidius str. 'morsitans',AP008232,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20759,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,,,,,,
Bacillus cereus,AY224381,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20784,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus cereus,AY224382,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20785,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus cereus,AY224387,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20787,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus cereus,AY224388,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20788,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Vibrio fluvialis,AY245215,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20789,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Vibrio fluvialis,AY245219,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20790,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Vibrio fluvialis,AY245221,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20791,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Vibrio parahaemolyticus,AY245226,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20792,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Vibrio parahaemolyticus,AY245227,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20793,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Vibrio parahaemolyticus,AY245232,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20794,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Vibrio parahaemolyticus,AY245233,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20795,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Vibrio parahaemolyticus,AY245237,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20796,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Vibrio parahaemolyticus,AY245238,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20797,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Vibrio vulnificus,AY245241,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20798,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Vibrio vulnificus,AY245242,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20799,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Vibrio vulnificus,AY245246,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20800,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Vibrio vulnificus,AY245247,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20801,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,,,,,,
Pseudomonas aeruginosa,AY258138,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20802,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas aeruginosa,AY273869,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20804,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas aeruginosa,AY273870,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20805,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas aeruginosa,AY273871,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20806,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Bacillus halodurans C-125,BA000004,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_20893,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
