Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.unknown 4,Taxonomy.SILVA.no rank 0
uncultured Pseudoalteromonas sp.,AY934133,74,38,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18378,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,
uncultured Alteromonadaceae bacterium,AY934134,74,38,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18379,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,,,,,,
uncultured Alteromonadaceae bacterium,AY934137,74,36,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18382,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,,,,,,
uncultured beta proteobacterium,AY957958,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18654,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,
uncultured beta proteobacterium,AY957959,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18655,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,
uncultured beta proteobacterium,AY957961,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18657,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,
uncultured beta proteobacterium,AY957965,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18659,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,
uncultured beta proteobacterium,AY957967,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18660,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,,,,,
Staurastrum punctulatum,AY958085,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_18667,--,Yes,Bacteria,Cyanobacteria,,,,,Cyanobacteriia,Chloroplast,,,,
uncultured bacterium,AY962323,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18671,--,Yes,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,uncultured,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18693,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18694,--,Yes,Bacteria,Firmicutes,Bacilli,,Staphylococcaceae,Staphylococcus,Staphylococcales,,,,,
Nostoc sp. PCC 7120,BA000019,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18698,--,Yes,Bacteria,Cyanobacteria,,,Nostocaceae,,Cyanobacteriia,Cyanobacteriales,Nostoc PCC-7524,,,
Nostoc sp. PCC 7120,BA000019,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18699,--,Yes,Bacteria,Cyanobacteria,,,Nostocaceae,,Cyanobacteriia,Cyanobacteriales,Nostoc PCC-7524,,,
Nostoc sp. PCC 7120,BA000019,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18700,--,Yes,Bacteria,Cyanobacteria,,,Nostocaceae,,Cyanobacteriia,Cyanobacteriales,Nostoc PCC-7524,,,
Streptococcus pyogenes SSI-1,BA000034,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18711,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus pyogenes SSI-1,BA000034,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18712,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus pyogenes SSI-1,BA000034,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18713,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Geobacillus kaustophilus HTA426,BA000043,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18719,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,,,,,,
Geobacillus kaustophilus HTA426,BA000043,74,32,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18720,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,,,,,,
Geobacillus kaustophilus HTA426,BA000043,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18722,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,,,,,,
Bacillus subtilis,D26185,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18723,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus subtilis,D26185,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18724,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Corynebacterium diphtheriae,BX248354,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18740,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Actinobacteriota,,,,,
Corynebacterium diphtheriae,BX248354,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18741,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Actinobacteriota,,,,,
Candidatus Blochmannia floridanus,BX248583,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18742,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Candidatus Blochmannia,,,,,,
Rhodopirellula baltica SH 1,BX294148,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18745,--,Yes,Bacteria,Planctomycetes,,,,Rhodopirellula,Planctomycetota,Pirellulales,Pirellulaceae,,,
Prochlorococcus marinus str. MIT 9313,BX572095,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18762,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Prochlorococcus MIT9313,,,
Prochlorococcus marinus str. MIT 9313,BX572100,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18763,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Prochlorococcus MIT9313,,,
Mycobacterium tuberculosis H37Rv,BX842572,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18775,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Actinobacteriota,,,,,
Streptococcus pyogenes MGAS10394,CP000003,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18799,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus pyogenes MGAS10394,CP000003,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18800,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus pyogenes MGAS10394,CP000003,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18801,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Lactobacillus acidophilus NCFM,CP000033,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18829,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,
Lactobacillus acidophilus NCFM,CP000033,75,31,44,No,0,tRNA,0,(()()()),((()()(()))),--,No,CRW,--,CRW_t_B_18830,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,,,,
Chlamydia trachomatis A/HAR-13,CP000051,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18845,--,Yes,Bacteria,Chlamydiae,,Chlamydiales,Chlamydiaceae,Chlamydia,Verrucomicrobiota,,,,,
Thermobifida fusca YX,CP000088,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18882,--,Yes,Bacteria,Actinobacteria,,Streptosporangiales,Nocardiopsaceae,Thermobifida,Actinobacteriota,,,,,
Prochlorococcus marinus str. NATL2A,CP000095,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18897,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Prochlorococcus MIT9313,,,
Synechococcus sp. CC9605,CP000110,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18908,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Synechococcus CC9902,,,
Synechococcus sp. CC9605,CP000110,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18909,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Synechococcus CC9902,,,
Prochlorococcus marinus str. MIT 9312,CP000111,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18910,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Prochlorococcus MIT9313,,,
Streptococcus agalactiae A909,CP000114,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18922,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Erythrobacter litoralis HTCC2594,CP000157,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18957,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,,,,,,
Salinibacter ruber DSM 13855,CP000159,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18959,--,Yes,Bacteria,,Rhodothermia,Rhodothermales,Rhodothermaceae,Salinibacter,Bacteroidota,,,,,
Neorickettsia sennetsu str. Miyayama,CP000237,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18971,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,,,,,,
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),CP000238,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18973,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,,,,,,,Candidatus Baumannia
Synechococcus sp. JA-3-3Ab,CP000239,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18974,--,Yes,Bacteria,Cyanobacteria,,,,,Cyanobacteriia,Eurycoccales,Leptococcaceae,Leptococcus JA-3-3Ab,,
Synechococcus sp. JA-3-3Ab,CP000239,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18975,--,Yes,Bacteria,Cyanobacteria,,,,,Cyanobacteriia,Eurycoccales,Leptococcaceae,Leptococcus JA-3-3Ab,,
Synechococcus sp. JA-2-3B'a(2-13),CP000240,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18976,--,Yes,Bacteria,Cyanobacteria,,,,,Cyanobacteriia,Eurycoccales,Leptococcaceae,Leptococcus JA-3-3Ab,,
Synechococcus sp. JA-2-3B'a(2-13),CP000240,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18977,--,Yes,Bacteria,Cyanobacteria,,,,,Cyanobacteriia,Eurycoccales,Leptococcaceae,Leptococcus JA-3-3Ab,,
Escherichia coli UTI89,CP000243,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18981,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Escherichia-Shigella,,,,,
Escherichia coli UTI89,CP000243,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18982,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Escherichia-Shigella,,,,,
Escherichia coli UTI89,CP000243,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_18983,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,Escherichia-Shigella,,,,,
Streptococcus pyogenes MGAS10270,CP000260,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19003,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus pyogenes MGAS10270,CP000260,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19004,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus pyogenes MGAS10270,CP000260,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19005,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Mycobacterium sp. MCS,CP000384,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19075,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Actinobacteriota,,,,,
Rubrobacter xylanophilus DSM 9941,CP000386,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19076,--,Yes,Bacteria,,Rubrobacteria,Rubrobacterales,,Rubrobacter,Actinobacteriota,Rubrobacteriaceae,,,,
Streptococcus pneumoniae D39,CP000410,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19090,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus pneumoniae D39,CP000410,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19091,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Oenococcus oeni PSU-1,CP000411,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19092,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,,,,,,
Lactobacillus brevis ATCC 367,CP000416,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19105,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,Levilactobacillus,,,,,
Lactobacillus brevis ATCC 367,CP000416,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19106,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,Levilactobacillus,,,,,
Lactobacillus brevis ATCC 367,CP000416,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19107,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,Levilactobacillus,,,,,
Streptococcus thermophilus LMD-9,CP000419,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19108,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Streptococcus thermophilus LMD-9,CP000419,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19109,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,,,,,
Pediococcus pentosaceus ATCC 25745,CP000422,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19110,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,,,,,,
Pediococcus pentosaceus ATCC 25745,CP000422,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19111,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,,,,,,
Pediococcus pentosaceus ATCC 25745,CP000422,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19112,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,,,,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19116,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,,,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19117,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,,,,,
Synechococcus sp. CC9311,CP000435,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19119,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Synechococcus CC9902,,,
Synechococcus sp. CC9311,CP000435,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19120,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Synechococcus CC9902,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19126,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19127,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19128,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19129,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,
Arthrobacter sp. FB24,CP000454,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19150,--,Yes,Bacteria,Actinobacteria,,Micrococcales,Micrococcaceae,Arthrobacter,Actinobacteriota,,,,,
Acidothermus cellulolyticus 11B,CP000481,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19173,--,Yes,Bacteria,Actinobacteria,,Frankiales,Acidothermaceae,Acidothermus,Actinobacteriota,,,,,
Nocardioides sp. JS614,CP000509,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19195,--,Yes,Bacteria,Actinobacteria,,Propionibacteriales,Nocardioidaceae,Nocardioides,Actinobacteriota,,,,,
Mycobacterium sp. KMS,CP000518,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19206,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Actinobacteriota,,,,,
Prochlorococcus marinus str. AS9601,CP000551,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19233,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Prochlorococcus MIT9313,,,
Prochlorococcus marinus str. MIT 9515,CP000552,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19234,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Prochlorococcus MIT9313,,,
Prochlorococcus marinus str. NATL1A,CP000553,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19235,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Prochlorococcus MIT9313,,,
Prochlorococcus marinus str. MIT 9303,CP000554,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19236,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Prochlorococcus MIT9313,,,
Prochlorococcus marinus str. MIT 9303,CP000554,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19237,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,,,Cyanobacteriia,Cyanobiaceae,Prochlorococcus MIT9313,,,
Cyanophora paradoxa,M19493,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19240,--,Yes,Bacteria,Cyanobacteria,,,,,Cyanobacteriia,Chloroplast,,,,
Cyanophora paradoxa,U30821,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19242,--,Yes,Bacteria,Cyanobacteria,,,,,Cyanobacteriia,Chloroplast,,,,
Cyanophora paradoxa,U30821,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19243,--,Yes,Bacteria,Cyanobacteria,,,,,Cyanobacteriia,Chloroplast,,,,
Desulfotalea psychrophila LSv54,CR522870,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19302,--,Yes,Bacteria,,,,,Desulfotalea,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,,
Desulfotalea psychrophila LSv54,CR522870,74,32,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19303,--,Yes,Bacteria,,,,,Desulfotalea,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,,
Lactobacillus sakei subsp. sakei 23K,CR936503,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19330,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,Latilactobacillus,,,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19331,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,Latilactobacillus,,,,,
Ostreococcus tauri,CR954199,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19332,--,Yes,Bacteria,Cyanobacteria,,,,,Cyanobacteriia,Chloroplast,,,,
Ostreococcus tauri,CR954199,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_19333,--,Yes,Bacteria,Cyanobacteria,,,,,Cyanobacteriia,Chloroplast,,,,
Candidatus Kuenenia stuttgartiensis,CT573071,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19342,--,Yes,Bacteria,,,,,Candidatus Kuenenia,Planctomycetota,Brocadiae,Brocadiales,Brocadiaceae,,
Frankia alni ACN14a,CT573213,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19343,--,Yes,Bacteria,Actinobacteria,,Frankiales,Frankiaceae,Frankia,Actinobacteriota,,,,,
uncultured bacterium,DQ010159,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19387,--,Yes,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,uncultured,,,,,
Listeria seeligeri,DQ065839,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19392,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,,,,,,
Listeria seeligeri,DQ065840,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19393,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,,,,,,
Listeria seeligeri,DQ065841,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19394,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,,,,,,
Listeria seeligeri,DQ065842,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19395,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,,,,,,
Listeria seeligeri,DQ065843,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19396,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,,,,,,
Listeria seeligeri,DQ065844,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19397,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,,,,,,
Listeria seeligeri,DQ065845,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19398,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,,,,,,
Listeria welshimeri,DQ065846,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_19399,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,,,,,,
