Organism name,Length,Benchmark ID,Taxonomy.join.superkingdom,Taxonomy.join.phylum
Bacillus licheniformis,1545,CRW_16S_B_11440,Bacteria,Firmicutes
Bacillus luciferensis,1502,CRW_16S_B_11443,Bacteria,Firmicutes
Streptomyces asiaticus,1482,CRW_16S_B_1151,Bacteria,Actinobacteria
Bacillus methanolicus,1550,CRW_16S_B_11455,Bacteria,Firmicutes
Bacillus methanolicus,1549,CRW_16S_B_11456,Bacteria,Firmicutes
Bacillus mycoides,1506,CRW_16S_B_11463,Bacteria,Firmicutes
Bacillus oleronius,1500,CRW_16S_B_11469,Bacteria,Firmicutes
Virgibacillus pantothenticus,1491,CRW_16S_B_11471,Bacteria,Firmicutes
Sporosarcina psychrophila,1485,CRW_16S_B_11479,Bacteria,Firmicutes
Brochothrix thermosphacta,1520,CRW_16S_B_11489,Bacteria,Firmicutes
Bacillus smithii,1524,CRW_16S_B_11493,Bacteria,Firmicutes
Bacillus halmapalus,1504,CRW_16S_B_11498,Bacteria,Firmicutes
Bacillus sporothermodurans,1496,CRW_16S_B_11566,Bacteria,Firmicutes
Bacillus sporothermodurans,1497,CRW_16S_B_11567,Bacteria,Firmicutes
Bacillus sporothermodurans,1497,CRW_16S_B_11568,Bacteria,Firmicutes
Geobacillus stearothermophilus,1510,CRW_16S_B_11572,Bacteria,Firmicutes
Bacillus subtilis,1525,CRW_16S_B_11573,Bacteria,Firmicutes
Bacillus subtilis subsp. subtilis str. 168,1550,CRW_16S_B_11581,Bacteria,Firmicutes
Bacillus subtilis subsp. subtilis str. 168,1550,CRW_16S_B_11584,Bacteria,Firmicutes
Bacillus subtilis subsp. subtilis str. 168,1550,CRW_16S_B_11586,Bacteria,Firmicutes
Bacillus subtilis subsp. subtilis str. 168,1550,CRW_16S_B_11589,Bacteria,Firmicutes
Streptomyces mexicanus,1483,CRW_16S_B_1166,Bacteria,Actinobacteria
Bacillus subtilis,1550,CRW_16S_B_11600,Bacteria,Firmicutes
Bacillus thuringiensis,1506,CRW_16S_B_11617,Bacteria,Firmicutes
Bacillus thuringiensis,1506,CRW_16S_B_11618,Bacteria,Firmicutes
Aneurinibacillus thermoaerophilus,1485,CRW_16S_B_11619,Bacteria,Firmicutes
Geobacillus thermocatenulatus,1523,CRW_16S_B_11621,Bacteria,Firmicutes
Geobacillus thermodenitrificans,1517,CRW_16S_B_11623,Bacteria,Firmicutes
Geobacillus thermoleovorans,1518,CRW_16S_B_11625,Bacteria,Firmicutes
Bacillus thuringiensis,1486,CRW_16S_B_11626,Bacteria,Firmicutes
Streptomyces seoulensis,1481,CRW_16S_B_1169,Bacteria,Actinobacteria
Bacillus cereus E33L,1510,CRW_16S_B_11644,Bacteria,Firmicutes
Bacillus cereus E33L,1503,CRW_16S_B_11645,Bacteria,Firmicutes
Bacillus cereus E33L,1510,CRW_16S_B_11646,Bacteria,Firmicutes
Bacillus cereus E33L,1503,CRW_16S_B_11647,Bacteria,Firmicutes
Bacillus cereus E33L,1510,CRW_16S_B_11648,Bacteria,Firmicutes
Bacillus cereus E33L,1510,CRW_16S_B_11649,Bacteria,Firmicutes
Bacillus cereus E33L,1503,CRW_16S_B_11650,Bacteria,Firmicutes
Bacillus cereus E33L,1503,CRW_16S_B_11651,Bacteria,Firmicutes
Bacillus cereus E33L,1510,CRW_16S_B_11652,Bacteria,Firmicutes
Bacillus cereus E33L,1510,CRW_16S_B_11653,Bacteria,Firmicutes
Bacillus cereus E33L,1510,CRW_16S_B_11654,Bacteria,Firmicutes
Bacillus cereus E33L,1510,CRW_16S_B_11655,Bacteria,Firmicutes
Bacillus cereus E33L,1510,CRW_16S_B_11656,Bacteria,Firmicutes
Streptococcus pyogenes MGAS10394,1550,CRW_16S_B_11664,Bacteria,Firmicutes
Streptococcus pyogenes MGAS10394,1550,CRW_16S_B_11665,Bacteria,Firmicutes
Streptococcus pyogenes MGAS10394,1550,CRW_16S_B_11666,Bacteria,Firmicutes
Streptococcus pyogenes MGAS10394,1550,CRW_16S_B_11667,Bacteria,Firmicutes
Streptococcus pyogenes MGAS10394,1550,CRW_16S_B_11668,Bacteria,Firmicutes
Streptococcus pyogenes MGAS10394,1550,CRW_16S_B_11669,Bacteria,Firmicutes
Streptococcus agalactiae A909,1507,CRW_16S_B_11694,Bacteria,Firmicutes
Streptococcus agalactiae A909,1507,CRW_16S_B_11695,Bacteria,Firmicutes
Streptococcus agalactiae A909,1507,CRW_16S_B_11696,Bacteria,Firmicutes
Streptococcus agalactiae A909,1507,CRW_16S_B_11697,Bacteria,Firmicutes
Streptococcus agalactiae A909,1507,CRW_16S_B_11698,Bacteria,Firmicutes
Streptococcus agalactiae A909,1507,CRW_16S_B_11699,Bacteria,Firmicutes
Streptococcus agalactiae A909,1507,CRW_16S_B_11700,Bacteria,Firmicutes
Carnobacterium divergens,1493,CRW_16S_B_11736,Bacteria,Firmicutes
Carnobacterium divergens,1503,CRW_16S_B_11737,Bacteria,Firmicutes
Carnobacterium maltaromaticum,1493,CRW_16S_B_11741,Bacteria,Firmicutes
Carnobacterium maltaromaticum,1503,CRW_16S_B_11742,Bacteria,Firmicutes
Caryophanon latum,1491,CRW_16S_B_11743,Bacteria,Firmicutes
Caryophanon latum,1492,CRW_16S_B_11745,Bacteria,Firmicutes
Caryophanon tenue,1492,CRW_16S_B_11746,Bacteria,Firmicutes
Dolosigranulum pigrum,1523,CRW_16S_B_11749,Bacteria,Firmicutes
Staphylococcus equorum,1520,CRW_16S_B_11751,Bacteria,Firmicutes
Bacillus cereus,1489,CRW_16S_B_11753,Bacteria,Firmicutes
Bacillus subtilis,1489,CRW_16S_B_11757,Bacteria,Firmicutes
Bacillus subtilis,1499,CRW_16S_B_11758,Bacteria,Firmicutes
Bacillus subtilis,1502,CRW_16S_B_11759,Bacteria,Firmicutes
Bacillus subtilis,1499,CRW_16S_B_11770,Bacteria,Firmicutes
uncultured Gemella sp.,1493,CRW_16S_B_11788,Bacteria,Firmicutes
uncultured Streptococcus sp.,1542,CRW_16S_B_11790,Bacteria,Firmicutes
uncultured Streptococcus sp.,1544,CRW_16S_B_11791,Bacteria,Firmicutes
Bacillus subtilis,1514,CRW_16S_B_11793,Bacteria,Firmicutes
Bacillus licheniformis,1510,CRW_16S_B_11794,Bacteria,Firmicutes
Bacillus subtilis,1492,CRW_16S_B_11801,Bacteria,Firmicutes
Bacillus subtilis,1497,CRW_16S_B_11802,Bacteria,Firmicutes
Bacillus subtilis,1496,CRW_16S_B_11803,Bacteria,Firmicutes
Bacillus subtilis,1493,CRW_16S_B_11804,Bacteria,Firmicutes
Bacillus subtilis,1497,CRW_16S_B_11813,Bacteria,Firmicutes
Bacillus subtilis,1495,CRW_16S_B_11815,Bacteria,Firmicutes
Bacillus subtilis,1500,CRW_16S_B_11816,Bacteria,Firmicutes
Streptomyces scabiei,1521,CRW_16S_B_1189,Bacteria,Actinobacteria
Listeria seeligeri,1546,CRW_16S_B_11836,Bacteria,Firmicutes
Listeria seeligeri,1546,CRW_16S_B_11837,Bacteria,Firmicutes
Listeria seeligeri,1546,CRW_16S_B_11838,Bacteria,Firmicutes
Listeria seeligeri,1546,CRW_16S_B_11839,Bacteria,Firmicutes
Streptomyces acidiscabies,1521,CRW_16S_B_1190,Bacteria,Actinobacteria
Listeria seeligeri,1546,CRW_16S_B_11840,Bacteria,Firmicutes
Listeria seeligeri,1546,CRW_16S_B_11841,Bacteria,Firmicutes
Listeria seeligeri,1546,CRW_16S_B_11842,Bacteria,Firmicutes
Listeria welshimeri,1546,CRW_16S_B_11843,Bacteria,Firmicutes
Bacillus subtilis,1483,CRW_16S_B_11848,Bacteria,Firmicutes
Bacillus subtilis,1484,CRW_16S_B_11849,Bacteria,Firmicutes
Bacillus licheniformis,1515,CRW_16S_B_11854,Bacteria,Firmicutes
Bacillus licheniformis,1515,CRW_16S_B_11855,Bacteria,Firmicutes
Bacillus licheniformis,1515,CRW_16S_B_11856,Bacteria,Firmicutes
Bacillus licheniformis,1492,CRW_16S_B_11864,Bacteria,Firmicutes
Bacillus licheniformis,1490,CRW_16S_B_11865,Bacteria,Firmicutes
Bacillus licheniformis,1485,CRW_16S_B_11866,Bacteria,Firmicutes
Micromonospora pattaloongensis,1511,CRW_16S_B_1194,Bacteria,Actinobacteria
Halobacillus karajensis,1517,CRW_16S_B_11886,Bacteria,Firmicutes
Halobacillus trueperi,1520,CRW_16S_B_11887,Bacteria,Firmicutes
Halobacillus trueperi,1513,CRW_16S_B_11888,Bacteria,Firmicutes
Arcanobacterium haemolyticum,1489,CRW_16S_B_1195,Bacteria,Actinobacteria
Bacillus licheniformis,1495,CRW_16S_B_11910,Bacteria,Firmicutes
Bacillus licheniformis,1482,CRW_16S_B_11911,Bacteria,Firmicutes
Bacillus pumilus,1488,CRW_16S_B_11940,Bacteria,Firmicutes
Streptomyces caelestis,1518,CRW_16S_B_1206,Bacteria,Actinobacteria
Halobacillus trueperi,1500,CRW_16S_B_12032,Bacteria,Firmicutes
Bacillus licheniformis,1513,CRW_16S_B_12045,Bacteria,Firmicutes
Actinobaculum suis,1526,CRW_16S_B_1237,Bacteria,Actinobacteria
Actinoplanes digitatis,1507,CRW_16S_B_1247,Bacteria,Actinobacteria
Actinoplanes durhamensis,1509,CRW_16S_B_1248,Bacteria,Actinobacteria
Tropheryma whipplei str. Twist,1525,CRW_16S_B_1249,Bacteria,Actinobacteria
Bifidobacterium longum NCC2705,1530,CRW_16S_B_1250,Bacteria,Actinobacteria
Bifidobacterium longum NCC2705,1530,CRW_16S_B_1251,Bacteria,Actinobacteria
Bifidobacterium longum NCC2705,1530,CRW_16S_B_1253,Bacteria,Actinobacteria
Tropheryma whipplei str. Twist,1525,CRW_16S_B_1254,Bacteria,Actinobacteria
Streptomyces avermitilis,1517,CRW_16S_B_1273,Bacteria,Actinobacteria
Bacillus licheniformis,1492,CRW_16S_B_12693,Bacteria,Firmicutes
Bacillus licheniformis,1481,CRW_16S_B_12699,Bacteria,Firmicutes
Bacillus subtilis,1521,CRW_16S_B_12800,Bacteria,Firmicutes
Bacillus subtilis,1514,CRW_16S_B_12804,Bacteria,Firmicutes
Streptococcus anginosus,1521,CRW_16S_B_12807,Bacteria,Firmicutes
Bacillus cereus,1535,CRW_16S_B_12813,Bacteria,Firmicutes
Bacillus subtilis,1534,CRW_16S_B_12814,Bacteria,Firmicutes
Bacillus pumilus,1481,CRW_16S_B_12816,Bacteria,Firmicutes
Corynebacterium glutamicum,1523,CRW_16S_B_1288,Bacteria,Actinobacteria
Streptococcus dysgalactiae subsp. equisimilis,1487,CRW_16S_B_12859,Bacteria,Firmicutes
Enterococcus faecalis,1504,CRW_16S_B_12877,Bacteria,Firmicutes
Enterococcus lactis,1499,CRW_16S_B_12888,Bacteria,Firmicutes
Staphylococcus aureus,1518,CRW_16S_B_12906,Bacteria,Firmicutes
Bacillus pumilus,1512,CRW_16S_B_12926,Bacteria,Firmicutes
Lentzea albidocapillata,1509,CRW_16S_B_1299,Bacteria,Actinobacteria
uncultured Staphylococcus sp.,1511,CRW_16S_B_12936,Bacteria,Firmicutes
Mycobacterium montefiorense,1517,CRW_16S_B_1301,Bacteria,Actinobacteria
Streptococcus pseudoporcinus,1491,CRW_16S_B_13090,Bacteria,Firmicutes
Staphylococcus aureus,1504,CRW_16S_B_13103,Bacteria,Firmicutes
Lactobacillus gasseri,1526,CRW_16S_B_13133,Bacteria,Firmicutes
Lactococcus lactis,1495,CRW_16S_B_13218,Bacteria,Firmicutes
Lactococcus lactis,1495,CRW_16S_B_13219,Bacteria,Firmicutes
Lactococcus lactis,1495,CRW_16S_B_13220,Bacteria,Firmicutes
Lactococcus lactis,1495,CRW_16S_B_13221,Bacteria,Firmicutes
Enterococcus faecalis,1503,CRW_16S_B_13222,Bacteria,Firmicutes
Enterococcus faecalis,1505,CRW_16S_B_13223,Bacteria,Firmicutes
Lactococcus lactis,1495,CRW_16S_B_13224,Bacteria,Firmicutes
Enterococcus faecalis,1504,CRW_16S_B_13225,Bacteria,Firmicutes
uncultured Gemella sp.,1491,CRW_16S_B_13240,Bacteria,Firmicutes
uncultured Streptococcus sp.,1545,CRW_16S_B_13241,Bacteria,Firmicutes
uncultured Streptococcus sp.,1540,CRW_16S_B_13242,Bacteria,Firmicutes
uncultured Streptococcus sp.,1544,CRW_16S_B_13244,Bacteria,Firmicutes
uncultured Streptococcus sp.,1529,CRW_16S_B_13245,Bacteria,Firmicutes
Streptomyces speibonae,1490,CRW_16S_B_1331,Bacteria,Actinobacteria
Bacillus licheniformis,1542,CRW_16S_B_13252,Bacteria,Firmicutes
Bacillus licheniformis,1502,CRW_16S_B_13255,Bacteria,Firmicutes
Nocardia veterana,1494,CRW_16S_B_1334,Bacteria,Actinobacteria
Bacillus cereus,1482,CRW_16S_B_13283,Bacteria,Firmicutes
Bacillus cereus,1481,CRW_16S_B_13286,Bacteria,Firmicutes
Bacillus cereus,1513,CRW_16S_B_13294,Bacteria,Firmicutes
Bacillus circulans,1495,CRW_16S_B_13296,Bacteria,Firmicutes
Streptomyces humiferus,1509,CRW_16S_B_1336,Bacteria,Actinobacteria
Streptomyces violaceoruber,1510,CRW_16S_B_1337,Bacteria,Actinobacteria
Enterococcus casseliflavus,1482,CRW_16S_B_13312,Bacteria,Firmicutes
Enterococcus casseliflavus,1482,CRW_16S_B_13313,Bacteria,Firmicutes
Enterococcus casseliflavus,1482,CRW_16S_B_13314,Bacteria,Firmicutes
Bacillus subtilis,1502,CRW_16S_B_13320,Bacteria,Firmicutes
Streptomyces violaceoruber,1513,CRW_16S_B_1339,Bacteria,Actinobacteria
Streptomyces coelescens,1515,CRW_16S_B_1341,Bacteria,Actinobacteria
Enterococcus faecalis,1483,CRW_16S_B_13352,Bacteria,Firmicutes
Bacillus pumilus,1506,CRW_16S_B_13357,Bacteria,Firmicutes
uncultured Lactobacillus sp.,1503,CRW_16S_B_13359,Bacteria,Firmicutes
Bacillus subtilis,1547,CRW_16S_B_13360,Bacteria,Firmicutes
Bacillus cereus,1493,CRW_16S_B_13367,Bacteria,Firmicutes
Bacillus cereus,1509,CRW_16S_B_13369,Bacteria,Firmicutes
Streptomyces lividans,1507,CRW_16S_B_1343,Bacteria,Actinobacteria
Bacillus subtilis,1542,CRW_16S_B_13454,Bacteria,Firmicutes
Bacillus licheniformis,1482,CRW_16S_B_13458,Bacteria,Firmicutes
Paenibacillus polymyxa,1512,CRW_16S_B_13506,Bacteria,Firmicutes
Staphylococcus pettenkoferi,1535,CRW_16S_B_13545,Bacteria,Firmicutes
Staphylococcus pettenkoferi,1535,CRW_16S_B_13546,Bacteria,Firmicutes
Staphylococcus pettenkoferi,1535,CRW_16S_B_13547,Bacteria,Firmicutes
Staphylococcus pettenkoferi,1535,CRW_16S_B_13548,Bacteria,Firmicutes
Staphylococcus aureus,1505,CRW_16S_B_13551,Bacteria,Firmicutes
Staphylococcus aureus,1505,CRW_16S_B_13552,Bacteria,Firmicutes
Bacillus subtilis,1520,CRW_16S_B_13553,Bacteria,Firmicutes
Actinoplanes ferrugineus,1509,CRW_16S_B_1375,Bacteria,Actinobacteria
Agromyces cerinus,1486,CRW_16S_B_1377,Bacteria,Actinobacteria
Agromyces cerinus,1483,CRW_16S_B_1378,Bacteria,Actinobacteria
Agromyces mediolanus,1484,CRW_16S_B_1380,Bacteria,Actinobacteria
Agromyces mediolanus,1519,CRW_16S_B_1381,Bacteria,Actinobacteria
Agromyces ramosus,1482,CRW_16S_B_1385,Bacteria,Actinobacteria
Bacillus subtilis,1541,CRW_16S_B_13838,Bacteria,Firmicutes
Bacillus subtilis,1499,CRW_16S_B_13866,Bacteria,Firmicutes
Streptomyces purpurogeneiscleroticus,1498,CRW_16S_B_1413,Bacteria,Actinobacteria
Streptomyces violens,1498,CRW_16S_B_1414,Bacteria,Actinobacteria
Streptomyces niger,1498,CRW_16S_B_1416,Bacteria,Actinobacteria
Streptomyces sclerotialus,1498,CRW_16S_B_1417,Bacteria,Actinobacteria
Streptomyces chrestomyceticus,1497,CRW_16S_B_1418,Bacteria,Actinobacteria
Streptomyces rimosus subsp. paromomycinus,1496,CRW_16S_B_1419,Bacteria,Actinobacteria
Streptomyces chattanoogensis,1484,CRW_16S_B_1420,Bacteria,Actinobacteria
Streptomyces tubercidicus,1498,CRW_16S_B_1421,Bacteria,Actinobacteria
Streptomyces catenulae,1498,CRW_16S_B_1422,Bacteria,Actinobacteria
Arthrobacter pigmenti,1489,CRW_16S_B_1424,Bacteria,Actinobacteria
Micrococcus luteus,1506,CRW_16S_B_1435,Bacteria,Actinobacteria
Micrococcus luteus,1502,CRW_16S_B_1436,Bacteria,Actinobacteria
Micrococcus luteus,1507,CRW_16S_B_1437,Bacteria,Actinobacteria
Bacillus pumilus,1484,CRW_16S_B_14862,Bacteria,Firmicutes
Bacillus atrophaeus,1484,CRW_16S_B_14869,Bacteria,Firmicutes
Bacillus subtilis,1511,CRW_16S_B_14879,Bacteria,Firmicutes
Streptomyces aurantiacus,1482,CRW_16S_B_1502,Bacteria,Actinobacteria
Bacillus subtilis,1511,CRW_16S_B_14960,Bacteria,Firmicutes
Staphylococcus aureus,1516,CRW_16S_B_15064,Bacteria,Firmicutes
Staphylococcus aureus,1503,CRW_16S_B_15065,Bacteria,Firmicutes
Staphylococcus aureus,1516,CRW_16S_B_15066,Bacteria,Firmicutes
Enterococcus cecorum,1496,CRW_16S_B_15069,Bacteria,Firmicutes
Enterococcus faecalis,1541,CRW_16S_B_15071,Bacteria,Firmicutes
Enterococcus faecium,1510,CRW_16S_B_15073,Bacteria,Firmicutes
Lactococcus garvieae,1497,CRW_16S_B_15079,Bacteria,Firmicutes
Enterococcus faecalis,1484,CRW_16S_B_15083,Bacteria,Firmicutes
Enterococcus faecium,1489,CRW_16S_B_15084,Bacteria,Firmicutes
Enterococcus hirae,1496,CRW_16S_B_15087,Bacteria,Firmicutes
Exiguobacterium acetylicum,1482,CRW_16S_B_15092,Bacteria,Firmicutes
Exiguobacterium aurantiacum,1527,CRW_16S_B_15093,Bacteria,Firmicutes
Gemella haemolysans,1537,CRW_16S_B_15101,Bacteria,Firmicutes
Gemella haemolysans,1499,CRW_16S_B_15102,Bacteria,Firmicutes
Gemella morbillorum,1536,CRW_16S_B_15103,Bacteria,Firmicutes
Geobacillus thermoleovorans,1524,CRW_16S_B_15105,Bacteria,Firmicutes
Halobacillus karajensis,1529,CRW_16S_B_15108,Bacteria,Firmicutes
Kurthia zopfii,1525,CRW_16S_B_15115,Bacteria,Firmicutes
Lactobacillus acetotolerans,1518,CRW_16S_B_15116,Bacteria,Firmicutes
Lactobacillus acidophilus,1539,CRW_16S_B_15119,Bacteria,Firmicutes
Lactobacillus amylovorus,1512,CRW_16S_B_15124,Bacteria,Firmicutes
Leuconostoc citreum,1490,CRW_16S_B_15148,Bacteria,Firmicutes
Lactococcus lactis,1548,CRW_16S_B_15149,Bacteria,Firmicutes
Lactococcus piscium,1484,CRW_16S_B_15156,Bacteria,Firmicutes
Leuconostoc fallax,1505,CRW_16S_B_15159,Bacteria,Firmicutes
Leuconostoc lactis,1499,CRW_16S_B_15160,Bacteria,Firmicutes
Leuconostoc mesenteroides,1494,CRW_16S_B_15161,Bacteria,Firmicutes
Leuconostoc mesenteroides,1529,CRW_16S_B_15162,Bacteria,Firmicutes
Oenococcus oeni,1510,CRW_16S_B_15164,Bacteria,Firmicutes
Lactobacillus delbrueckii,1488,CRW_16S_B_15167,Bacteria,Firmicutes
Lactobacillus delbrueckii,1512,CRW_16S_B_15168,Bacteria,Firmicutes
Lactobacillus gasseri,1521,CRW_16S_B_15176,Bacteria,Firmicutes
Listeria grayi,1494,CRW_16S_B_15190,Bacteria,Firmicutes
Listeria ivanovii,1492,CRW_16S_B_15193,Bacteria,Firmicutes
Listeria monocytogenes,1521,CRW_16S_B_15197,Bacteria,Firmicutes
Listeria grayi,1495,CRW_16S_B_15199,Bacteria,Firmicutes
Listeria welshimeri,1492,CRW_16S_B_15201,Bacteria,Firmicutes
Lactobacillus delbrueckii subsp. lactis,1544,CRW_16S_B_15205,Bacteria,Firmicutes
Carnobacterium maltaromaticum,1499,CRW_16S_B_15207,Bacteria,Firmicutes
Carnobacterium maltaromaticum,1502,CRW_16S_B_15208,Bacteria,Firmicutes
Rhodococcus wratislaviensis,1488,CRW_16S_B_1529,Bacteria,Actinobacteria
Lactobacillus sp.,1519,CRW_16S_B_15235,Bacteria,Firmicutes
Paenibacillus amylolyticus,1508,CRW_16S_B_15249,Bacteria,Firmicutes
Paenibacillus apiarius,1489,CRW_16S_B_15251,Bacteria,Firmicutes
Paenibacillus macerans,1496,CRW_16S_B_15265,Bacteria,Firmicutes
Paenibacillus macquariensis,1497,CRW_16S_B_15269,Bacteria,Firmicutes
Paenibacillus polymyxa,1491,CRW_16S_B_15273,Bacteria,Firmicutes
Paenibacillus validus,1483,CRW_16S_B_15278,Bacteria,Firmicutes
Pediococcus acidilactici,1526,CRW_16S_B_15282,Bacteria,Firmicutes
Pediococcus pentosaceus,1534,CRW_16S_B_15283,Bacteria,Firmicutes
Paenibacillus jamilae,1538,CRW_16S_B_15284,Bacteria,Firmicutes
Saccharococcus thermophilus,1538,CRW_16S_B_15291,Bacteria,Firmicutes
Saccharococcus thermophilus,1538,CRW_16S_B_15292,Bacteria,Firmicutes
Staphylococcus condimenti,1545,CRW_16S_B_15301,Bacteria,Firmicutes
Salinicoccus roseus,1543,CRW_16S_B_15302,Bacteria,Firmicutes
Sulfobacillus thermosulfidooxidans,1519,CRW_16S_B_15309,Bacteria,Firmicutes
Staphylococcus piscifermentans,1493,CRW_16S_B_15316,Bacteria,Firmicutes
Staphylococcus piscifermentans,1544,CRW_16S_B_15317,Bacteria,Firmicutes
Staphylococcus piscifermentans,1545,CRW_16S_B_15318,Bacteria,Firmicutes
Sporolactobacillus inulinus,1485,CRW_16S_B_15321,Bacteria,Firmicutes
Sporolactobacillus inulinus,1485,CRW_16S_B_15322,Bacteria,Firmicutes
Sporolactobacillus inulinus,1531,CRW_16S_B_15323,Bacteria,Firmicutes
Sporolactobacillus terrae,1483,CRW_16S_B_15328,Bacteria,Firmicutes
Sporolactobacillus terrae,1483,CRW_16S_B_15329,Bacteria,Firmicutes
Streptococcus anginosus,1503,CRW_16S_B_15350,Bacteria,Firmicutes
Streptococcus parasanguinis,1481,CRW_16S_B_15380,Bacteria,Firmicutes
Streptococcus salivarius,1530,CRW_16S_B_15396,Bacteria,Firmicutes
Streptococcus sanguinis,1481,CRW_16S_B_15398,Bacteria,Firmicutes
Rhodococcus triatomae,1486,CRW_16S_B_1546,Bacteria,Actinobacteria
Rhodococcus triatomae,1489,CRW_16S_B_1547,Bacteria,Actinobacteria
Staphylococcus aureus,1500,CRW_16S_B_15412,Bacteria,Firmicutes
Nocardia elegans,1483,CRW_16S_B_1548,Bacteria,Actinobacteria
Staphylococcus epidermidis,1499,CRW_16S_B_15440,Bacteria,Firmicutes
Staphylococcus haemolyticus,1544,CRW_16S_B_15442,Bacteria,Firmicutes
Staphylococcus hominis,1544,CRW_16S_B_15445,Bacteria,Firmicutes
Staphylococcus muscae,1500,CRW_16S_B_15451,Bacteria,Firmicutes
Staphylococcus saccharolyticus,1527,CRW_16S_B_15453,Bacteria,Firmicutes
Staphylococcus saprophyticus,1498,CRW_16S_B_15456,Bacteria,Firmicutes
Staphylococcus saprophyticus,1529,CRW_16S_B_15457,Bacteria,Firmicutes
Staphylococcus schleiferi,1527,CRW_16S_B_15458,Bacteria,Firmicutes
Staphylococcus schleiferi,1547,CRW_16S_B_15460,Bacteria,Firmicutes
Staphylococcus sp.,1510,CRW_16S_B_15463,Bacteria,Firmicutes
Vagococcus fluvialis,1486,CRW_16S_B_15480,Bacteria,Firmicutes
Vagococcus salmoninarum,1492,CRW_16S_B_15481,Bacteria,Firmicutes
Weissella confusa,1516,CRW_16S_B_15482,Bacteria,Firmicutes
Weissella confusa,1525,CRW_16S_B_15484,Bacteria,Firmicutes
Weissella kandleri,1517,CRW_16S_B_15486,Bacteria,Firmicutes
Weissella kandleri,1528,CRW_16S_B_15487,Bacteria,Firmicutes
Weissella minor,1516,CRW_16S_B_15488,Bacteria,Firmicutes
Weissella minor,1524,CRW_16S_B_15489,Bacteria,Firmicutes
Weissella paramesenteroides,1524,CRW_16S_B_15490,Bacteria,Firmicutes
Weissella viridescens,1517,CRW_16S_B_15491,Bacteria,Firmicutes
Weissella viridescens,1550,CRW_16S_B_15493,Bacteria,Firmicutes
Weissella paramesenteroides,1527,CRW_16S_B_15494,Bacteria,Firmicutes
Arthrobacter gandavensis,1482,CRW_16S_B_1631,Bacteria,Actinobacteria
Amycolatopsis orientalis,1515,CRW_16S_B_1672,Bacteria,Actinobacteria
Corynebacterium glutamicum ATCC 13032,1524,CRW_16S_B_1684,Bacteria,Actinobacteria
Corynebacterium glutamicum ATCC 13032,1525,CRW_16S_B_1685,Bacteria,Actinobacteria
Corynebacterium glutamicum ATCC 13032,1524,CRW_16S_B_1686,Bacteria,Actinobacteria
Corynebacterium glutamicum ATCC 13032,1524,CRW_16S_B_1687,Bacteria,Actinobacteria
Acidaminococcus fermentans,1506,CRW_16S_B_15495,Bacteria,Firmicutes
Acidaminococcus fermentans,1516,CRW_16S_B_15496,Bacteria,Firmicutes
Acidaminococcus fermentans,1488,CRW_16S_B_15497,Bacteria,Firmicutes
Corynebacterium glutamicum ATCC 13032,1524,CRW_16S_B_1688,Bacteria,Actinobacteria
Clostridium perfringens,1485,CRW_16S_B_15506,Bacteria,Firmicutes
Clostridium perfringens,1517,CRW_16S_B_15507,Bacteria,Firmicutes
Corynebacterium glutamicum ATCC 13032,1524,CRW_16S_B_1689,Bacteria,Actinobacteria
Nocardia farcinica,1513,CRW_16S_B_1690,Bacteria,Actinobacteria
Nocardia farcinica,1513,CRW_16S_B_1691,Bacteria,Actinobacteria
Clostridium sardiniense,1519,CRW_16S_B_15533,Bacteria,Firmicutes
Clostridium sardiniense,1519,CRW_16S_B_15534,Bacteria,Firmicutes
Clostridium sardiniense,1519,CRW_16S_B_15535,Bacteria,Firmicutes
Clostridium sardiniense,1519,CRW_16S_B_15536,Bacteria,Firmicutes
Clostridium sardiniense,1519,CRW_16S_B_15537,Bacteria,Firmicutes
Clostridium sardiniense,1519,CRW_16S_B_15538,Bacteria,Firmicutes
Clostridium sardiniense,1519,CRW_16S_B_15539,Bacteria,Firmicutes
Nocardia farcinica,1512,CRW_16S_B_1692,Bacteria,Actinobacteria
Clostridium sardiniense,1519,CRW_16S_B_15540,Bacteria,Firmicutes
Actinoplanes palleronii,1508,CRW_16S_B_1693,Bacteria,Actinobacteria
Clostridium perfringens str. 13,1506,CRW_16S_B_15590,Bacteria,Firmicutes
Clostridium perfringens str. 13,1506,CRW_16S_B_15591,Bacteria,Firmicutes
Clostridium butyricum,1499,CRW_16S_B_15610,Bacteria,Firmicutes
Clostridium paraputrificum,1509,CRW_16S_B_15611,Bacteria,Firmicutes
Actinoplanes philippinensis,1504,CRW_16S_B_1702,Bacteria,Actinobacteria
Actinoplanes utahensis,1508,CRW_16S_B_1705,Bacteria,Actinobacteria
Arthrobacter agilis,1482,CRW_16S_B_1708,Bacteria,Actinobacteria
Arthrobacter globiformis,1531,CRW_16S_B_1714,Bacteria,Actinobacteria
Clostridium perfringens str. 13,1506,CRW_16S_B_15846,Bacteria,Firmicutes
Clostridium perfringens str. 13,1506,CRW_16S_B_15847,Bacteria,Firmicutes
Clostridium perfringens str. 13,1506,CRW_16S_B_15848,Bacteria,Firmicutes
Clostridium perfringens str. 13,1506,CRW_16S_B_15849,Bacteria,Firmicutes
Clostridium perfringens str. 13,1507,CRW_16S_B_15850,Bacteria,Firmicutes
