Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.species group,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.tribe,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.subfamily,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.suborder,Taxonomy.NCBI.kingdom,Taxonomy.NCBI.no rank 6,Taxonomy.NCBI.no rank 7,Taxonomy.NCBI.no rank 8,Taxonomy.NCBI.no rank 9,Taxonomy.NCBI.superclass,Taxonomy.NCBI.subclass,Taxonomy.NCBI.superorder,Taxonomy.NCBI.superfamily,Taxonomy.NCBI.no rank 10,Taxonomy.NCBI.no rank 11,Taxonomy.NCBI.no rank 12,Taxonomy.NCBI.no rank 13,Taxonomy.NCBI.no rank 14,Taxonomy.NCBI.no rank 15,Taxonomy.NCBI.no rank 16,Taxonomy.NCBI.subkingdom,Taxonomy.NCBI.infraclass,Taxonomy.NCBI.cohort,Taxonomy.NCBI.infraorder,Taxonomy.NCBI.varietas,Taxonomy.NCBI.subgenus,Taxonomy.NCBI.subtribe,Taxonomy.NCBI.subcohort,Taxonomy.NCBI.parvorder,Taxonomy.NCBI.unknown 4,Taxonomy.NCBI.unknown 5,Taxonomy.NCBI.no rank 17,Taxonomy.NCBI.no rank 18,Taxonomy.NCBI.unknown 6
Nitella flexilis,M10437,121,47,74,No,0,5S,0,(()()),(((((())))((())))),--,--,CRW,--,CRW_5S_E_3382,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,Charophyceae,Charales,Characeae,Nitella,Nitella flexilis,,,,,,,Streptophytina,,,,,,,Viridiplantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nemopsis dofleini,K02350,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3383,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB097401,117,45,72,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3384,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093013,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3385,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093014,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3386,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093015,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3387,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093016,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3388,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093017,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3389,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093018,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3390,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093019,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3391,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093020,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3392,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093021,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3393,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093022,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3394,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093023,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3395,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093024,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3396,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093025,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3397,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093026,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3398,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB093027,90,60,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3399,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AY259631,114,48,66,No,0,5S,0,(()()),(((((()))))((()))),--,--,CRW,--,CRW_5S_E_3400,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB125662,89,59,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_N_3401,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB125663,89,59,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3402,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema bombycis,AB125664,89,59,30,No,0,5S,0,(),(((()))),--,--,CRW,--,CRW_5S_E_3403,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana otophora,AJ131172,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3404,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana otophora,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana otophora,AJ131172,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3405,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana otophora,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana otophora,AJ131173,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3406,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana otophora,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana otophora,AJ131173,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3407,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana otophora,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana otophora,AJ131174,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3408,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana otophora,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana otophora,AJ131174,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3409,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana otophora,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Notophthalmus viridescens,X06097,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3410,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nephila clavipes,U52004,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3411,--,Yes,root,cellular organisms,Eukaryota,Arthropoda,Arachnida,Araneae,Nephilidae,Trichonephila,Trichonephila clavipes,Opisthokonta,,Eumetazoa,,,Bilateria,Chelicerata,,,,Protostomia,,Araneomorphae,Metazoa,Ecdysozoa,Panarthropoda,Entelegynae,Orbiculariae,,,,Araneoidea,,,,,,,,,,,,,,,,,,,,,
Nicotiana sylvestris,AJ131168,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3412,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana sylvestris,AJ131168,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3413,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana sylvestris,AJ131169,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3414,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana sylvestris,AJ131169,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3415,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana sylvestris,AJ131170,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3416,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana sylvestris,AJ131170,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3417,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana sylvestris,AJ131171,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3418,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana sylvestris,AJ131171,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3419,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131161,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3420,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131162,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3421,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131162,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3422,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131163,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3423,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131163,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3424,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131164,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3425,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131164,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3426,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131165,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3427,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131165,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3428,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131166,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3429,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131166,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3430,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131167,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3431,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tabacum,AJ131167,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3432,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicotiana tomentosiformis,AJ131175,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3433,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana tomentosiformis,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana tomentosiformis,AJ131175,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3434,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana tomentosiformis,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana tomentosiformis,AJ131176,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3435,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana tomentosiformis,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana tomentosiformis,AJ131176,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3436,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana tomentosiformis,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana tomentosiformis,AJ131177,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3437,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana tomentosiformis,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana tomentosiformis,AJ131177,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3438,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana tomentosiformis,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana tomentosiformis,AJ131178,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3439,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana tomentosiformis,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana tomentosiformis,AJ131178,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3440,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana tomentosiformis,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana tomentosiformis,AJ131179,2,2,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3441,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana tomentosiformis,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Nicotiana tomentosiformis,AJ131179,8,8,0,No,0,5S,0,--,--,--,--,CRW,--,CRW_5S_E_3442,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Solanales,Solanaceae,Nicotiana,Nicotiana tomentosiformis,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Nicotianeae,,Nicotianoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,asterids,lamiids,,,,,,,,,,,,,,,,,,
Octopus vulgaris,X06835,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3443,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscularia deltoides,AJ439098,56,38,18,No,0,5S,0,(),(),--,--,CRW,--,CRW_5S_E_3444,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscularia falciformis,AJ439099,56,38,18,No,0,5S,0,(),(),--,--,CRW,--,CRW_5S_E_3445,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscularia guthrieae,AJ439100,56,38,18,No,0,5S,0,(),(),--,--,CRW,--,CRW_5S_E_3446,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onchocerca cervicalis,U13678,131,57,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3447,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oncorhynchus mykiss,J01861,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3448,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oryza sativa,M18171,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3449,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penicillium chrysogenum,X00692,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3450,--,Yes,root,cellular organisms,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum,Opisthokonta,,saccharomyceta,,,leotiomyceta,Pezizomycotina,,,,Penicillium chrysogenum species complex,,,Fungi,,,,,,Eurotiomycetidae,,,,,,,,,,Dikarya,,,,,,,,,,,,,
Pseudocentrotus depressus,X04307,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3451,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedinomonas minor,X52051,120,46,74,No,0,5S,0,(()()),(((((())))((())))),--,--,CRW,--,CRW_5S_E_3452,--,Yes,root,cellular organisms,Eukaryota,Chlorophyta,Pedinophyceae,Pedinomonadales,Pedinomonadaceae,,Pedinomonas <Chlorophyta>,,Pedinomonas minor,,,,,,,,,,,,Viridiplantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perinereis brevicirris,X00996,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3453,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petunia x hybrida,X07930,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3454,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petunia x hybrida,X07928,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3455,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phycomyces blakesleeanus,V01120,120,46,74,No,0,5S,0,(()()),(((((())))((())))),--,--,CRW,--,CRW_5S_E_3456,--,Yes,root,cellular organisms,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Phycomycetaceae,Phycomyces,Phycomyces blakesleeanus,Opisthokonta,,Fungi incertae sedis,,,,Mucoromycotina,,,,,,,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phacus curvicauda,AF186595,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3457,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phlyctochytrium irregulare,X01544,118,44,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3458,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phleogena faginea,M35574,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3459,--,Yes,root,cellular organisms,Eukaryota,Basidiomycota,Atractiellomycetes,Atractiellales,Phleogenaceae,Phleogena,Phleogena faginea,Opisthokonta,,,,,,Pucciniomycotina,,,,,,,Fungi,,,,,,,,,,,,,,,,Dikarya,,,,,,,,,,,,,
Phaseolus vulgaris,X06844,119,45,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3460,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Fabales,Fabaceae,Phaseolus,Phaseolus vulgaris,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Phaseoleae,,Papilionoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,rosids,fabids,50 kb inversion clade,NPAAA clade,indigoferoid/millettioid clade,,,,,,,,,,,,,,,
Phaseolus vulgaris,X06843,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3461,--,Yes,root,cellular organisms,Eukaryota,Streptophyta,,Fabales,Fabaceae,Phaseolus,Phaseolus vulgaris,Embryophyta,,Tracheophyta,,,Euphyllophyta,Streptophytina,Phaseoleae,,Papilionoideae,Spermatophyta,,,Viridiplantae,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,,,,,Pentapetalae,rosids,fabids,50 kb inversion clade,NPAAA clade,indigoferoid/millettioid clade,,,,,,,,,,,,,,,
Phascolopsis gouldii,X00994,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3462,--,Yes,root,cellular organisms,Eukaryota,Annelida,Polychaeta,Golfingiida,Sipunculidae,Phascolopsis,Phascolopsis gouldii,Opisthokonta,,Eumetazoa,,,Bilateria,,,,,Protostomia,,,Metazoa,Lophotrochozoa,,,,,Sipuncula,,,,,,,,,,,Sipunculidea,,,,,,,,,,,,
Physarum polycephalum,X02036,120,46,74,No,0,5S,0,(()()),((((())))((()))),--,--,CRW,--,CRW_5S_E_3463,--,Yes,root,cellular organisms,Eukaryota,,,Physariida,Physaraceae,Physarum,Physarum polycephalum,Amoebozoa,,Mycetozoa,,,Myxogastria,,,,,,,,,,,,,,Myxogastromycetidae,,,,,,,,,,,,,,,,,,,,,,,
