Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.phylum,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0,Taxonomy.SILVA.unknown 4,Taxonomy.SILVA.subphylum,Taxonomy.SILVA.subclass,Taxonomy.SILVA.kingdom,Taxonomy.SILVA.subkingdom,Taxonomy.SILVA.no rank 1,Taxonomy.SILVA.no rank 2,Taxonomy.SILVA.unknown 5,Taxonomy.SILVA.no rank 3,Taxonomy.SILVA.unknown 6,Taxonomy.SILVA.infraclass,Taxonomy.SILVA.no rank 4,Taxonomy.SILVA.no rank 5,Taxonomy.SILVA.superclass,Taxonomy.SILVA.unknown 7,Taxonomy.SILVA.suborder,Taxonomy.SILVA.superorder,Taxonomy.SILVA.no rank 6
Gloiopeltis complanata,--,120,54,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3979,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carpopeltis crispata,--,121,55,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3980,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batrachospermum ectocarpum,--,121,55,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3981,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lethenteron camtschaticum,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3982,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candida azyma,--,120,54,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3983,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candida melibiosica,--,121,55,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3984,--,Yes,Eukaryota,Amorphea,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,,Ascomycota,Obazoa,Nucletmycea,Hypopichia-Candida clade,Opisthokonta,,Saccharomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Candida diversa,--,120,54,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3985,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candida rugosa,--,121,55,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3986,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candida zeylanoides,--,121,55,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3987,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zygoascus hellenicus,--,120,54,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3988,--,Yes,Eukaryota,Amorphea,Saccharomycetes,Saccharomycetales,Trichomonascaceae,,Ascomycota,Obazoa,Nucletmycea,Zygoascus-Candida clade,Opisthokonta,,Saccharomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Candida magnoliae,--,120,54,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3989,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candida rugopelliculosa,--,120,54,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3990,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candida cylindracea,--,121,55,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3991,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candida parapsilosis,--,121,55,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3992,--,Yes,Eukaryota,Amorphea,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,,Ascomycota,Obazoa,Nucletmycea,Candida-Lodderomyces clade,Opisthokonta,,Saccharomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Yarrowia lipolytica,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_3993,--,Yes,Eukaryota,Amorphea,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Ascomycota,Obazoa,Nucletmycea,,Opisthokonta,,Saccharomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Actinomadura madurae,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_3994,--,Yes,Bacteria,Actinobacteriota,,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Microtetraspora glauca,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_3995,--,Yes,Bacteria,Actinobacteriota,,Streptosporangiales,Streptosporangiaceae,Microtetraspora,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Nocardiopsis dassonvillei,--,116,50,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_3996,--,Yes,Bacteria,Actinobacteriota,,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Planobispora longispora,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_3997,--,Yes,Bacteria,Actinobacteriota,,Streptosporangiales,Streptosporangiaceae,Planobispora,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Saccharothrix australiensis,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_3998,--,Yes,Bacteria,Actinobacteriota,,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Streptosporangium roseum,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_3999,--,Yes,Bacteria,Actinobacteriota,,Streptosporangiales,Streptosporangiaceae,Streptosporangium,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Kutzneria viridogrisea,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4000,--,Yes,Bacteria,Actinobacteriota,,Pseudonocardiales,Pseudonocardiaceae,Kutzneria,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Herbidospora cretacea,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4001,--,Yes,Bacteria,Actinobacteriota,,Streptosporangiales,Streptosporangiaceae,Herbidospora,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Scytosiphon lomentaria,--,118,52,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4002,--,Yes,Eukaryota,SAR,Phaeophyceae,Ectocarpales,,Scytosiphon,,Ochrophyta,,,Stramenopiles,,,,,,,,,,,,,,,,,,
Leptonema illini,--,116,52,64,No,0,5S,0,(()()),((((((()))))((((())))))),--,--,RFAM,--,RFAM_5S_B_4003,--,Yes,Bacteria,Spirochaetota,,Leptospirales,Leptospiraceae,Leptonema,,Leptospirae,,,,,,,,,,,,,,,,,,,,,
Leptospira biflexa,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4004,--,Yes,Bacteria,Spirochaetota,,Leptospirales,Leptospiraceae,Leptospira,,Leptospirae,,,,,,,,,,,,,,,,,,,,,
Cryptococcus gattii,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4005,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipturus oxyrinchus (longnosed skate),--,118,52,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4006,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cercospora kikuchii,--,120,54,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4007,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dictyostelium purpureum,--,120,54,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4008,--,Yes,Eukaryota,Amorphea,,,,Dictyostelium,,Dictyostelia,,,Amoebozoa,,,,,,,,,,,,,,,,,,
Hordeum bogdanii,--,114,48,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4009,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hordeum bogdanii,--,120,54,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4010,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hordeum brevisubulatum subsp. turkestanicum,--,111,51,60,No,0,5S,0,(()()),((((((()))))((((())))))),--,--,RFAM,--,RFAM_5S_E_4011,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hordeum brevisubulatum subsp. brevisubulatum,--,121,55,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4012,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helictotrichon imberbe,--,118,52,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4013,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulipa fosteriana,--,119,55,64,No,0,5S,0,(()()),((((((()))))((((())))))),--,--,RFAM,--,RFAM_5S_E_4014,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erpetoichthys calabaricus (reedfish),--,118,52,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4015,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erpetoichthys calabaricus (reedfish),--,117,55,62,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4016,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erpetoichthys calabaricus (reedfish),--,109,47,62,No,0,5S,0,(()()),((((())))((((()))))),--,--,RFAM,--,RFAM_5S_E_4017,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erpetoichthys calabaricus (reedfish),--,109,47,62,No,0,5S,0,(()()),((((())))((((()))))),--,--,RFAM,--,RFAM_5S_E_4018,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avena barbata,--,106,44,62,No,0,5S,0,(()()),(((((()))))(((())))),--,--,RFAM,--,RFAM_5S_E_4019,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nosema ceranae,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4020,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysanthemum zawadskii subsp. latilobum,--,105,47,58,No,0,5S,0,(()()),((((((())))))(((())))),--,--,RFAM,--,RFAM_5S_E_4021,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysanthemum zawadskii subsp. latilobum,--,112,50,62,No,0,5S,0,(()()),(((((((()))))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4022,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phytophthora cinnamomi,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4023,--,Yes,Eukaryota,SAR,,,,Phytophthora,,Peronosporomycetes,,,Stramenopiles,,,,,,,,,,,,,,,,,,
Xenopus laevis (African clawed frog),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4024,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenopus laevis (African clawed frog),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4025,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blepharisma japonicum,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4026,--,Yes,Eukaryota,SAR,Heterotrichea,,,Blepharisma,Ciliophora,,,,Alveolata,,Postciliodesmatophora,,,,,,,,,,,,,,,,
Paramecium tetraurelia,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4027,--,Yes,Eukaryota,SAR,Oligohymenophorea,,,Paramecium,Ciliophora,Conthreep,Peniculia,,Alveolata,,Intramacronucleata,,,,,,,,,,,,,,,,
Arion rufus,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4028,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helix pomatia (Roman snail),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4029,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetrahymena thermophila,--,110,52,58,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4030,--,Yes,Eukaryota,SAR,Oligohymenophorea,,,Tetrahymena,Ciliophora,Conthreep,Hymenostomatia,,Alveolata,,Intramacronucleata,,,,,,,,,,,,,,,,
Schizosaccharomyces pombe (fission yeast),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4031,--,Yes,Eukaryota,Amorphea,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Ascomycota,Obazoa,Nucletmycea,,Opisthokonta,,Taphrinomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Cyberlindnera jadinii,--,121,55,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4032,--,Yes,Eukaryota,Amorphea,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Ascomycota,Obazoa,Nucletmycea,,Opisthokonta,,Saccharomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Bacillus subtilis,--,116,50,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4033,--,Yes,Bacteria,,Bacilli,Bacillales,Bacillaceae,Bacillus,Firmicutes,,,,,,,,,,,,,,,,,,,,,,
Xenopus laevis (African clawed frog),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4034,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bresslaua vorax,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4035,--,Yes,Eukaryota,SAR,Colpodea,Colpodida,,Bresslaua,Ciliophora,Conthreep,,,Alveolata,,Intramacronucleata,,,,,,,,,,,,,,,,
Coprinopsis cinerea,--,118,52,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4036,--,Yes,Eukaryota,Amorphea,Agaricomycetes,Agaricales,,Coprinopsis,Basidiomycota,Obazoa,Nucletmycea,,Opisthokonta,,Agaricomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Chlamydomonas sp. TK-1983,--,118,52,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4037,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrysaora quinquecirrha,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4038,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirocodon saltatrix,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4039,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nemopsis dofleini,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4040,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samia cynthia (ailanthus silkmoth),--,118,52,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4041,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyropia yezoensis,--,121,55,66,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4042,--,Yes,Eukaryota,Archaeplastida,,Bangiales,,,,Rhodophyceae,Porphyra-Pyropia,,,,,,,,,,,,,,,,,,,,
Micrococcus luteus,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4043,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Micrococcaceae,Micrococcus,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Micrococcus luteus,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4044,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Micrococcaceae,Micrococcus,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4045,--,Yes,Bacteria,Staphylococcales,Bacilli,,Staphylococcaceae,Staphylococcus,Firmicutes,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus epidermidis,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4046,--,Yes,Bacteria,Staphylococcales,Bacilli,,Staphylococcaceae,Staphylococcus,Firmicutes,,,,,,,,,,,,,,,,,,,,,,
Bacillus sp. Q,--,116,50,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4047,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auricularia auricula-judae (ear fungus),--,118,52,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4048,--,Yes,Eukaryota,Amorphea,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Basidiomycota,Obazoa,Nucletmycea,,Opisthokonta,,Agaricomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Agaricus edulis,--,118,52,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4049,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleurotus ostreatus (oyster mushroom),--,118,52,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4050,--,Yes,Eukaryota,Amorphea,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Basidiomycota,Obazoa,Nucletmycea,,Opisthokonta,,Agaricomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Puccinia poarum,--,118,52,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4051,--,Yes,Eukaryota,Amorphea,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Basidiomycota,Obazoa,Nucletmycea,,Opisthokonta,,Pucciniomycotina,,Fungi,Dikarya,,,,,,,,,,,,,
Porphyra purpurea,--,117,55,62,No,0,5S,0,(()()),((((((())))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4052,--,Yes,Bacteria,Cyanobacteriia,,,,,Cyanobacteria,Chloroplast,,,,,,,,,,,,,,,,,,,,,
Bartonella bacilliformis,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4053,--,Yes,Bacteria,,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Mycoplasma gallisepticum,--,105,43,62,No,0,5S,0,(()()),(((((()))))(((())))),--,--,RFAM,--,RFAM_5S_B_4054,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brucella abortus,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4055,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartonella henselae,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4056,--,Yes,Bacteria,,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Bartonella quintana,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4057,--,Yes,Bacteria,,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Cryptosporidium parvum,--,120,54,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4058,--,Yes,Eukaryota,SAR,Conoidasida,,,Cryptosporidium,Apicomplexa,Cryptosporida,,,Alveolata,,,,,,,,,,,,,,,,,,
Mycoplasma haemofelis,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4059,--,Yes,Bacteria,,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Firmicutes,,,,,,,,,,,,,,,,,,,,,,
Halorubrum saccharovorum,--,121,59,62,No,0,5S,0,(()()),((((((()))))(((((()))))))),--,--,RFAM,--,RFAM_5S_A_4060,--,Yes,Archaea,Halobacterota,Halobacteria,,Haloferacaceae,Halorubrum,,Halobacterales,,,,,,,,,,,,,,,,,,,,,
Haloarcula vallismortis,--,119,55,64,No,0,5S,0,(()()),(((((()))))(((((())))))),--,--,RFAM,--,RFAM_5S_A_4061,--,Yes,Archaea,Halobacterota,Halobacteria,,,Haloarcula,,Halobacterales,Halomicrobiaceae,,,,,,,,,,,,,,,,,,,,
Halorubrum distributum,--,122,56,66,No,0,5S,0,(()()),(((((()))))(((((())))))),--,--,RFAM,--,RFAM_5S_A_4062,--,Yes,Archaea,Halobacterota,Halobacteria,,Haloferacaceae,Halorubrum,,Halobacterales,,,,,,,,,,,,,,,,,,,,,
Halorubrum terrestre,--,122,56,66,No,0,5S,0,(()()),(((((()))))(((((())))))),--,--,RFAM,--,RFAM_5S_A_4063,--,Yes,Archaea,Halobacterota,Halobacteria,,Haloferacaceae,Halorubrum,,Halobacterales,,,,,,,,,,,,,,,,,,,,,
Halobacterium sp.,--,120,56,64,No,0,5S,0,(()()),(((((()))))(((((())))))),--,--,RFAM,--,RFAM_5S_A_4064,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halorubrum terrestre,--,121,55,66,No,0,5S,0,(()()),(((((()))))(((((())))))),--,--,RFAM,--,RFAM_5S_A_4065,--,Yes,Archaea,Halobacterota,Halobacteria,,Haloferacaceae,Halorubrum,,Halobacterales,,,,,,,,,,,,,,,,,,,,,
Haloarcula japonica,--,120,56,64,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_A_4066,--,Yes,Archaea,Halobacterota,Halobacteria,,,Haloarcula,,Halobacterales,Halomicrobiaceae,,,,,,,,,,,,,,,,,,,,
Halorubrum distributum,--,122,56,66,No,0,5S,0,(()()),(((((()))))(((((())))))),--,--,RFAM,--,RFAM_5S_A_4067,--,Yes,Archaea,Halobacterota,Halobacteria,,Haloferacaceae,Halorubrum,,Halobacterales,,,,,,,,,,,,,,,,,,,,,
Halobacterium sp.,--,114,56,58,No,0,5S,0,(()()),(((((()))))(((((())))))),--,--,RFAM,--,RFAM_5S_A_4068,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythromicrobium ezovicum,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4069,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythromicrobium ramosum,--,114,48,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4070,--,Yes,Bacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Sphingomonas ursincola,--,113,47,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4071,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseococcus thiosulfatophilus,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4072,--,Yes,Bacteria,Acetobacterales,Alphaproteobacteria,,Acetobacteraceae,Roseococcus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Sandaracinobacter sibiricus,--,117,49,68,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4073,--,Yes,Bacteria,,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandaracinobacter,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Erythromicrobium hydrolyticum,--,115,49,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4074,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filobasidiella depauperata,--,118,56,62,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4075,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenedesmus obliquus,--,115,53,62,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4076,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorella sp. ATCC11469,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4077,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synechococcus lividus,--,117,51,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_B_4078,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metasequoia glyptostroboides,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4079,--,Yes,Eukaryota,Archaeplastida,,Cupressales,,Metasequoia,Streptophyta,Chloroplastida,Charophyta,Phragmoplastophyta,Embryophyta,Pinophyta,,,,,Tracheophyta,Spermatophyta,,,,,,,,,,,
Ginkgo biloba (maidenhair tree),--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4080,--,Yes,Bacteria,Mitochondria,Alphaproteobacteria,Rickettsiales,,,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Cycas revoluta,--,119,53,66,No,0,5S,0,(()()),(((((()))))((((()))))),--,--,RFAM,--,RFAM_5S_E_4081,--,Yes,Eukaryota,Archaeplastida,,,,,,Chloroplastida,Charophyta,Phragmoplastophyta,,,,,,,,,,,,,,,,,,,
