Organism name,Length,Benchmark ID,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order
Phaseolus vulgaris,72,CRW_t_E_32804,Eukaryota,Streptophyta,,Fabales
Phaseolus vulgaris,72,CRW_t_E_32805,Eukaryota,Streptophyta,,Fabales
Phaseolus vulgaris,72,CRW_t_E_32806,Eukaryota,Streptophyta,,Fabales
Phaseolus vulgaris,72,CRW_t_E_32809,Eukaryota,Streptophyta,,Fabales
Phaseolus vulgaris,72,CRW_t_E_32810,Eukaryota,Streptophyta,,Fabales
Phaseolus vulgaris,72,CRW_t_E_32811,Eukaryota,Streptophyta,,Fabales
Chlorella vulgaris,73,CRW_t_E_32827,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales
Cyanidioschyzon merolae strain 10D,73,CRW_t_E_32828,Eukaryota,,,Cyanidiales
Beta vulgaris,74,CRW_t_E_32841,Eukaryota,Streptophyta,,Caryophyllales
Caenorhabditis elegans,72,CRW_t_E_32845,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_32846,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_32847,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis briggsae,72,CRW_t_E_32850,Eukaryota,Nematoda,Chromadorea,Rhabditida
Drosophila melanogaster (fruit fly),72,CRW_t_E_32894,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila melanogaster (fruit fly),72,CRW_t_E_32896,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila melanogaster (fruit fly),72,CRW_t_E_32898,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila melanogaster (fruit fly),72,CRW_t_E_32900,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila melanogaster (fruit fly),72,CRW_t_E_32902,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila melanogaster (fruit fly),72,CRW_t_E_32904,Eukaryota,Arthropoda,Insecta,Diptera
Caenorhabditis elegans,72,CRW_t_E_32985,Eukaryota,Nematoda,Chromadorea,Rhabditida
Nephroselmis olivacea,73,CRW_t_E_32990,Eukaryota,Chlorophyta,Nephroselmidophyceae,
Prototheca wickerhamii,73,CRW_t_E_33004,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales
Amborella trichopoda,74,CRW_t_E_33010,Eukaryota,Streptophyta,,Amborellales
Acorus calamus,74,CRW_t_E_33014,Eukaryota,Streptophyta,Liliopsida,Acorales
Psilotum nudum,74,CRW_t_E_33057,Eukaryota,Streptophyta,,Psilotales
Aspergillus oryzae,72,CRW_t_E_33071,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales
Aspergillus oryzae,72,CRW_t_E_33072,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales
Aspergillus oryzae,72,CRW_t_E_33073,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales
Aspergillus oryzae,72,CRW_t_E_33074,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales
Lactuca sativa,74,CRW_t_E_33075,Eukaryota,Streptophyta,,Asterales
Eimeria tenella,71,CRW_t_E_33112,Eukaryota,Apicomplexa,Conoidasida,
Metasequoia glyptostroboides,74,CRW_t_E_33118,Eukaryota,Streptophyta,,Cupressales
Gracilaria tenuistipitata var. liui,76,CRW_t_E_33127,Eukaryota,,,
Zygnema circumcarinatum,73,CRW_t_E_33148,Eukaryota,,,Zygnematales
Neurospora crassa,72,CRW_t_E_33177,Eukaryota,Ascomycota,Sordariomycetes,Sordariales
Caenorhabditis elegans,72,CRW_t_E_33201,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33202,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33203,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33204,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33205,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,74,CRW_t_E_33206,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,62,CRW_t_E_33207,Eukaryota,Nematoda,Chromadorea,Rhabditida
Beta vulgaris subsp. vulgaris,74,CRW_t_E_33444,Eukaryota,Streptophyta,,Caryophyllales
Lactuca sativa,74,CRW_t_E_33460,Eukaryota,Streptophyta,,Asterales
Chlorokybus atmophyticus,73,CRW_t_E_33466,Eukaryota,,Chlorokybophyceae,
Stigeoclonium helveticum,71,CRW_t_E_33469,Eukaryota,Chlorophyta,Chlorophyceae,Chaetophorales
Platanus occidentalis,74,CRW_t_E_33486,Eukaryota,Streptophyta,,Proteales
Phaeodactylum tricornutum,73,CRW_t_E_33493,Eukaryota,,Bacillariophyceae,
Agrostis stolonifera,74,CRW_t_E_33497,Eukaryota,Streptophyta,Liliopsida,Poales
Caenorhabditis elegans,72,CRW_t_E_33505,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33533,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33534,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33535,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33536,Eukaryota,Nematoda,Chromadorea,Rhabditida
Toxoplasma gondii,71,CRW_t_E_33537,Eukaryota,Apicomplexa,Conoidasida,
Chlamydomonas reinhardtii,73,CRW_t_E_33545,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales
Caenorhabditis elegans,72,CRW_t_E_33556,Eukaryota,Nematoda,Chromadorea,Rhabditida
Chlamydomonas reinhardtii,73,CRW_t_E_33572,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales
Caenorhabditis elegans,72,CRW_t_E_33574,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33575,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33576,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33577,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33578,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33579,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33580,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33581,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis elegans,72,CRW_t_E_33582,Eukaryota,Nematoda,Chromadorea,Rhabditida
Chlamydomonas reinhardtii,73,CRW_t_E_33587,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales
Toxoplasma gondii,71,CRW_t_E_33597,Eukaryota,Apicomplexa,Conoidasida,
Homo sapiens (human),73,CRW_t_E_33704,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),73,CRW_t_E_33705,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),76,CRW_t_E_33706,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),71,CRW_t_E_33707,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),72,CRW_t_E_33708,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),72,CRW_t_E_33709,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),72,CRW_t_E_33710,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),72,CRW_t_E_33711,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),73,CRW_t_E_33725,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),74,CRW_t_E_33726,Eukaryota,Chordata,Mammalia,
Drosophila melanogaster (fruit fly),76,CRW_t_E_33773,Eukaryota,Arthropoda,Insecta,Diptera
Homo sapiens (human),76,CRW_t_E_33774,Eukaryota,Chordata,Mammalia,
Drosophila yakuba,66,RFAM_t_E_34414,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila melanogaster (fruit fly),71,RFAM_t_E_34417,Eukaryota,Arthropoda,Insecta,Diptera
Triticum aestivum (bread wheat),82,RFAM_t_E_34421,Eukaryota,Streptophyta,Liliopsida,Poales
Triticum aestivum (bread wheat),72,RFAM_t_E_34430,Eukaryota,Streptophyta,Liliopsida,Poales
Triticum aestivum (bread wheat),72,RFAM_t_E_34431,Eukaryota,Streptophyta,Liliopsida,Poales
Triticum aestivum (bread wheat),72,RFAM_t_E_34432,Eukaryota,Streptophyta,Liliopsida,Poales
Triticum aestivum (bread wheat),74,RFAM_t_E_34433,Eukaryota,Streptophyta,Liliopsida,Poales
Triticum aestivum (bread wheat),81,RFAM_t_E_34434,Eukaryota,Streptophyta,Liliopsida,Poales
Mus musculus (house mouse),66,RFAM_t_E_34438,Eukaryota,Chordata,Mammalia,
Mus musculus (house mouse),68,RFAM_t_E_34439,Eukaryota,Chordata,Mammalia,
Mus musculus (house mouse),71,RFAM_t_E_34440,Eukaryota,Chordata,Mammalia,
Mus musculus (house mouse),65,RFAM_t_E_34441,Eukaryota,Chordata,Mammalia,
Mus musculus (house mouse),71,RFAM_t_E_34442,Eukaryota,Chordata,Mammalia,
Mus musculus (house mouse),68,RFAM_t_E_34443,Eukaryota,Chordata,Mammalia,
Drosophila melanogaster (fruit fly),73,RFAM_t_E_34447,Eukaryota,Arthropoda,Insecta,Diptera
Homo sapiens (human),72,RFAM_t_E_34448,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),73,RFAM_t_E_34449,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),73,RFAM_t_E_34450,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),74,RFAM_t_E_34451,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),72,RFAM_t_E_34452,Eukaryota,Chordata,Mammalia,
Drosophila melanogaster (fruit fly),72,RFAM_t_E_34453,Eukaryota,Arthropoda,Insecta,Diptera
Homo sapiens (human),73,RFAM_t_E_34454,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),73,RFAM_t_E_34455,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),82,RFAM_t_E_34456,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),73,RFAM_t_E_34457,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),69,RFAM_t_E_34458,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),71,RFAM_t_E_34459,Eukaryota,Chordata,Mammalia,
Drosophila melanogaster (fruit fly),72,RFAM_t_E_34462,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila melanogaster (fruit fly),73,RFAM_t_E_34463,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila melanogaster (fruit fly),73,RFAM_t_E_34464,Eukaryota,Arthropoda,Insecta,Diptera
Homo sapiens (human),72,RFAM_t_E_34465,Eukaryota,Chordata,Mammalia,
Drosophila melanogaster (fruit fly),82,RFAM_t_E_34467,Eukaryota,Arthropoda,Insecta,Diptera
Homo sapiens (human),82,RFAM_t_E_34468,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),70,RFAM_t_E_34469,Eukaryota,Chordata,Mammalia,
Mus musculus (house mouse),68,RFAM_t_E_34471,Eukaryota,Chordata,Mammalia,
Caenorhabditis briggsae,72,RFAM_t_E_34472,Eukaryota,Nematoda,Chromadorea,Rhabditida
Caenorhabditis briggsae,73,RFAM_t_E_34473,Eukaryota,Nematoda,Chromadorea,Rhabditida
Homo sapiens (human),71,RFAM_t_E_34474,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),69,RFAM_t_E_34475,Eukaryota,Chordata,Mammalia,
Drosophila melanogaster (fruit fly),72,RFAM_t_E_34476,Eukaryota,Arthropoda,Insecta,Diptera
Homo sapiens (human),83,RFAM_t_E_34477,Eukaryota,Chordata,Mammalia,
Bos taurus (cattle),67,RFAM_t_E_34494,Eukaryota,Chordata,Mammalia,
Dictyostelium discoideum,72,RFAM_t_E_34495,Eukaryota,,,
Glycine soja,74,RFAM_t_E_34501,Eukaryota,Streptophyta,,Fabales
Dictyostelium discoideum,74,RFAM_t_E_34502,Eukaryota,,,
Gallus gallus (chicken),69,RFAM_t_E_34505,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),68,RFAM_t_E_34511,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),73,RFAM_t_E_34512,Eukaryota,Chordata,Mammalia,
Tursiops truncatus (bottlenosed dolphin),67,RFAM_t_E_34513,Eukaryota,Chordata,Mammalia,
Tetrahymena pyriformis,72,RFAM_t_E_34518,Eukaryota,Ciliophora,Oligohymenophorea,
Tetrahymena pyriformis,73,RFAM_t_E_34519,Eukaryota,Ciliophora,Oligohymenophorea,
Drosophila simulans,65,RFAM_t_E_34526,Eukaryota,Arthropoda,Insecta,Diptera
Drosophila simulans,66,RFAM_t_E_34527,Eukaryota,Arthropoda,Insecta,Diptera
Asterias forbesi (Forbes's starfish),72,RFAM_t_E_34528,Eukaryota,Echinodermata,,
Asterias forbesi (Forbes's starfish),72,RFAM_t_E_34529,Eukaryota,Echinodermata,,
Homo sapiens (human),66,RFAM_t_E_34538,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),72,RFAM_t_E_34539,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),68,RFAM_t_E_34540,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),71,RFAM_t_E_34541,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),69,RFAM_t_E_34542,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),66,RFAM_t_E_34543,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),66,RFAM_t_E_34544,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),69,RFAM_t_E_34546,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),71,RFAM_t_E_34547,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),65,RFAM_t_E_34548,Eukaryota,Chordata,Mammalia,
Tetrahymena thermophila,67,RFAM_t_E_34549,Eukaryota,Ciliophora,Oligohymenophorea,
Tetrahymena thermophila,81,RFAM_t_E_34550,Eukaryota,Ciliophora,Oligohymenophorea,
Bos taurus (cattle),72,RFAM_t_E_34555,Eukaryota,Chordata,Mammalia,
Bos taurus (cattle),68,RFAM_t_E_34556,Eukaryota,Chordata,Mammalia,
Bos taurus (cattle),69,RFAM_t_E_34557,Eukaryota,Chordata,Mammalia,
Bos taurus (cattle),69,RFAM_t_E_34558,Eukaryota,Chordata,Mammalia,
Bos taurus (cattle),68,RFAM_t_E_34559,Eukaryota,Chordata,Mammalia,
Dictyostelium discoideum,82,RFAM_t_E_34560,Eukaryota,,,
Bos taurus (cattle),73,RFAM_t_E_34561,Eukaryota,Chordata,Mammalia,
Bos taurus (cattle),67,RFAM_t_E_34562,Eukaryota,Chordata,Mammalia,
Bos taurus (cattle),69,RFAM_t_E_34563,Eukaryota,Chordata,Mammalia,
Saccharomyces cerevisiae (baker's yeast),85,RFAM_t_E_34564,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_34567,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Solanum tuberosum (potato),71,RFAM_t_E_34569,Eukaryota,Streptophyta,,Solanales
Mus musculus (house mouse),69,RFAM_t_E_34571,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),68,RFAM_t_E_34578,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),73,RFAM_t_E_34579,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),82,RFAM_t_E_34580,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),82,RFAM_t_E_34581,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),82,RFAM_t_E_34582,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),73,RFAM_t_E_34583,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),69,RFAM_t_E_34584,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),82,RFAM_t_E_34585,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),73,RFAM_t_E_34589,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),74,RFAM_t_E_34590,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),71,RFAM_t_E_34591,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),74,RFAM_t_E_34592,Eukaryota,Chordata,Mammalia,
Mus musculus (house mouse),73,RFAM_t_E_34593,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),72,RFAM_t_E_34594,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),72,RFAM_t_E_34595,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),72,RFAM_t_E_34596,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),72,RFAM_t_E_34597,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),73,RFAM_t_E_34599,Eukaryota,Chordata,Mammalia,
Mus musculus (house mouse),69,RFAM_t_E_34602,Eukaryota,Chordata,Mammalia,
Patiria pectinifera,69,RFAM_t_E_34629,Eukaryota,Echinodermata,Asteroidea,
Patiria pectinifera,70,RFAM_t_E_34630,Eukaryota,Echinodermata,Asteroidea,
Patiria pectinifera,69,RFAM_t_E_34631,Eukaryota,Echinodermata,Asteroidea,
Patiria pectinifera,71,RFAM_t_E_34632,Eukaryota,Echinodermata,Asteroidea,
Patiria pectinifera,72,RFAM_t_E_34633,Eukaryota,Echinodermata,Asteroidea,
Patiria pectinifera,71,RFAM_t_E_34634,Eukaryota,Echinodermata,Asteroidea,
Gorilla gorilla (western gorilla),69,RFAM_t_E_34643,Eukaryota,Chordata,Mammalia,
Macaca mulatta (Rhesus monkey),71,RFAM_t_E_34646,Eukaryota,Chordata,Mammalia,
Macaca fascicularis (crab-eating macaque),69,RFAM_t_E_34647,Eukaryota,Chordata,,
Tetrahymena pigmentosa,67,RFAM_t_E_34651,Eukaryota,Ciliophora,Oligohymenophorea,
Homo sapiens (human),72,RFAM_t_E_34659,Eukaryota,Chordata,Mammalia,
Mus musculus (house mouse),72,RFAM_t_E_34660,Eukaryota,Chordata,Mammalia,
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_34661,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Chlamydomonas reinhardtii,74,RFAM_t_E_34683,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales
Chlamydomonas reinhardtii,73,RFAM_t_E_34684,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales
Chlamydomonas reinhardtii,73,RFAM_t_E_34685,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales
Drosophila melanogaster (fruit fly),65,RFAM_t_E_34686,Eukaryota,Arthropoda,Insecta,Diptera
Rattus norvegicus (Norway rat),68,RFAM_t_E_34687,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),71,RFAM_t_E_34688,Eukaryota,Chordata,Mammalia,
Rattus norvegicus (Norway rat),67,RFAM_t_E_34689,Eukaryota,Chordata,Mammalia,
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_34690,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),71,RFAM_t_E_34691,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_34692,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Paracentrotus lividus (common urchin),70,RFAM_t_E_34694,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),73,RFAM_t_E_34695,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),68,RFAM_t_E_34696,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),69,RFAM_t_E_34697,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),71,RFAM_t_E_34698,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),72,RFAM_t_E_34699,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),70,RFAM_t_E_34700,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),68,RFAM_t_E_34701,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),73,RFAM_t_E_34702,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),73,RFAM_t_E_34703,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),69,RFAM_t_E_34704,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),71,RFAM_t_E_34705,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),69,RFAM_t_E_34706,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),73,RFAM_t_E_34707,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),69,RFAM_t_E_34708,Eukaryota,Echinodermata,Echinoidea,
Paracentrotus lividus (common urchin),69,RFAM_t_E_34709,Eukaryota,Echinodermata,Echinoidea,
Neurospora crassa,72,RFAM_t_E_34710,Eukaryota,Ascomycota,Sordariomycetes,Sordariales
Rattus norvegicus (Norway rat),68,RFAM_t_E_34711,Eukaryota,Chordata,Mammalia,
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_34714,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),82,RFAM_t_E_34715,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Phaseolus vulgaris,85,RFAM_t_E_34716,Eukaryota,Streptophyta,,Fabales
Bos taurus (cattle),75,RFAM_t_E_34717,Eukaryota,Chordata,Mammalia,
Saccharomyces cerevisiae (baker's yeast),73,RFAM_t_E_34720,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Schizosaccharomyces pombe (fission yeast),73,RFAM_t_E_34721,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales
Saccharomyces cerevisiae (baker's yeast),82,RFAM_t_E_34723,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),82,RFAM_t_E_34724,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Schizosaccharomyces pombe (fission yeast),82,RFAM_t_E_34725,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales
Rattus norvegicus (Norway rat),71,RFAM_t_E_34726,Eukaryota,Chordata,Mammalia,
Schizosaccharomyces pombe (fission yeast),71,RFAM_t_E_34727,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales
Saccharomyces cerevisiae (baker's yeast),73,RFAM_t_E_34732,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Paramecium tetraurelia,81,RFAM_t_E_34735,Eukaryota,Ciliophora,Oligohymenophorea,
Caenorhabditis elegans,82,RFAM_t_E_34736,Eukaryota,Nematoda,Chromadorea,Rhabditida
Gallus gallus (chicken),87,RFAM_t_E_34737,Eukaryota,Chordata,Mammalia,
Saccharomyces cerevisiae (baker's yeast),87,RFAM_t_E_34738,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Triticum aestivum (bread wheat),74,RFAM_t_E_34740,Eukaryota,Streptophyta,Liliopsida,Poales
Saccharomyces cerevisiae (baker's yeast),83,RFAM_t_E_34741,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_34742,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Dictyostelium discoideum,72,RFAM_t_E_34743,Eukaryota,,,
Schizosaccharomyces pombe (fission yeast),72,RFAM_t_E_34746,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales
Bombyx mori (domestic silkworm),73,RFAM_t_E_34747,Eukaryota,Arthropoda,Insecta,Lepidoptera
Mus musculus (house mouse),67,RFAM_t_E_34751,Eukaryota,Chordata,Mammalia,
Mus musculus (house mouse),75,RFAM_t_E_34752,Eukaryota,Chordata,Mammalia,
Mus musculus (house mouse),69,RFAM_t_E_34753,Eukaryota,Chordata,Mammalia,
Mus musculus (house mouse),67,RFAM_t_E_34754,Eukaryota,Chordata,Mammalia,
Chlamydomonas reinhardtii,74,RFAM_t_E_34755,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales
Homo sapiens (human),68,RFAM_t_E_34756,Eukaryota,Chordata,Mammalia,
Tetrahymena pyriformis,72,RFAM_t_E_34757,Eukaryota,Ciliophora,Oligohymenophorea,
Oncorhynchus mykiss (rainbow trout),68,RFAM_t_E_34758,Eukaryota,Chordata,,
Saccharomyces cerevisiae (baker's yeast),73,RFAM_t_E_34760,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),71,RFAM_t_E_34761,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),73,RFAM_t_E_34762,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),73,RFAM_t_E_34763,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),82,RFAM_t_E_34764,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_34765,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),72,RFAM_t_E_34766,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Saccharomyces cerevisiae (baker's yeast),71,RFAM_t_E_34767,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales
Aedes albopictus (Asian tiger mosquito),67,RFAM_t_E_34768,Eukaryota,Arthropoda,Insecta,Diptera
Tetrahymena thermophila,72,RFAM_t_E_34787,Eukaryota,Ciliophora,Oligohymenophorea,
Homo sapiens (human),73,RFAM_t_E_34789,Eukaryota,Chordata,Mammalia,
Homo sapiens (human),82,RFAM_t_E_34792,Eukaryota,Chordata,Mammalia,
Triticum aestivum (bread wheat),71,RFAM_t_E_34793,Eukaryota,Streptophyta,Liliopsida,Poales
Triticum aestivum (bread wheat),73,RFAM_t_E_34794,Eukaryota,Streptophyta,Liliopsida,Poales
Marchantia polymorpha (liverwort),73,RFAM_t_E_34814,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),72,RFAM_t_E_34815,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_34816,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),71,RFAM_t_E_34817,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),72,RFAM_t_E_34818,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),71,RFAM_t_E_34819,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),71,RFAM_t_E_34820,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),74,RFAM_t_E_34821,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),85,RFAM_t_E_34822,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),80,RFAM_t_E_34823,Eukaryota,Streptophyta,,Marchantiales
Marchantia polymorpha (liverwort),72,RFAM_t_E_34824,Eukaryota,Streptophyta,,Marchantiales
