Organism name,Length,Benchmark ID,Taxonomy.LTP.superkingdom,Taxonomy.LTP.class,Taxonomy.LTP.order
Renibacterium salmoninarum,77,CRW_t_B_6110,Bacteria,,Micrococcales
Renibacterium salmoninarum,77,CRW_t_B_6111,Bacteria,,Micrococcales
Renibacterium salmoninarum,77,CRW_t_B_6112,Bacteria,,Micrococcales
Escherichia coli,77,CRW_t_B_6125,Bacteria,Gammaproteobacteria,Enterobacterales
Mycobacterium leprae,77,CRW_t_B_6165,Bacteria,,
Ralstonia solanacearum,77,CRW_t_B_6182,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,77,CRW_t_B_6183,Bacteria,Betaproteobacteria,Burkholderiales
Ralstonia solanacearum,77,CRW_t_B_6184,Bacteria,Betaproteobacteria,Burkholderiales
Magnetospirillum gryphiswaldense,77,CRW_t_B_6197,Bacteria,Alphaproteobacteria,Rhodospirillales
Bacillus subtilis,77,CRW_t_B_6497,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_6498,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_6499,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_6500,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_6501,Bacteria,Bacilli,
Bordetella parapertussis,77,CRW_t_B_6530,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella parapertussis,77,CRW_t_B_6531,Bacteria,Betaproteobacteria,Burkholderiales
Escherichia coli,77,CRW_t_B_7053,Bacteria,Gammaproteobacteria,Enterobacterales
Spiroplasma melliferum,77,CRW_t_B_7056,Bacteria,Mollicutes,Entomoplasmatales
Escherichia coli,77,CRW_t_B_7110,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_7112,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_7114,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_7115,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_7116,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_7168,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_7169,Bacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,77,CRW_t_B_7180,Bacteria,Bacilli,
Spiroplasma melliferum,77,CRW_t_B_7186,Bacteria,Mollicutes,Entomoplasmatales
Escherichia coli,77,CRW_t_B_7194,Bacteria,Gammaproteobacteria,Enterobacterales
Pseudomonas aeruginosa,77,CRW_t_B_7207,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,77,CRW_t_B_7208,Bacteria,Gammaproteobacteria,Pseudomonadales
Bacillus subtilis,77,CRW_t_B_7259,Bacteria,Bacilli,
Haemophilus parainfluenzae,77,CRW_t_B_8352,Bacteria,Gammaproteobacteria,Pasteurellales
Escherichia coli,77,CRW_t_B_8632,Bacteria,Gammaproteobacteria,Enterobacterales
Mycoplasma pneumoniae,77,CRW_t_B_9758,Bacteria,Mollicutes,Mycoplasmatales
Ralstonia solanacearum,77,CRW_t_B_10233,Bacteria,Betaproteobacteria,Burkholderiales
Bordetella parapertussis,77,CRW_t_B_10440,Bacteria,Betaproteobacteria,Burkholderiales
Pseudomonas putida,77,CRW_t_B_11653,Bacteria,Gammaproteobacteria,Pseudomonadales
Bacillus subtilis,77,CRW_t_B_14037,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_14798,Bacteria,Bacilli,
Escherichia coli,77,CRW_t_B_15331,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_15332,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_15333,Bacteria,Gammaproteobacteria,Enterobacterales
Photobacterium phosphoreum,77,CRW_t_B_15392,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,77,CRW_t_B_15393,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio harveyi,77,CRW_t_B_15409,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,77,CRW_t_B_15419,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,77,CRW_t_B_15420,Bacteria,Gammaproteobacteria,Vibrionales
Photobacterium phosphoreum,77,CRW_t_B_15421,Bacteria,Gammaproteobacteria,Vibrionales
Prevotella ruminicola,77,CRW_t_B_15489,Bacteria,Bacteroidia,Bacteroidales
Xanthomonas campestris,77,CRW_t_B_15490,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,77,CRW_t_B_15491,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,77,CRW_t_B_15492,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,77,CRW_t_B_15493,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,77,CRW_t_B_15494,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,77,CRW_t_B_15495,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,77,CRW_t_B_15496,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,77,CRW_t_B_15497,Bacteria,Gammaproteobacteria,
Vibrio parahaemolyticus,77,CRW_t_B_15509,Bacteria,Gammaproteobacteria,Vibrionales
Clostridium perfringens,77,CRW_t_B_15512,Bacteria,Clostridia,
Clostridium perfringens,77,CRW_t_B_15513,Bacteria,Clostridia,
Clostridium perfringens,77,CRW_t_B_15514,Bacteria,Clostridia,
Vibrio vulnificus,77,CRW_t_B_15528,Bacteria,Gammaproteobacteria,Vibrionales
Bradyrhizobium japonicum,77,CRW_t_B_15535,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15536,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_15537,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15538,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15541,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_15542,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_15543,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15545,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15546,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15547,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15548,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15549,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15550,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15551,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_15552,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15553,Bacteria,Alphaproteobacteria,
Bradyrhizobium liaoningense,77,CRW_t_B_15554,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15555,Bacteria,Alphaproteobacteria,
Tuberibacillus calidus,77,CRW_t_B_15567,Bacteria,Bacilli,
Sporolactobacillus terrae,77,CRW_t_B_15568,Bacteria,Bacilli,
Taylorella asinigenitalis,77,CRW_t_B_15629,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,77,CRW_t_B_15630,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,77,CRW_t_B_15631,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,77,CRW_t_B_15632,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,77,CRW_t_B_15633,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,77,CRW_t_B_15634,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,77,CRW_t_B_15635,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,77,CRW_t_B_15636,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,77,CRW_t_B_15637,Bacteria,Betaproteobacteria,Burkholderiales
Taylorella asinigenitalis,77,CRW_t_B_15638,Bacteria,Betaproteobacteria,Burkholderiales
Bradyrhizobium japonicum,77,CRW_t_B_15645,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15646,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15647,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15648,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15649,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15650,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15651,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_15652,Bacteria,Alphaproteobacteria,
Anaplasma phagocytophilum,77,CRW_t_B_15916,Bacteria,Alphaproteobacteria,Rickettsiales
Acholeplasma axanthum,77,CRW_t_B_15917,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma brassicae,77,CRW_t_B_15918,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma modicum,77,CRW_t_B_15919,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma oculi,77,CRW_t_B_15920,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma palmae,77,CRW_t_B_15921,Bacteria,Mollicutes,Acholeplasmatales
Anaeroplasma abactoclasticum,77,CRW_t_B_15922,Bacteria,Mollicutes,Anaeroplasmatales
Bacillus subtilis,77,CRW_t_B_15923,Bacteria,Bacilli,
Bacillus subtilis,77,CRW_t_B_15924,Bacteria,Bacilli,
Actinobacillus seminis,77,CRW_t_B_15925,Bacteria,Gammaproteobacteria,Pasteurellales
Xanthomonas campestris,77,CRW_t_B_15937,Bacteria,Gammaproteobacteria,
Actinobacillus pleuropneumoniae,77,CRW_t_B_15938,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,77,CRW_t_B_15939,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,77,CRW_t_B_15940,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,77,CRW_t_B_15941,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,77,CRW_t_B_15942,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,77,CRW_t_B_15943,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,77,CRW_t_B_15944,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,77,CRW_t_B_15945,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,77,CRW_t_B_15946,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,77,CRW_t_B_15947,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus lignieresii,77,CRW_t_B_15948,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus lignieresii,77,CRW_t_B_15949,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus lignieresii,77,CRW_t_B_15950,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus suis,77,CRW_t_B_15951,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus lignieresii,77,CRW_t_B_15952,Bacteria,Gammaproteobacteria,Pasteurellales
Vibrio cholerae,77,CRW_t_B_15960,Bacteria,Gammaproteobacteria,Vibrionales
Haemophilus parainfluenzae,77,CRW_t_B_16059,Bacteria,Gammaproteobacteria,Pasteurellales
Bartonella vinsonii subsp. berkhoffii,77,CRW_t_B_16060,Bacteria,Alphaproteobacteria,
Campylobacter coli,77,CRW_t_B_16062,Bacteria,,Campylobacterales
Microvirgula aerodenitrificans,77,CRW_t_B_16066,Bacteria,Betaproteobacteria,Neisseriales
Bartonella vinsonii subsp. berkhoffii,77,CRW_t_B_16147,Bacteria,Alphaproteobacteria,
Bartonella clarridgeiae,77,CRW_t_B_16148,Bacteria,Alphaproteobacteria,
Rhodopseudomonas palustris,77,CRW_t_B_16161,Bacteria,Alphaproteobacteria,
Rhodopseudomonas palustris,77,CRW_t_B_16162,Bacteria,Alphaproteobacteria,
Piscirickettsia salmonis,77,CRW_t_B_16175,Bacteria,Gammaproteobacteria,Thiotrichales
Piscirickettsia salmonis,77,CRW_t_B_16176,Bacteria,Gammaproteobacteria,Thiotrichales
Bradyrhizobium japonicum,77,CRW_t_B_16177,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16179,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16180,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16181,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16182,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_16183,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16184,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_16185,Bacteria,Alphaproteobacteria,
Bradyrhizobium liaoningense,77,CRW_t_B_16186,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16187,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16188,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_16189,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16190,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_16191,Bacteria,Alphaproteobacteria,
Zymobacter palmae,77,CRW_t_B_16193,Bacteria,Gammaproteobacteria,Pseudomonadales
Brucella melitensis,77,CRW_t_B_16194,Bacteria,Alphaproteobacteria,
Brucella melitensis,77,CRW_t_B_16195,Bacteria,Alphaproteobacteria,
Brucella melitensis,77,CRW_t_B_16196,Bacteria,Alphaproteobacteria,
Pectobacterium cacticida,77,CRW_t_B_16207,Bacteria,Gammaproteobacteria,Enterobacterales
Pectobacterium betavasculorum,77,CRW_t_B_16211,Bacteria,Gammaproteobacteria,Enterobacterales
Pectobacterium betavasculorum,77,CRW_t_B_16212,Bacteria,Gammaproteobacteria,Enterobacterales
Pectobacterium atrosepticum,77,CRW_t_B_16213,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia rhapontici,77,CRW_t_B_16214,Bacteria,Gammaproteobacteria,Enterobacterales
Cupriavidus pauculus,77,CRW_t_B_16232,Bacteria,Betaproteobacteria,Burkholderiales
Bradyrhizobium elkanii,77,CRW_t_B_16258,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_16259,Bacteria,Alphaproteobacteria,
Neisseria gonorrhoeae,77,CRW_t_B_16268,Bacteria,Betaproteobacteria,Neisseriales
Bradyrhizobium denitrificans,77,CRW_t_B_16299,Bacteria,Alphaproteobacteria,
Bradyrhizobium denitrificans,77,CRW_t_B_16300,Bacteria,Alphaproteobacteria,
Bradyrhizobium denitrificans,77,CRW_t_B_16302,Bacteria,Alphaproteobacteria,
Bradyrhizobium denitrificans,77,CRW_t_B_16305,Bacteria,Alphaproteobacteria,
Bradyrhizobium denitrificans,77,CRW_t_B_16307,Bacteria,Alphaproteobacteria,
Afipia felis,77,CRW_t_B_16317,Bacteria,Alphaproteobacteria,
Rhodopseudomonas palustris,77,CRW_t_B_16318,Bacteria,Alphaproteobacteria,
Methylobacterium organophilum,77,CRW_t_B_16321,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16323,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16325,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16326,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16327,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_16328,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16331,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16332,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16333,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_16334,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16335,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16336,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16337,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16338,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16339,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16340,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16341,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16342,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16343,Bacteria,Alphaproteobacteria,
Bradyrhizobium liaoningense,77,CRW_t_B_16344,Bacteria,Alphaproteobacteria,
Bradyrhizobium liaoningense,77,CRW_t_B_16345,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16346,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16347,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16348,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16350,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16351,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_16364,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_16365,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_16366,Bacteria,Alphaproteobacteria,
Vibrio campbellii,77,CRW_t_B_16500,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio diazotrophicus,77,CRW_t_B_16502,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,77,CRW_t_B_16503,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio nigripulchritudo,77,CRW_t_B_16504,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio proteolyticus,77,CRW_t_B_16505,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio proteolyticus,77,CRW_t_B_16506,Bacteria,Gammaproteobacteria,Vibrionales
Corynebacterium glutamicum,77,CRW_t_B_16521,Bacteria,,
Erwinia amylovora,77,CRW_t_B_16525,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,77,CRW_t_B_16526,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,77,CRW_t_B_16527,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,77,CRW_t_B_16528,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia pyrifoliae,77,CRW_t_B_16529,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia pyrifoliae,77,CRW_t_B_16530,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,77,CRW_t_B_16531,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,77,CRW_t_B_16532,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,77,CRW_t_B_16533,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,77,CRW_t_B_16534,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,77,CRW_t_B_16535,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,77,CRW_t_B_16536,Bacteria,Gammaproteobacteria,Enterobacterales
Comamonas testosteroni,77,CRW_t_B_16557,Bacteria,Betaproteobacteria,Burkholderiales
Comamonas testosteroni,77,CRW_t_B_16558,Bacteria,Betaproteobacteria,Burkholderiales
Comamonas testosteroni,77,CRW_t_B_16559,Bacteria,Betaproteobacteria,Burkholderiales
Acidithiobacillus caldus,77,CRW_t_B_16680,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus ferrooxidans,77,CRW_t_B_16681,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus ferrooxidans,77,CRW_t_B_16682,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16684,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16685,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16686,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16687,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16688,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16689,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16690,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16691,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16692,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16693,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16694,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16695,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16696,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,77,CRW_t_B_16697,Bacteria,Acidithiobacillia,Acidithiobacillales
Sodalis glossinidius,77,CRW_t_B_16745,Bacteria,Gammaproteobacteria,Enterobacterales
Gluconobacter oxydans,77,CRW_t_B_16759,Bacteria,Alphaproteobacteria,Rhodospirillales
Acetobacter aceti,77,CRW_t_B_16760,Bacteria,Alphaproteobacteria,Rhodospirillales
Gluconacetobacter liquefaciens,77,CRW_t_B_16762,Bacteria,Alphaproteobacteria,Rhodospirillales
Acetobacter pasteurianus,77,CRW_t_B_16763,Bacteria,Alphaproteobacteria,Rhodospirillales
Roseovarius tolerans,77,CRW_t_B_16765,Bacteria,Alphaproteobacteria,Rhodobacterales
Roseovarius tolerans,77,CRW_t_B_16766,Bacteria,Alphaproteobacteria,Rhodobacterales
Roseovarius tolerans,77,CRW_t_B_16767,Bacteria,Alphaproteobacteria,Rhodobacterales
Roseovarius tolerans,77,CRW_t_B_16768,Bacteria,Alphaproteobacteria,Rhodobacterales
Antarctobacter heliothermus,77,CRW_t_B_16769,Bacteria,Alphaproteobacteria,Rhodobacterales
Marinovum algicola,77,CRW_t_B_16770,Bacteria,Alphaproteobacteria,Rhodobacterales
Leptospirillum ferrooxidans,77,CRW_t_B_16774,Bacteria,Nitrospira,Nitrospirales
Pseudomonas stutzeri,77,CRW_t_B_16786,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16787,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16788,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16789,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16790,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16791,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16792,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16793,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16794,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16795,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16796,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas balearica,77,CRW_t_B_16801,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas balearica,77,CRW_t_B_16802,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas cichorii,77,CRW_t_B_16804,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas agarici,77,CRW_t_B_16805,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas tolaasii,77,CRW_t_B_16806,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16837,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16838,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16839,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16840,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16841,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16842,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16843,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16844,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16845,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas stutzeri,77,CRW_t_B_16846,Bacteria,Gammaproteobacteria,Pseudomonadales
Bacillus anthracis,77,CRW_t_B_16852,Bacteria,Bacilli,
Bacillus anthracis,77,CRW_t_B_16853,Bacteria,Bacilli,
Bacillus anthracis,77,CRW_t_B_16854,Bacteria,Bacilli,
Bacillus anthracis,77,CRW_t_B_16855,Bacteria,Bacilli,
Bacillus cereus,77,CRW_t_B_16856,Bacteria,Bacilli,
Bacillus cereus,77,CRW_t_B_16857,Bacteria,Bacilli,
Bacillus cereus,77,CRW_t_B_16858,Bacteria,Bacilli,
Bacillus cereus,77,CRW_t_B_16859,Bacteria,Bacilli,
Bacillus thuringiensis,77,CRW_t_B_16860,Bacteria,Bacilli,
Bacillus thuringiensis,77,CRW_t_B_16861,Bacteria,Bacilli,
Bacillus thuringiensis,77,CRW_t_B_16862,Bacteria,Bacilli,
Bacillus thuringiensis,77,CRW_t_B_16864,Bacteria,Bacilli,
Bacillus mycoides,77,CRW_t_B_16868,Bacteria,Bacilli,
Bacillus mycoides,77,CRW_t_B_16869,Bacteria,Bacilli,
Bacillus mycoides,77,CRW_t_B_16870,Bacteria,Bacilli,
Bacillus mycoides,77,CRW_t_B_16871,Bacteria,Bacilli,
Bacillus pseudomycoides,77,CRW_t_B_16872,Bacteria,Bacilli,
Bartonella bacilliformis,77,CRW_t_B_16873,Bacteria,Alphaproteobacteria,
Bartonella bacilliformis,77,CRW_t_B_16874,Bacteria,Alphaproteobacteria,
Bartonella bacilliformis,77,CRW_t_B_16875,Bacteria,Alphaproteobacteria,
Bartonella bacilliformis,77,CRW_t_B_16876,Bacteria,Alphaproteobacteria,
