Organism name,Length,Benchmark ID,Taxonomy.GTDB.domain,Taxonomy.GTDB.phylum,Taxonomy.GTDB.class,Taxonomy.GTDB.order
Rhodopseudomonas palustris BisB5,77,CRW_t_B_23131,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Methylobacillus flagellatus KT,77,CRW_t_B_23132,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Methylobacillus flagellatus KT,77,CRW_t_B_23133,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Chromohalobacter salexigens DSM 3043,77,CRW_t_B_23134,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Chromohalobacter salexigens DSM 3043,77,CRW_t_B_23135,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Chromohalobacter salexigens DSM 3043,77,CRW_t_B_23136,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Chromohalobacter salexigens DSM 3043,77,CRW_t_B_23137,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Chromohalobacter salexigens DSM 3043,77,CRW_t_B_23138,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Rhodopseudomonas palustris BisB18,77,CRW_t_B_23141,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Shewanella denitrificans OS217,77,CRW_t_B_23142,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella denitrificans OS217,77,CRW_t_B_23143,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella denitrificans OS217,77,CRW_t_B_23144,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella denitrificans OS217,77,CRW_t_B_23145,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella denitrificans OS217,77,CRW_t_B_23146,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella denitrificans OS217,77,CRW_t_B_23147,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella denitrificans OS217,77,CRW_t_B_23148,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis Nepal516,77,CRW_t_B_23149,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis Nepal516,77,CRW_t_B_23150,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis Nepal516,77,CRW_t_B_23151,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis Nepal516,77,CRW_t_B_23152,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis Nepal516,77,CRW_t_B_23153,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis Nepal516,77,CRW_t_B_23154,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis Antiqua,77,CRW_t_B_23155,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis Antiqua,77,CRW_t_B_23156,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis Antiqua,77,CRW_t_B_23157,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis Antiqua,77,CRW_t_B_23158,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis Antiqua,77,CRW_t_B_23159,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Yersinia pestis Antiqua,77,CRW_t_B_23160,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Clostridium perfringens SM101,77,CRW_t_B_23161,Bacteria,Firmicutes_A,Clostridia,Clostridiales
Clostridium perfringens SM101,77,CRW_t_B_23162,Bacteria,Firmicutes_A,Clostridia,Clostridiales
Clostridium perfringens SM101,77,CRW_t_B_23164,Bacteria,Firmicutes_A,Clostridia,Clostridiales
Clostridium perfringens SM101,77,CRW_t_B_23166,Bacteria,Firmicutes_A,Clostridia,Clostridiales
Polaromonas sp. JS666,77,CRW_t_B_23169,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Polaromonas sp. JS666,77,CRW_t_B_23170,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Nitrobacter hamburgensis X14,77,CRW_t_B_23172,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Nitrobacter hamburgensis X14,77,CRW_t_B_23173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Psychrobacter cryohalolentis K5,77,CRW_t_B_23174,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Psychrobacter cryohalolentis K5,77,CRW_t_B_23175,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Mycobacterium ulcerans Agy99,77,CRW_t_B_23177,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Mycobacterium ulcerans Agy99,77,CRW_t_B_23178,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Deinococcus geothermalis DSM 11300,77,CRW_t_B_23183,Bacteria,Deinococcota,Deinococci,Deinococcales
Deinococcus geothermalis DSM 11300,77,CRW_t_B_23184,Bacteria,Deinococcota,Deinococci,Deinococcales
Roseobacter denitrificans OCh 114,77,CRW_t_B_23186,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales
Roseobacter denitrificans OCh 114,77,CRW_t_B_23187,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales
Roseobacter denitrificans OCh 114,77,CRW_t_B_23188,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales
Burkholderia cenocepacia AU 1054,77,CRW_t_B_23194,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Burkholderia cenocepacia AU 1054,77,CRW_t_B_23195,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Burkholderia cenocepacia AU 1054,77,CRW_t_B_23196,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Burkholderia cenocepacia AU 1054,77,CRW_t_B_23197,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Clostridium novyi NT,77,CRW_t_B_23198,Bacteria,Firmicutes_A,Clostridia,Clostridiales
Clostridium novyi NT,77,CRW_t_B_23200,Bacteria,Firmicutes_A,Clostridia,Clostridiales
Clostridium novyi NT,77,CRW_t_B_23202,Bacteria,Firmicutes_A,Clostridia,Clostridiales
Cytophaga hutchinsonii ATCC 33406,77,CRW_t_B_23204,Bacteria,Bacteroidota,Bacteroidia,Cytophagales
Mycobacterium sp. MCS,77,CRW_t_B_23206,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Mycobacterium sp. MCS,77,CRW_t_B_23207,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Pseudoalteromonas atlantica T6c,77,CRW_t_B_23210,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Pseudoalteromonas atlantica T6c,77,CRW_t_B_23211,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Pseudoalteromonas atlantica T6c,77,CRW_t_B_23212,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Pseudoalteromonas atlantica T6c,77,CRW_t_B_23213,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Pseudoalteromonas atlantica T6c,77,CRW_t_B_23214,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Francisella tularensis subsp. holarctica OSU18,77,CRW_t_B_23268,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales
Shewanella sp. MR-7,77,CRW_t_B_23278,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-7,77,CRW_t_B_23279,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-7,77,CRW_t_B_23280,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-7,77,CRW_t_B_23281,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-7,77,CRW_t_B_23282,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-7,77,CRW_t_B_23283,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-7,77,CRW_t_B_23284,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-7,77,CRW_t_B_23285,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-4,77,CRW_t_B_23286,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-4,77,CRW_t_B_23287,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-4,77,CRW_t_B_23288,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-4,77,CRW_t_B_23289,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-4,77,CRW_t_B_23290,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-4,77,CRW_t_B_23291,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-4,77,CRW_t_B_23292,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. MR-4,77,CRW_t_B_23293,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella frigidimarina NCIMB 400,77,CRW_t_B_23299,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella frigidimarina NCIMB 400,77,CRW_t_B_23300,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Maricaulis maris MCS10,77,CRW_t_B_23305,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales
Maricaulis maris MCS10,77,CRW_t_B_23306,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales
Maricaulis maris MCS10,77,CRW_t_B_23307,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales
Nitrosomonas eutropha C91,77,CRW_t_B_23309,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Arthrobacter sp. FB24,77,CRW_t_B_23313,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales
Burkholderia cenocepacia HI2424,77,CRW_t_B_23315,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Burkholderia cenocepacia HI2424,77,CRW_t_B_23316,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Burkholderia cenocepacia HI2424,77,CRW_t_B_23317,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Burkholderia cenocepacia HI2424,77,CRW_t_B_23318,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23319,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23320,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23321,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23322,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23323,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23324,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23325,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23326,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23327,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23328,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23329,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23330,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Aeromonas hydrophila subsp. hydrophila ATCC 7966,77,CRW_t_B_23331,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Rhodopseudomonas palustris BisA53,77,CRW_t_B_23332,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales
Shewanella sp. ANA-3,77,CRW_t_B_23333,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. ANA-3,77,CRW_t_B_23334,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. ANA-3,77,CRW_t_B_23335,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. ANA-3,77,CRW_t_B_23336,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. ANA-3,77,CRW_t_B_23337,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. ANA-3,77,CRW_t_B_23338,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. ANA-3,77,CRW_t_B_23339,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Syntrophobacter fumaroxidans MPOB,77,CRW_t_B_23349,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales
Syntrophobacter fumaroxidans MPOB,77,CRW_t_B_23350,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales
Mycobacterium avium 104,77,CRW_t_B_23352,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Mycobacterium avium 104,77,CRW_t_B_23353,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Mycobacterium avium 104,77,CRW_t_B_23354,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Pelobacter propionicus DSM 2379,77,CRW_t_B_23360,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales
Pelobacter propionicus DSM 2379,77,CRW_t_B_23361,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales
Pelobacter propionicus DSM 2379,77,CRW_t_B_23362,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales
Bacillus thuringiensis str. Al Hakam,77,CRW_t_B_23363,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus thuringiensis str. Al Hakam,77,CRW_t_B_23367,Bacteria,Firmicutes,Bacilli,Bacillales
Campylobacter fetus subsp. fetus 82-40,77,CRW_t_B_23368,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),77,CRW_t_B_23370,Bacteria,Proteobacteria,Gammaproteobacteria,PS1
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),77,CRW_t_B_23371,Bacteria,Proteobacteria,Gammaproteobacteria,PS1
Paracoccus denitrificans PD1222,77,CRW_t_B_23372,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales
Paracoccus denitrificans PD1222,77,CRW_t_B_23373,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales
Shewanella sp. W3-18-1,77,CRW_t_B_23378,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. W3-18-1,77,CRW_t_B_23379,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. W3-18-1,77,CRW_t_B_23380,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. W3-18-1,77,CRW_t_B_23381,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. W3-18-1,77,CRW_t_B_23382,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. W3-18-1,77,CRW_t_B_23383,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. W3-18-1,77,CRW_t_B_23384,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella sp. W3-18-1,77,CRW_t_B_23385,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella amazonensis SB2B,77,CRW_t_B_23387,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella amazonensis SB2B,77,CRW_t_B_23388,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella amazonensis SB2B,77,CRW_t_B_23389,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella amazonensis SB2B,77,CRW_t_B_23390,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella amazonensis SB2B,77,CRW_t_B_23391,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella amazonensis SB2B,77,CRW_t_B_23392,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Shewanella amazonensis SB2B,77,CRW_t_B_23393,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Psychromonas ingrahamii 37,77,CRW_t_B_23395,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Psychromonas ingrahamii 37,77,CRW_t_B_23396,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Psychromonas ingrahamii 37,77,CRW_t_B_23397,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Psychromonas ingrahamii 37,77,CRW_t_B_23398,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Psychromonas ingrahamii 37,77,CRW_t_B_23399,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Psychromonas ingrahamii 37,77,CRW_t_B_23400,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Mycobacterium sp. KMS,77,CRW_t_B_23409,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Mycobacterium sp. KMS,77,CRW_t_B_23410,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Burkholderia mallei SAVP1,77,CRW_t_B_23411,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Burkholderia mallei SAVP1,77,CRW_t_B_23412,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Burkholderia mallei SAVP1,77,CRW_t_B_23413,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Polaromonas naphthalenivorans CJ2,77,CRW_t_B_23415,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Polaromonas naphthalenivorans CJ2,77,CRW_t_B_23416,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Polaromonas naphthalenivorans CJ2,77,CRW_t_B_23417,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Polaromonas naphthalenivorans CJ2,77,CRW_t_B_23418,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Polaromonas naphthalenivorans CJ2,77,CRW_t_B_23419,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Campylobacter jejuni subsp. jejuni 81-176,77,CRW_t_B_23420,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales
Acidovorax sp. JS42,77,CRW_t_B_23421,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Verminephrobacter eiseniae EF01-2,77,CRW_t_B_23422,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Halorhodospira halophila SL1,77,CRW_t_B_23424,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales
Halorhodospira halophila SL1,77,CRW_t_B_23425,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales
Burkholderia mallei NCTC 10229,77,CRW_t_B_23426,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Burkholderia mallei NCTC 10229,77,CRW_t_B_23427,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Burkholderia mallei NCTC 10229,77,CRW_t_B_23428,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Prochlorococcus marinus str. MIT 9515,77,CRW_t_B_23429,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. NATL1A,77,CRW_t_B_23431,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. MIT 9303,77,CRW_t_B_23433,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Photobacterium profundum SS9,77,CRW_t_B_23439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium profundum SS9,77,CRW_t_B_23440,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium profundum SS9,77,CRW_t_B_23441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium profundum SS9,77,CRW_t_B_23442,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium profundum SS9,77,CRW_t_B_23443,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium profundum SS9,77,CRW_t_B_23444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium profundum SS9,77,CRW_t_B_23445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium profundum SS9,77,CRW_t_B_23446,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium profundum SS9,77,CRW_t_B_23447,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium profundum SS9,77,CRW_t_B_23448,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium profundum SS9,77,CRW_t_B_23449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium profundum SS9,77,CRW_t_B_23450,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Photobacterium profundum SS9,77,CRW_t_B_23451,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Bacteroides fragilis NCTC 9343,77,CRW_t_B_23465,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales
Legionella pneumophila str. Paris,77,CRW_t_B_23467,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales
Legionella pneumophila str. Paris,77,CRW_t_B_23468,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales
Legionella pneumophila str. Lens,77,CRW_t_B_23470,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales
Legionella pneumophila str. Lens,77,CRW_t_B_23471,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales
Corynebacterium jeikeium K411,77,CRW_t_B_23476,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Corynebacterium jeikeium K411,77,CRW_t_B_23477,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Frankia alni ACN14a,77,CRW_t_B_23499,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Frankia alni ACN14a,77,CRW_t_B_23500,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Gramella forsetii KT0803,77,CRW_t_B_23508,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales
Escherichia coli,77,CRW_t_B_23509,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23510,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23511,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,77,CRW_t_B_23512,Bacteria,Firmicutes,Bacilli,Bacillales
Escherichia coli,77,CRW_t_B_23587,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23588,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23589,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23591,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23592,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23593,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23594,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23595,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23596,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Gloeobacter violaceus PCC 7421,77,CRW_t_B_23616,Bacteria,Cyanobacteria,Cyanobacteriia,Gloeobacterales
Mycoplasma genitalium G37,77,CRW_t_B_23623,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma genitalium G37,77,CRW_t_B_23624,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Bacillus subtilis,77,CRW_t_B_23630,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,77,CRW_t_B_23631,Bacteria,Firmicutes,Bacilli,Bacillales
Escherichia coli,77,CRW_t_B_23633,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Mycoplasma mycoides,77,CRW_t_B_23634,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Spiroplasma melliferum,77,CRW_t_B_23636,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma capricolum subsp. capricolum ATCC 27343,77,CRW_t_B_23660,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma pneumoniae,77,CRW_t_B_23663,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Thermus thermophilus,77,CRW_t_B_23689,Bacteria,Deinococcota,Deinococci,Deinococcales
Thermus thermophilus,77,CRW_t_B_23690,Bacteria,Deinococcota,Deinococci,Deinococcales
Mycoplasma pneumoniae M129,77,CRW_t_B_23691,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma pneumoniae M129,77,CRW_t_B_23692,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Escherichia coli,77,CRW_t_B_23715,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Spiroplasma melliferum,77,CRW_t_B_23723,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Mycoplasma capricolum subsp. capricolum ATCC 27343,77,CRW_t_B_23735,Bacteria,Firmicutes,Bacilli,Mycoplasmatales
Acholeplasma laidlawii,77,CRW_t_B_23740,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Escherichia coli,77,CRW_t_B_23743,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,77,CRW_t_B_23744,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,77,CRW_t_B_23773,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis subsp. subtilis str. 168,77,CRW_t_B_23775,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis subsp. subtilis str. 168,77,CRW_t_B_23776,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis subsp. subtilis str. 168,77,CRW_t_B_23777,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis subsp. subtilis str. 168,77,CRW_t_B_23778,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis subsp. subtilis str. 168,77,CRW_t_B_23779,Bacteria,Firmicutes,Bacilli,Bacillales
