Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.kingdom,Taxonomy.ENA.no rank 0,Taxonomy.ENA.phylum,Taxonomy.ENA.subphylum,Taxonomy.ENA.class,Taxonomy.ENA.subclass,Taxonomy.ENA.infraclass,Taxonomy.ENA.unknown 0,Taxonomy.ENA.order,Taxonomy.ENA.suborder,Taxonomy.ENA.infraorder,Taxonomy.ENA.superfamily,Taxonomy.ENA.family,Taxonomy.ENA.genus,Taxonomy.ENA.subgenus,Taxonomy.ENA.no rank 1,Taxonomy.ENA.no rank 2,Taxonomy.ENA.superorder,Taxonomy.ENA.parvorder,Taxonomy.ENA.no rank 3,Taxonomy.ENA.no rank 4,Taxonomy.ENA.no rank 5,Taxonomy.ENA.no rank 6,Taxonomy.ENA.no rank 7,Taxonomy.ENA.subfamily,Taxonomy.ENA.tribe,Taxonomy.ENA.unknown 1,Taxonomy.ENA.subtribe,Taxonomy.ENA.subkingdom,Taxonomy.ENA.superclass,Taxonomy.ENA.subcohort,Taxonomy.ENA.section,Taxonomy.ENA.no rank 8,Taxonomy.ENA.no rank 9,Taxonomy.ENA.no rank 10,Taxonomy.ENA.cohort
Caenorhabditis elegans,U39994,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_E_32730,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,U40412,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_E_32731,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,U40412,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_E_32732,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,U41031,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_E_32733,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,U41031,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_E_32734,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,U41031,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_E_32735,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,U64844,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_E_32736,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,U64844,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_E_32737,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,U64844,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_E_32738,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,U64844,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_E_32739,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Toxoplasma gondii,U87145,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_E_32749,--,Yes,Eukaryota,,Alveolata,Apicomplexa,,Conoidasida,Coccidia,,,Eucoccidiorida,Eimeriorina,,,Sarcocystidae,Toxoplasma,,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),X01412,72,28,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_E_32757,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Zea mays,X07366,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32766,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Poales,,,,Poaceae,Zea,,Tracheophyta,Spermatophyta,,,PACMAD clade,Andropogonodae,,,,Panicoideae,Andropogoneae,,Tripsacinae,,,,,,,,
Oenothera berteroana,X07922,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32767,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Myrtales,,,,Onagraceae,Oenothera,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Onagroideae,Onagreae,,,,,,,,,,
Phaseolus vulgaris,X13421,62,34,28,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32779,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Phaseolus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Phaseoleae,,,,,,,,,,
Phaseolus vulgaris,X13421,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32780,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Phaseolus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Phaseoleae,,,,,,,,,,
Phaseolus vulgaris,X13422,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32781,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Phaseolus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Phaseoleae,,,,,,,,,,
Phaseolus vulgaris,X13423,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32782,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Phaseolus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Phaseoleae,,,,,,,,,,
Euglena gracilis,X70810,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32801,--,Yes,Eukaryota,,Euglenozoa,Euglenida,,,,,,Euglenales,,,,Euglenaceae,Euglena,,,,,,,,,,,,,,,,,,,,,,
Zea mays,X86563,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32803,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Poales,,,,Poaceae,Zea,,Tracheophyta,Spermatophyta,,,PACMAD clade,Andropogonodae,,,,Panicoideae,Andropogoneae,,Tripsacinae,,,,,,,,
Phaseolus vulgaris,X98180,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32804,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Phaseolus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Phaseoleae,,,,,,,,,,
Phaseolus vulgaris,X98181,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32805,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Phaseolus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Phaseoleae,,,,,,,,,,
Phaseolus vulgaris,X98182,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32806,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Phaseolus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Phaseoleae,,,,,,,,,,
Phaseolus vulgaris,Y15080,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32809,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Phaseolus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Phaseoleae,,,,,,,,,,
Phaseolus vulgaris,Y15080,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32810,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Phaseolus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Phaseoleae,,,,,,,,,,
Phaseolus vulgaris,Y15080,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32811,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Phaseolus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Phaseoleae,,,,,,,,,,
Euglena gracilis,Z11874,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32817,--,Yes,Eukaryota,,Euglenozoa,Euglenida,,,,,,Euglenales,,,,Euglenaceae,Euglena,,,,,,,,,,,,,,,,,,,,,,
Chlorella vulgaris,AB001684,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32827,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Trebouxiophyceae,,,,Chlorellales,,,,Chlorellaceae,Chlorella,,,,,,,,,,,,,,,,,,,,,,
Cyanidioschyzon merolae strain 10D,AB002583,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32828,--,Yes,Eukaryota,,,Rhodophyta,,Bangiophyceae,,,,Cyanidiales,,,,Cyanidiaceae,Cyanidioschyzon,,,,,,,,,,,,,,,,,,,,,,
Selaginella uncinata,AB197035,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32838,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Lycopodiopsida,,,,Selaginellales,,,,Selaginellaceae,Selaginella,,Tracheophyta,,,,,,,,,,,,,,,,,,,,
Nicotiana tomentosiformis,AB240139,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32840,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Solanales,,,,Solanaceae,Nicotiana,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Nicotianoideae,Nicotianeae,,,,,,,,,,
Beta vulgaris,AB242560,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32841,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Caryophyllales,,,,Chenopodiaceae,Beta,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,,,Betoideae,,,,,,,,,,,
Caenorhabditis elegans,AC024757,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32845,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,AC024772,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32846,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,AC024877,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32847,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis briggsae,AC087255,72,28,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32850,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,Rhabditina,Rhabditomorpha,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,72,30,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32894,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,72,30,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32896,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,72,30,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32898,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,72,30,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32900,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,72,30,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32902,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE013599,72,30,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_E_32904,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Cyanidium caldarium,AF022186,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_32981,--,Yes,Eukaryota,,,Rhodophyta,,Bangiophyceae,,,,Cyanidiales,,,,Cyanidiaceae,Cyanidium,,,,,,,,,,,,,,,,,,,,,,
Guillardia theta,AF041468,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_32984,--,Yes,Eukaryota,,,Cryptophyta,,,,,,Pyrenomonadales,,,,Geminigeraceae,Guillardia,,,,,,,,,,,,,,,,,,,,,,
Caenorhabditis elegans,AF125971,72,28,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_32985,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Nephroselmis olivacea,AF137379,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_32990,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Nephroselmidophyceae,,,prasinophytes,,,,,,Nephroselmis,,,,,,,,,,,,,,,,,,,,,,
Mesostigma viride,AF166114,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_32991,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Mesostigmatophyceae,,,,Mesostigmatales,,,,Mesostigmataceae,Mesostigma,,,,,,,,,,,,,,,,,,,,,,
Chaetosphaeridium globosum,AF494278,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_32996,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Coleochaetophyceae,,,,Coleochaetales,,,,Chaetosphaeridiaceae,Chaetosphaeridium,,,,,,,,,,,,,,,,,,,,,,
Prototheca wickerhamii,AJ245645,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_33004,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Trebouxiophyceae,,,,Chlorellales,,,,Chlorellaceae,Prototheca,,,,,,,,,,,,,,,,,,,,,,
Oenothera elata subsp. hookeri,AJ271079,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_33005,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Myrtales,,,,Onagraceae,Oenothera,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Onagroideae,Onagreae,,,,,,,,,,
Euglena longa,AJ294725,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_33006,--,Yes,Eukaryota,,Euglenozoa,Euglenida,,,,,,Euglenales,,,,Euglenaceae,Euglena,,,,,,,,,,,,,,,,,,,,,,
Calycanthus floridus var. glaucus,AJ428413,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_33009,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Laurales,,,,Calycanthaceae,Calycanthus,,Tracheophyta,Spermatophyta,,,Magnoliidae,,,,,,,,,,,,,,,,
Amborella trichopoda,AJ506156,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_33010,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Amborellales,,,,Amborellaceae,Amborella,,Tracheophyta,Spermatophyta,,,,,,,,,,basal Magnoliophyta,,,,,,,,,
Guillardia theta,AJ582666,72,28,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_33011,--,Yes,Eukaryota,,,Cryptophyta,,,,,,Pyrenomonadales,,,,Geminigeraceae,Guillardia,,,,,,,,,,,,,,,,,,,,,,
Nymphaea alba,AJ627251,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_33012,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Nymphaeales,,,,Nymphaeaceae,Nymphaea,,Tracheophyta,Spermatophyta,,,,,,,,,,basal Magnoliophyta,,,,,,,,,
Acorus calamus,AJ879453,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_33014,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,,,,,Acoraceae,Acorus,,Tracheophyta,Spermatophyta,,,,,,,,,,,,,,,,,,,
Lotus japonicus,AP002983,74,30,44,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_E_33056,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Lotus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Loteae,,,,,,,,,,
Psilotum nudum,AP004638,74,30,44,No,0,tRNA,0,()()(),()()(),--,No,CRW,--,CRW_t_E_33057,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Polypodiopsida,Ophioglossidae,,,Psilotales,,,,Psilotaceae,Psilotum,,Tracheophyta,,,,,,,,,,,,,,,,,,,,
Saccharum officinarum,AP006714,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33062,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Poales,,,,Poaceae,Saccharum,,Tracheophyta,Spermatophyta,,,PACMAD clade,Andropogonodae,Saccharum officinarum complex,,,Panicoideae,Andropogoneae,,Saccharinae,,,,,,,,
Oryza nivara,AP006728,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33065,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Poales,,,,Poaceae,Oryza,,Tracheophyta,Spermatophyta,,,BOP clade,,,,,Oryzoideae,Oryzeae,,Oryzinae,,,,,,,,
Aspergillus oryzae,AP007151,72,28,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_33071,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007151,72,28,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_E_33072,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007151,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33073,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007161,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33074,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Lactuca sativa,AP007232,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33075,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Asterales,,,,Asteraceae,Lactuca,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Cichorioideae,Cichorieae,,Lactucinae,,,,,,,,
Populus alba,AP008956,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33099,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Malpighiales,,,,Salicaceae,Populus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,,Saliceae,,,,,,,,,,
Adiantum capillus-veneris,AY178864,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33111,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Polypodiopsida,,,,Polypodiales,Pteridineae,,,Pteridaceae,Adiantum,,Tracheophyta,,,,,,,,,Vittarioideae,,,,,,,,,,,
Eimeria tenella,AY217738,71,27,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33112,--,Yes,Eukaryota,,Alveolata,Apicomplexa,,Conoidasida,Coccidia,,,Eucoccidiorida,Eimeriorina,,,Eimeriidae,Eimeria,,,,,,,,,,,,,,,,,,,,,,
Pinus koraiensis,AY228468,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33115,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,Pinidae,,,Pinales,,,,Pinaceae,Pinus,Strobus,Tracheophyta,Spermatophyta,,,,,,,,,,,,,,,,,,,
Metasequoia glyptostroboides,AY291319,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33118,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,Pinidae,,,Cupressales,,,,Cupressaceae,Metasequoia,,Tracheophyta,Spermatophyta,,,,,,,,,,,,,,,,,,,
Panax ginseng,AY582139,74,30,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_E_33123,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Apiales,,,,Araliaceae,Panax,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,,,,,,,,,,,,
Gracilaria tenuistipitata var. liui,AY673996,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33127,--,Yes,Eukaryota,,,Rhodophyta,,Florideophyceae,Rhodymeniophycidae,,,Gracilariales,,,,Gracilariaceae,Gracilaria,,,,,,,,,,,,,,,,,,,,,,
Emiliania huxleyi,AY741371,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33130,--,Yes,Eukaryota,,,,,Haptophyceae,,,,Isochrysidales,,,,Noelaerhabdaceae,Emiliania,,,,,,,,,,,,,,,,,,,,,,
Thujopsis dolabrata,AY773171,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33132,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,Pinidae,,,Cupressales,,,,Cupressaceae,Thujopsis,,Tracheophyta,Spermatophyta,,,,,,,,,,,,,,,,,,,
Microbiota decussata,AY773172,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_33133,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,Pinidae,,,Cupressales,,,,Cupressaceae,Microbiota,,Tracheophyta,Spermatophyta,,,,,,,,,,,,,,,,,,,
